scenario,replication,bridge_id,bridge_name,road,total_delay_min,breakdown_count
S3,0,4217,Bridge end,N4,41007,1
S3,0,4219,Bridge start,N4,41475,1
S3,0,4220,Bridge end,N4,41791,1
S3,0,4225,Bridge start,N4,42035,1
S3,0,4226,Bridge end,N4,16722,1
S3,0,4233,Bridge start,N4,42734,1
S3,0,4234,Bridge end,N4,0,0
S3,0,4235,Bridge start,N4,42685,1
S3,0,4236,Bridge end,N4,0,0
S3,0,4241,Bridge start,N4,42632,1
S3,0,4242,Bridge end,N4,17240,1
S3,0,4245,Bridge start,N4,74425,1
S3,0,4246,Bridge end,N4,42466,1
S3,0,4250,Bridge start,N4,44034,1
S3,0,4251,Bridge end,N4,45435,1
S3,0,4253,Bridge start,N4,44171,1
S3,0,4254,Bridge end,N4,17424,1
S3,0,4256,Bridge start,N4,17870,1
S3,0,4257,Bridge end,N4,44703,1
S3,0,4259,Bridge start,N4,82552,1
S3,0,4260,Bridge end,N4,18306,1
S3,0,4263,Bridge start,N4,33005,1
S3,0,4264,Bridge end,N4,18503,1
S3,0,4269,Bridge start,N4,18640,1
S3,0,4270,Bridge end,N4,0,0
S3,0,4273,Bridge start,N4,46995,1
S3,0,4274,Bridge end,N4,0,0
S3,0,4278,Bridge start,N4,17187,1
S3,0,4279,Bridge end,N4,46787,1
S3,0,4281,Bridge start,N4,47584,1
S3,0,4282,Bridge end,N4,48152,1
S3,0,4285,Bridge start,N4,19100,1
S3,0,4286,Bridge end,N4,19209,1
S3,0,4287,Bridge start,N4,87847,1
S3,0,4288,Bridge end / Km post missing,N4,0,0
S3,0,4289,Bridge start,N4,48727,1
S3,0,4290,Bridge end,N4,18060,1
S3,0,4292,Bridge start,N4,48892,1
S3,0,4293,Bridge end,N4,7221,1
S3,0,4296,Bridge start,N4,49008,1
S3,0,4297,Bridge end,N4,19794,1
S3,0,4300,Bridge start,N4,19686,1
S3,0,4301,Bridge end,N4,50720,1
S3,0,4307,Bridge start,N4,42825,1
S3,0,4308,Bridge end,N4,45831,1
S3,0,4310,Bridge start / Bridge end,N4,50097,1
S3,0,4314,Bridge start,N4,48144,1
S3,0,4315,Bridge end,N4,5021,1
S3,0,4319,Bridge start,N4,51262,1
S3,0,4320,Bridge end,N4,20801,1
S3,0,4322,Bridge start,N4,49155,1
S3,0,4323,Bridge end,N4,49675,1
S3,0,4328,Bridge start,N4,48649,1
S3,0,4329,Bridge end,N4,21126,1
S3,0,4338,Bridge start,N4,49344,1
S3,0,4339,Bridge end,N4,52422,1
S3,0,4350,Bridge start,N4,53875,1
S3,0,4356,Bridge start,N4,52209,1
S3,0,4357,Bridge end,N4,19162,1
S3,0,4366,Bridge start,N4,46210,1
S3,0,4367,Bridge end,N4,19843,1
S3,0,4379,Bridge start,N4,54247,1
S3,0,4380,Bridge end,N4,52217,1
S3,0,4395,Bridge start,N4,54233,1
S3,0,4396,Bridge end/ Start of Jamalpur road Division / Bridge end/ Start of Jamalpur road Division,N4,46728,1
S3,0,4405,Bridge start,N4,49914,1
S3,0,4406,Bridge end,N4,0,0
S3,0,4413,Bridge start,N4,0,0
S3,0,4414,Bridge end,N4,14287,1
S3,0,3749,Start of Bridge /Start of Gazipur Road Division / Start of Bridge /Start of Gazipur Road Division,N3,26686,1
S3,0,3750,Bridge end,N3,26824,1
S3,0,3777,Bridge start,N3,59215,1
S3,0,3778,Bridge end,N3,57207,1
S3,0,3836,Flyover start,N3,58666,1
S3,0,3839,Flyover end,N3,100677,1
S3,0,3890,Bridge Start,N3,59433,1
S3,0,3891,Bridge end,N3,23960,1
S3,0,3901,Bridge start,N3,59480,1
S3,0,3902,Bridge end,N3,20313,1
S3,0,3925,Bridge start,N3,20039,1
S3,0,3926,Bridge end,N3,0,0
S3,0,3933,Bridge start,N3,23947,1
S3,0,3934,Bridge end,N3,60465,1
S3,0,3947,Bridge start,N3,60122,1
S3,0,3948,Bridge end,N3,60274,1
S3,0,3981,Bridge start,N3,60633,1
S3,0,3982,Bridge end,N3,0,0
S3,0,3987,Bridge start,N3,61101,1
S3,0,3988,Bridge end,N3,17979,1
S3,0,3991,Bridge start,N3,44033,1
S3,0,3992,Bridge end,N3,0,0
S3,0,3995,Bridge start,N3,0,0
S3,0,3996,Bridge end,N3,60966,1
S3,0,1602,Bridge start,N104,52322,1
S3,0,1603,Bridge end,N104,52490,1
S3,0,1610,Bridge start,N104,53672,1
S3,0,1611,Bridge end,N104,50638,1
S3,0,1633,Bridge start,N104,53990,1
S3,0,1634,Bridge end,N104,21651,1
S3,0,1657,Bridge start,N104,21631,1
S3,0,1658,Bridge end,N104,54399,1
S3,0,1663,Bridge start,N104,54112,1
S3,0,1664,Bridge end,N104,48793,1
S3,0,1673,Bridge start,N104,54171,1
S3,0,1674,Bridge end,N104,55903,1
S3,0,1685,Bridge start,N104,56133,1
S3,0,1686,Bridge end,N104,21794,1
S3,0,1690,Bridge start,N104,54461,1
S3,0,1691,Bridge end,N104,22406,1
S3,0,1702,Bridge start,N104,53975,1
S3,0,1703,Bridge end,N104,32398,1
S3,0,1372,Bridge start,N102,16508,1
S3,0,1373,Bridge End,N102,42113,1
S3,0,1402,Bridge start,N102,42420,1
S3,0,1403,Bridge End,N102,42230,1
S3,0,1406,Bridge start,N102,42746,1
S3,0,1407,Bridge End,N102,43148,1
S3,0,1416,Bridge start,N102,43302,1
S3,0,1417,Bridge End,N102,43699,1
S3,0,1421,Bridge start,N102,44286,1
S3,0,1422,Bridge End,N102,43674,1
S3,0,1425,Bridge start,N102,43486,1
S3,0,1426,Bridge End,N102,44632,1
S3,0,1430,Bridge start,N102,17653,1
S3,0,1431,Bridge End,N102,17854,1
S3,0,1435,Bridge start,N102,17980,1
S3,0,1436,Bridge End,N102,44644,1
S3,0,1437,Bridge start,N102,45581,1
S3,0,1438,Bridge End,N102,45403,1
S3,0,1443,Bridge start,N102,45658,1
S3,0,1444,Bridge end,N102,46176,1
S3,0,1445,Bridge start,N102,46652,1
S3,0,1446,Bridge end,N102,0,0
S3,0,1449,Bridge start,N102,18551,1
S3,0,1450,Bridge End,N102,45809,1
S3,0,1451,Bridge start,N102,18896,1
S3,0,1452,Bridge End,N102,47465,1
S3,0,1454,Bridge start,N102,85409,1
S3,0,1455,Bridge End,N102,48403,1
S3,0,1459,Bridge start,N102,47861,1
S3,0,1460,Bridge End,N102,47664,1
S3,0,1463,Bridge start,N102,48085,1
S3,0,1464,Bridge End,N102,19312,1
S3,0,1467,Bridge start / Bridge End,N102,48689,1
S3,0,1476,Bridge start,N102,48974,1
S3,0,1477,Bridge End,N102,19573,1
S3,0,1478,Bridge start,N102,49269,1
S3,0,1479,Bridge End,N102,19804,1
S3,0,1483,Bridge start,N102,49740,1
S3,0,1484,Bridge End,N102,19945,1
S3,0,1490,Bridge start,N102,50185,1
S3,0,1491,Bridge End,N102,48729,1
S3,0,1494,Bridge start,N102,20319,1
S3,0,1495,Bridge End,N102,20197,1
S3,0,1499,Bridge start,N102,50803,1
S3,0,1500,Bridge End,N102,51670,1
S3,0,1502,Bridge start,N102,20474,1
S3,0,1503,Bridge end,N102,51403,1
S3,0,1506,Bridge start,N102,52129,1
S3,0,1507,Bridge End,N102,52653,1
S3,0,1511,Bridge start,N102,51820,1
S3,0,1512,Bridge End,N102,96122,1
S3,0,1515,Bridge start,N102,52533,1
S3,0,1516,Bridge End,N102,21386,1
S3,0,1519,Bridge start,N102,20316,1
S3,0,1520,Bridge End,N102,19692,1
S3,0,1521,Km post missing / Bridge start,N102,0,0
S3,0,1522,Bridge End,N102,51309,1
S3,0,1529,Bridge start,N102,52704,1
S3,0,1530,Bridge End,N102,21328,1
S3,0,1533,Bridge start,N102,97737,1
S3,0,1534,Bridge End,N102,52934,1
S3,0,1541,Start of Bridge,N102,19158,1
S3,0,1543,End of Bridge,N102,20963,1
S3,0,1547,Bridge start,N102,54663,1
S3,0,1548,Bridge End,N102,21490,1
S3,0,1554,Bridge Start,N102,20908,1
S3,0,1555,Bridge End,N102,45112,1
S3,0,1562,Bridge Start,N102,21572,1
S3,0,1563,Bridge End,N102,20641,1
S3,0,3240,Bridge start,N204,21534,1
S3,0,3241,Bridge end,N204,21427,1
S3,0,3256,Bridge start,N204,20795,1
S3,0,3257,Bridge end,N204,21687,1
S3,0,3278,Bridge start,N204,54690,1
S3,0,3279,Bridge end,N204,21924,1
S3,0,3283,Bridge start,N204,54278,1
S3,0,3284,Bridge end,N204,21124,1
S3,0,3285,Bridge start,N204,49964,1
S3,0,3286,Bridge end,N204,56015,1
S3,0,3296,Bridge start,N204,22465,1
S3,0,3297,Bridge end,N204,55457,1
S3,0,3320,Bridge start,N204,18983,1
S3,0,3321,Bridge end,N204,55427,1
S3,0,3348,Bridge Start,N207,51071,1
S3,0,3349,Bridge end,N207,19721,1
S3,0,3351,Bridge start,N207,20409,1
S3,0,3352,Bridge end,N207,20500,1
S3,0,3354,Bridge start,N207,50971,1
S3,0,3355,Bridge end,N207,50647,1
S3,0,3358,Bridge start,N207,51784,1
S3,0,3359,Bridge end,N207,50790,1
S3,0,3386,Bridge start,N207,20916,1
S3,0,3387,Bridge end,N207,53636,1
S3,0,3390,Bridge start,N207,21166,1
S3,0,3391,Bridge end,N207,53605,1
S3,0,3398,Bridge start,N207,51913,1
S3,0,3399,Bridge end,N207,21387,1
S3,0,3415,Bridge start,N207,53273,1
S3,0,3416,Bridge end,N207,53680,1
S3,0,3462,Bridge start,N207,21568,1
S3,0,3463,Bridge end,N207,54110,1
S3,0,3485,Bridge start,N207,50119,1
S3,0,3486,Bridge end,N207,51915,1
S3,0,3495,Bridge start,N207,0,0
S3,0,3496,Bridge end,N207,50828,1
S3,0,3500,Bridge start,N207,56254,1
S3,0,3501,Bridge end,N207,20775,1
S3,0,3503,Bridge start,N207,53079,1
S3,0,3504,Bridge end,N207,101284,1
S3,0,1727,Bridge Start,N105,5515,1
S3,0,1728,Bridge end,N105,5600,1
S3,0,1732,Bridge Start,N105,2411,1
S3,0,1733,Bridge end,N105,2420,1
S3,0,1736,Bridge Start,N105,5979,1
S3,0,1737,Bridge end,N105,2427,1
S3,0,1753,"km Post missing / Bridge Start, Kanchon Bridge",N105,0,0
S3,0,1754,Bridge end,N105,6107,1
S3,0,1778,Bridge Start,N105,2457,1
S3,0,1779,Bridge end,N105,2275,1
S3,0,1786,"Gazipur 17 km, Tangail 75 km, Bangabandhu 98 km, / Bridge start",N105,0,0
S3,0,1787,Bridge end,N105,2294,1
S3,0,14,Kachpur bridge,N1,25315,1
S3,0,15,Bridge end,N1,64978,1
S3,0,26,Bridge start,N1,117516,1
S3,0,27,Bridge end,N1,116341,1
S3,0,36,Langalbandhu bridge,N1,141784,1
S3,0,37,Bridge end,N1,55995,1
S3,0,39,Bridge start,N1,138659,1
S3,0,40,Bridge end,N1,136770,1
S3,0,41,Bridge start,N1,55782,1
S3,0,42,Bridge end,N1,136548,1
S3,0,44,Bridge start,N1,55690,1
S3,0,45,Bridge end,N1,137998,1
S3,0,51,Bridge start,N1,136390,1
S3,0,52,Bridge end,N1,251395,1
S3,0,56,Bridge start,N1,138855,1
S3,0,57,Bridge end,N1,54510,1
S3,0,58,Bridge start,N1,140093,1
S3,0,59,Bridge end,N1,56163,1
S3,0,61,Meghna  bridge,N1,140890,1
S3,0,63,Bridge end,N1,137387,1
S3,0,69,Bridge start,N1,139976,1
S3,0,71,Bridge end,N1,141639,1
S3,0,72,Bridge start,N1,140700,1
S3,0,73,Bridge end,N1,138472,1
S3,0,75,Bridge start,N1,55694,1
S3,0,76,Bridge end,N1,139329,1
S3,0,78,Bridge start,N1,137715,1
S3,0,79,Bridge end,N1,140028,1
S3,0,80,Bridge start,N1,140237,1
S3,0,81,Bridge end,N1,54938,1
S3,0,84,Bridge start,N1,139251,1
S3,0,85,Bridge end,N1,55312,1
S3,0,89,Bridge start,N1,55431,1
S3,0,90,Bridge end,N1,139801,1
S3,0,94,Bridge start,N1,139878,1
S3,0,95,Bridge end,N1,138635,1
S3,0,98,Daudkandi bridge,N1,55896,1
S3,0,101,Daudkandi bridge,N1,138401,1
S3,0,104,Bridge start,N1,55531,1
S3,0,105,Bridge end,N1,137227,1
S3,0,111,Bridge start,N1,138420,1
S3,0,112,Bridge end,N1,55565,1
S3,0,124,Bridge start,N1,135565,1
S3,0,125,Bridge end,N1,133561,1
S3,0,128,Bridge start,N1,137824,1
S3,0,129,Bridge end,N1,55087,1
S3,0,137,Bridge start,N1,138504,1
S3,0,138,Bridge end,N1,135356,1
S3,0,165,Bridge start,N1,245517,1
S3,0,166,Bridge end,N1,54608,1
S3,0,193,Bridge start,N1,104980,1
S3,0,194,Bridge end,N1,0,0
S3,0,200,Bridge start,N1,189768,1
S3,0,201,Bridge end,N1,40800,1
S3,0,206,Bridge start,N1,106409,1
S3,0,207,Bridge end,N1,41445,1
S3,0,213,Bridge start,N1,101156,1
S3,0,214,Bridge end,N1,106680,1
S3,0,221,Bridge start,N1,42007,1
S3,0,222,Bridge end,N1,0,0
S3,0,227,Bridge start,N1,107010,1
S3,0,228,Bridge end,N1,0,0
S3,0,233,Bridge start,N1,42033,1
S3,0,234,Bridge end,N1,106203,1
S3,0,238,Bridge start,N1,107580,1
S3,0,239,Bridge end,N1,36349,1
S3,0,241,Bridge start,N1,42096,1
S3,0,242,Bridge end,N1,104862,1
S3,0,247,Bridge start,N1,41389,1
S3,0,248,Bridge end,N1,42099,1
S3,0,262,Bridge start,N1,42272,1
S3,0,263,Bridge end,N1,0,0
S3,0,281,Bridge start,N1,104841,1
S3,0,282,Bridge end,N1,91512,1
S3,0,286,Bridge start,N1,106947,1
S3,0,287,Bridge end,N1,41923,1
S3,0,313,Bridge start,N1,0,0
S3,0,314,Bridge end,N1,0,0
S3,0,338,Bridge start,N1,0,0
S3,0,339,Bridge end,N1,0,0
S3,0,347,Bridge start,N1,51205,1
S3,0,348,Bridge end,N1,0,0
S3,0,357,Bridge start,N1,20658,1
S3,0,358,Bridge end,N1,0,0
S3,0,365,Bridge start,N1,51917,1
S3,0,366,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,N1,0,0
S3,0,387,Bridge start,N1,52038,1
S3,0,388,Bridge end,N1,20693,1
S3,0,406,Bridge start,N1,20738,1
S3,0,408,Bridge end,N1,52811,1
S3,0,417,Bridge start,N1,20904,1
S3,0,418,Bridge end,N1,52739,1
S3,0,466,Bridge start,N1,0,0
S3,0,467,Bridge end / Box culvert,N1,0,0
S3,0,482,Bridge start,N1,21187,1
S3,0,483,Bridge end,N1,0,0
S3,0,487,Bridge start,N1,0,0
S3,0,488,Bridge end,N1,0,0
S3,0,491,Bridge start,N1,0,0
S3,0,492,Bridge end,N1,0,0
S3,0,496,Bridge start,N1,0,0
S3,0,497,Bridge end,N1,0,0
S3,0,503,Bridge start,N1,0,0
S3,0,504,Bridge end,N1,0,0
S3,0,506,Bridge start,N1,52436,1
S3,0,507,Bridge end,N1,0,0
S3,0,509,Bridge start,N1,0,0
S3,0,510,Bridge end,N1,0,0
S3,0,512,Bridge start,N1,0,0
S3,0,513,Bridge end,N1,0,0
S3,0,514,Bridge start,N1,0,0
S3,0,515,Bridge end,N1,0,0
S3,0,518,Bridge start,N1,21514,1
S3,0,519,Bridge end,N1,0,0
S3,0,524,Bridge start,N1,0,0
S3,0,525,Bridge end,N1,0,0
S3,0,530,Bridge start,N1,0,0
S3,0,531,Bridge end,N1,20597,1
S3,0,534,Bridge start,N1,0,0
S3,0,535,Bridge end,N1,0,0
S3,0,538,Bridge start,N1,0,0
S3,0,539,Bridge end,N1,21669,1
S3,0,542,Bridge start,N1,0,0
S3,0,543,Bridge end,N1,0,0
S3,0,550,Bridge start,N1,0,0
S3,0,551,Bridge end,N1,0,0
S3,0,555,Bridge start,N1,0,0
S3,0,556,Bridge end,N1,0,0
S3,0,560,Bridge start,N1,0,0
S3,0,561,Bridge end,N1,19763,1
S3,0,569,Bridge start,N1,54264,1
S3,0,570,Bridge end,N1,0,0
S3,0,572,Bridge start,N1,97684,1
S3,0,573,Bridge end,N1,0,0
S3,0,575,Bridge start,N1,19500,1
S3,0,576,Bridge end,N1,0,0
S3,0,577,Bridge start,N1,0,0
S3,0,578,Bridge end,N1,0,0
S3,0,580,Shah Amanath (Karnaphuli) Bridge,N1,21703,1
S3,0,582,Bridge end,N1,0,0
S3,0,583,Bridge start,N1,0,0
S3,0,584,Bridge end,N1,0,0
S3,0,598,Bridge start,N1,0,0
S3,0,600,Bridge end,N1,54865,1
S3,0,622,Bridge start,N1,55217,1
S3,0,623,Bridge end,N1,0,0
S3,0,633,Bridge start,N1,54481,1
S3,0,634,Bridge end,N1,43557,1
S3,0,642,Bridge start,N1,55573,1
S3,0,643,Bridge end,N1,0,0
S3,0,655,Bridge start,N1,0,0
S3,0,656,Bridge end,N1,0,0
S3,0,658,Bridge start,N1,0,0
S3,0,659,Bridge end,N1,0,0
S3,0,665,Bridge start,N1,100681,1
S3,0,666,Bridge end,N1,0,0
S3,0,667,Bridge start,N1,55262,1
S3,0,668,Bridge end,N1,0,0
S3,0,678,Bridge start,N1,22525,1
S3,0,679,Bridge end,N1,0,0
S3,0,681,Bridge start,N1,0,0
S3,0,682,Bridge end,N1,0,0
S3,0,688,Bridge start,N1,0,0
S3,0,689,Bridge end,N1,0,0
S3,0,690,Bridge start,N1,0,0
S3,0,691,Bridge end,N1,0,0
S3,0,709,Bridge start,N1,0,0
S3,0,710,Bridge end,N1,0,0
S3,0,712,Bridge start,N1,0,0
S3,0,713,Bridge end,N1,0,0
S3,0,726,Bridge start,N1,0,0
S3,0,728,Bridge end,N1,0,0
S3,0,739,Bridge start,N1,0,0
S3,0,740,Bridge end,N1,0,0
S3,0,743,Bridge start,N1,0,0
S3,0,744,Bridge end,N1,0,0
S3,0,746,Bridge start,N1,0,0
S3,0,747,Bridge end,N1,0,0
S3,0,755,Bridge start,N1,0,0
S3,0,756,Bridge end,N1,0,0
S3,0,760,Bridge start,N1,0,0
S3,0,761,Bridge end,N1,0,0
S3,0,788,Bridge start,N1,0,0
S3,0,789,Bridge end,N1,0,0
S3,0,800,Bridge start,N1,0,0
S3,0,801,Bridge end,N1,0,0
S3,0,807,Bridge start,N1,0,0
S3,0,808,Bridge end,N1,0,0
S3,0,821,Bridge start,N1,0,0
S3,0,822,Bridge end,N1,0,0
S3,0,832,Bridge start,N1,0,0
S3,0,833,Bridge end,N1,0,0
S3,0,846,Bridge start,N1,0,0
S3,0,847,Bridge end,N1,0,0
S3,0,853,Bridge start,N1,0,0
S3,0,854,Bridge end,N1,21188,1
S3,0,856,Bridge start,N1,0,0
S3,0,857,Bridge end,N1,0,0
S3,0,858,Box culvert,N1,0,0
S3,0,865,Bridge start,N1,0,0
S3,0,866,Bridge end,N1,0,0
S3,0,888,Bridge start,N1,21738,1
S3,0,889,Bridge end,N1,0,0
S3,0,890,Bridge start,N1,0,0
S3,0,891,Bridge end,N1,0,0
S3,0,897,Bridge start,N1,0,0
S3,0,898,Bridge end,N1,0,0
S3,0,917,Bridge start,N1,0,0
S3,0,918,Bridge end,N1,0,0
S3,0,927,Bridge start,N1,0,0
S3,0,928,Bridge end,N1,22622,1
S3,0,938,Bridge start,N1,23071,1
S3,0,939,Bridge end,N1,17685,1
S3,0,953,Bridge start,N1,0,0
S3,0,954,Bridge end,N1,22772,1
S3,0,960,Bridge start,N1,18129,1
S3,0,961,Bridge end,N1,22325,1
S3,0,977,Bridge start,N1,23023,1
S3,0,978,Bridge end,N1,0,0
S3,0,991,Bridge start,N1,0,0
S3,0,992,Bridge end,N1,0,0
S3,0,996,Bridge start,N1,0,0
S3,0,997,Bridge end,N1,22920,1
S3,0,1033,Bridge start,N1,0,0
S3,0,1034,Bridge end,N1,0,0
S3,0,1040,Khulna Plong Bridge,N1,100089,1
S3,0,1041,Bridge end,N1,0,0
S3,0,1043,Bridge start,N1,103353,1
S3,0,1044,Bridge end,N1,0,0
S3,0,1047,Bridge start,N1,0,0
S3,0,1048,Bridge end,N1,58485,1
S3,0,1050,Bridge start,N1,23307,1
S3,0,1051,Bridge end,N1,0,0
S3,0,1057,Bridge start,N1,0,0
S3,0,1058,Bridge end,N1,0,0
S3,0,1062,Bridge start,N1,0,0
S3,0,1063,Bridge end,N1,0,0
S3,0,1068,Bridge start,N1,58961,1
S3,0,1069,Bridge end,N1,0,0
S3,0,1072,Bridge start,N1,0,0
S3,0,1073,Bridge end,N1,0,0
S3,0,1074,Bridge start,N1,0,0
S3,0,1075,Bridge end,N1,0,0
S3,0,1077,Bridge start,N1,0,0
S3,0,1078,Bridge end,N1,0,0
S3,0,1083,Bridge start,N1,53089,1
S3,0,1084,Bridge end,N1,0,0
S3,0,1085,Bridge start,N1,0,0
S3,0,1086,Bridge end,N1,0,0
S3,0,1089,Bridge start,N1,59262,1
S3,0,1090,Bridge end,N1,0,0
S3,0,1111,Bridge start,N1,0,0
S3,0,1112,Bridge end,N1,23818,1
S3,0,1116,Bridge start,N1,0,0
S3,0,1117,Bridge end,N1,19309,1
S3,0,1123,Bridge start,N1,57926,1
S3,0,1124,Bridge end,N1,0,0
S3,0,1128,Bridge start,N1,0,0
S3,0,1129,Bridge end,N1,59042,1
S3,0,1141,Bridge start,N1,59453,1
S3,0,1142,Bridge end,N1,0,0
S3,0,1144,Bridge start,N1,0,0
S3,0,1145,Bridge end,N1,0,0
S3,0,1152,Bridge start,N1,0,0
S3,0,1153,Bridge end,N1,0,0
S3,0,1157,Bridge start,N1,0,0
S3,0,1158,Bridge end,N1,24220,1
S3,0,1176,Bridge start,N1,0,0
S3,0,1177,Bridge end,N1,0,0
S3,0,1191,Bridge start,N1,0,0
S3,0,1192,Bridge end,N1,0,0
S3,0,1214,Bridge start,N1,0,0
S3,0,1215,Bridge end,N1,0,0
S3,0,1218,Bridge start,N1,0,0
S3,0,1219,Bridge end,N1,0,0
S3,0,1227,Bridge start,N1,0,0
S3,0,1228,Bridge end,N1,0,0
S3,0,1234,Bridge start,N1,0,0
S3,0,1235,Bridge end,N1,59979,1
S3,0,1244,Bridge start,N1,50520,1
S3,0,1245,Bridge end,N1,0,0
S3,0,1250,Bridge start,N1,56569,1
S3,0,1251,Bridge end,N1,0,0
S3,0,1255,Bridge start,N1,60038,1
S3,0,1256,Bridge end,N1,0,0
S3,0,1258,Bridge start,N1,0,0
S3,0,1259,Bridge end,N1,0,0
S3,0,1268,Bridge start,N1,59553,1
S3,0,1269,Bridge end,N1,0,0
S3,0,1273,Bridge start,N1,0,0
S3,0,1274,Bridge end,N1,0,0
S3,0,1280,Bridge start,N1,0,0
S3,0,1281,Bridge end,N1,0,0
S3,0,1283,Bridge start,N1,0,0
S3,0,1284,Bridge end,N1,0,0
S3,0,1285,Bridge start,N1,0,0
S3,0,1286,Bridge end,N1,0,0
S3,0,1290,Bridge start,N1,0,0
S3,0,1291,Bridge end,N1,0,0
S3,0,1296,Bridge start,N1,0,0
S3,0,1297,Bridge end,N1,0,0
S3,0,1304,Bridge start,N1,0,0
S3,0,1305,Bridge end,N1,0,0
S3,0,1307,Bridge start,N1,0,0
S3,0,1308,Bridge end,N1,0,0
S3,0,1312,Bridge start,N1,0,0
S3,0,1313,Bridge end,N1,0,0
S3,0,1317,Bridge start,N1,0,0
S3,0,1318,Bridge end,N1,0,0
S3,0,1322,Bridge start,N1,0,0
S3,0,1323,Bridge end,N1,0,0
S3,0,1325,Bridge start,N1,0,0
S3,0,1326,Bridge end,N1,0,0
S3,0,1331,Bridge start,N1,0,0
S3,0,1332,Bridge end,N1,0,0
S3,0,1335,Bridge start,N1,0,0
S3,0,1336,Bridge end,N1,0,0
S3,0,2349,Bridge start,N2,3996,1
S3,0,2350,Bridge end,N2,4603,1
S3,0,2365,Bridge start,N2,4548,1
S3,0,2366,Bridge end,N2,4225,1
S3,0,2376,Bridge start,N2,4505,1
S3,0,2377,Bridge end,N2,1619,1
S3,0,2409,Bridge start,N2,1733,1
S3,0,2410,Bridge end,N2,3913,1
S3,0,2425,Bridge start,N2,8136,1
S3,0,2426,Bridge end,N2,4288,1
S3,0,2428,Bridge start,N2,4453,1
S3,0,2429,Bridge end,N2,4504,1
S3,0,2455,Bridge start,N2,4331,1
S3,0,2456,Bridge end,N2,1881,1
S3,0,2482,Bridge start,N2,4308,1
S3,0,2483,Bridge end,N2,8012,1
S3,0,2489,Bridge start,N2,4754,1
S3,0,2490,Bridge end,N2,1768,1
S3,0,2491,Bridge start,N2,4341,1
S3,0,2492,Bridge end,N2,0,0
S3,0,2497,Bridge start,N2,4562,1
S3,0,2498,Bridge end,N2,4446,1
S3,0,2503,Bridge start,N2,4338,1
S3,0,2504,Bridge end,N2,1879,1
S3,0,2506,Bridge start,N2,4293,1
S3,0,2507,Bridge end,N2,1800,1
S3,0,2511,Bridge start,N2,4338,1
S3,0,2512,Bridge end,N2,0,0
S3,0,2517,Bridge start,N2,4540,1
S3,0,2518,Bridge end,N2,1799,1
S3,0,2524,Bridge start,N2,7870,1
S3,0,2525,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,N2,1781,1
S3,0,2527,Bridge start,N2,4090,1
S3,0,2528,Bridge end,N2,1748,1
S3,0,2536,Bhairab Bridge,N2,1137,1
S3,0,2538,Bridge end,N2,1653,1
S3,0,2550,Bridge start,N2,4634,1
S3,0,2551,Bridge end,N2,1796,1
S3,0,2577,Bridge start,N2,0,0
S3,0,2578,Bridge end,N2,0,0
S3,0,2582,Bridge start,N2,57522,1
S3,0,2583,Bridge end,N2,0,0
S3,0,2585,Bridge start,N2,58119,1
S3,0,2586,Bridge end,N2,23314,1
S3,0,2588,Bridge start,N2,58606,1
S3,0,2589,Bridge end,N2,54045,1
S3,0,2592,Bridge start,N2,59848,1
S3,0,2593,Bridge end,N2,0,0
