scenario,replication,bridge_id,bridge_name,road,total_delay_min,breakdown_count
S1,0,206,Bridge start,N1,124461,1
S1,0,207,Bridge end,N1,0,0
S1,0,213,Bridge start,N1,0,0
S1,0,214,Bridge end,N1,124642,1
S1,0,221,Bridge start,N1,0,0
S1,0,222,Bridge end,N1,0,0
S1,0,227,Bridge start,N1,69953,1
S1,0,228,Bridge end,N1,0,0
S1,0,233,Bridge start,N1,41093,1
S1,0,234,Bridge end,N1,0,0
S1,0,238,Bridge start,N1,125013,1
S1,0,239,Bridge end,N1,0,0
S1,0,241,Bridge start,N1,0,0
S1,0,242,Bridge end,N1,0,0
S1,0,247,Bridge start,N1,0,0
S1,0,248,Bridge end,N1,47624,1
S1,0,262,Bridge start,N1,0,0
S1,0,263,Bridge end,N1,0,0
S1,0,281,Bridge start,N1,0,0
S1,0,282,Bridge end,N1,0,0
S1,0,286,Bridge start,N1,126301,1
S1,0,287,Bridge end,N1,0,0
S1,0,313,Bridge start,N1,0,0
S1,0,314,Bridge end,N1,0,0
S1,0,338,Bridge start,N1,0,0
S1,0,339,Bridge end,N1,0,0
S1,0,347,Bridge start,N1,0,0
S1,0,348,Bridge end,N1,0,0
S1,0,357,Bridge start,N1,0,0
S1,0,358,Bridge end,N1,0,0
S1,0,365,Bridge start,N1,60584,1
S1,0,366,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,N1,0,0
S1,0,387,Bridge start,N1,0,0
S1,0,388,Bridge end,N1,0,0
S1,0,406,Bridge start,N1,0,0
S1,0,408,Bridge end,N1,0,0
S1,0,417,Bridge start,N1,0,0
S1,0,418,Bridge end,N1,53168,1
S1,0,466,Bridge start,N1,0,0
S1,0,467,Bridge end / Box culvert,N1,0,0
S1,0,482,Bridge start,N1,0,0
S1,0,483,Bridge end,N1,0,0
S1,0,487,Bridge start,N1,0,0
S1,0,488,Bridge end,N1,0,0
S1,0,491,Bridge start,N1,0,0
S1,0,492,Bridge end,N1,0,0
S1,0,496,Bridge start,N1,0,0
S1,0,497,Bridge end,N1,0,0
S1,0,503,Bridge start,N1,0,0
S1,0,504,Bridge end,N1,0,0
S1,0,506,Bridge start,N1,0,0
S1,0,507,Bridge end,N1,0,0
S1,0,509,Bridge start,N1,0,0
S1,0,510,Bridge end,N1,0,0
S1,0,512,Bridge start,N1,0,0
S1,0,513,Bridge end,N1,0,0
S1,0,514,Bridge start,N1,0,0
S1,0,515,Bridge end,N1,0,0
S1,0,518,Bridge start,N1,0,0
S1,0,519,Bridge end,N1,0,0
S1,0,524,Bridge start,N1,0,0
S1,0,525,Bridge end,N1,0,0
S1,0,530,Bridge start,N1,0,0
S1,0,531,Bridge end,N1,0,0
S1,0,534,Bridge start,N1,0,0
S1,0,535,Bridge end,N1,0,0
S1,0,538,Bridge start,N1,0,0
S1,0,539,Bridge end,N1,0,0
S1,0,542,Bridge start,N1,0,0
S1,0,543,Bridge end,N1,0,0
S1,0,550,Bridge start,N1,0,0
S1,0,551,Bridge end,N1,0,0
S1,0,555,Bridge start,N1,0,0
S1,0,556,Bridge end,N1,0,0
S1,0,560,Bridge start,N1,0,0
S1,0,561,Bridge end,N1,0,0
S1,0,569,Bridge start,N1,0,0
S1,0,570,Bridge end,N1,0,0
S1,0,572,Bridge start,N1,0,0
S1,0,573,Bridge end,N1,0,0
S1,0,575,Bridge start,N1,0,0
S1,0,576,Bridge end,N1,0,0
S1,0,577,Bridge start,N1,0,0
S1,0,578,Bridge end,N1,0,0
S1,0,580,Shah Amanath (Karnaphuli) Bridge,N1,0,0
S1,0,582,Bridge end,N1,0,0
S1,0,583,Bridge start,N1,0,0
S1,0,584,Bridge end,N1,0,0
S1,0,598,Bridge start,N1,0,0
S1,0,600,Bridge end,N1,0,0
S1,0,622,Bridge start,N1,63826,1
S1,0,623,Bridge end,N1,0,0
S1,0,633,Bridge start,N1,0,0
S1,0,634,Bridge end,N1,0,0
S1,0,642,Bridge start,N1,47515,1
S1,0,643,Bridge end,N1,0,0
S1,0,655,Bridge start,N1,0,0
S1,0,656,Bridge end,N1,0,0
S1,0,658,Bridge start,N1,0,0
S1,0,659,Bridge end,N1,0,0
S1,0,665,Bridge start,N1,0,0
S1,0,666,Bridge end,N1,0,0
S1,0,667,Bridge start,N1,0,0
S1,0,668,Bridge end,N1,0,0
S1,0,678,Bridge start,N1,0,0
S1,0,679,Bridge end,N1,0,0
S1,0,681,Bridge start,N1,0,0
S1,0,682,Bridge end,N1,0,0
S1,0,688,Bridge start,N1,0,0
S1,0,689,Bridge end,N1,0,0
S1,0,690,Bridge start,N1,0,0
S1,0,691,Bridge end,N1,0,0
S1,0,709,Bridge start,N1,0,0
S1,0,710,Bridge end,N1,0,0
S1,0,712,Bridge start,N1,0,0
S1,0,713,Bridge end,N1,0,0
S1,0,726,Bridge start,N1,0,0
S1,0,728,Bridge end,N1,0,0
S1,0,739,Bridge start,N1,0,0
S1,0,740,Bridge end,N1,0,0
S1,0,743,Bridge start,N1,0,0
S1,0,744,Bridge end,N1,0,0
S1,0,746,Bridge start,N1,0,0
S1,0,747,Bridge end,N1,0,0
S1,0,755,Bridge start,N1,0,0
S1,0,756,Bridge end,N1,0,0
S1,0,760,Bridge start,N1,0,0
S1,0,761,Bridge end,N1,0,0
S1,0,788,Bridge start,N1,0,0
S1,0,789,Bridge end,N1,0,0
S1,0,800,Bridge start,N1,0,0
S1,0,801,Bridge end,N1,0,0
S1,0,807,Bridge start,N1,0,0
S1,0,808,Bridge end,N1,0,0
S1,0,821,Bridge start,N1,0,0
S1,0,822,Bridge end,N1,0,0
S1,0,832,Bridge start,N1,0,0
S1,0,833,Bridge end,N1,0,0
S1,0,846,Bridge start,N1,0,0
S1,0,847,Bridge end,N1,0,0
S1,0,853,Bridge start,N1,0,0
S1,0,854,Bridge end,N1,0,0
S1,0,856,Bridge start,N1,0,0
S1,0,857,Bridge end,N1,0,0
S1,0,858,Box culvert,N1,0,0
S1,0,865,Bridge start,N1,0,0
S1,0,866,Bridge end,N1,0,0
S1,0,888,Bridge start,N1,0,0
S1,0,889,Bridge end,N1,0,0
S1,0,890,Bridge start,N1,0,0
S1,0,891,Bridge end,N1,0,0
S1,0,897,Bridge start,N1,0,0
S1,0,898,Bridge end,N1,0,0
S1,0,917,Bridge start,N1,0,0
S1,0,918,Bridge end,N1,0,0
S1,0,927,Bridge start,N1,0,0
S1,0,928,Bridge end,N1,0,0
S1,0,938,Bridge start,N1,0,0
S1,0,939,Bridge end,N1,0,0
S1,0,953,Bridge start,N1,0,0
S1,0,954,Bridge end,N1,0,0
S1,0,960,Bridge start,N1,0,0
S1,0,961,Bridge end,N1,0,0
S1,0,977,Bridge start,N1,0,0
S1,0,978,Bridge end,N1,0,0
S1,0,991,Bridge start,N1,0,0
S1,0,992,Bridge end,N1,0,0
S1,0,996,Bridge start,N1,0,0
S1,0,997,Bridge end,N1,0,0
S1,0,1033,Bridge start,N1,0,0
S1,0,1034,Bridge end,N1,0,0
S1,0,1040,Khulna Plong Bridge,N1,0,0
S1,0,1041,Bridge end,N1,0,0
S1,0,1043,Bridge start,N1,0,0
S1,0,1044,Bridge end,N1,0,0
S1,0,1047,Bridge start,N1,0,0
S1,0,1048,Bridge end,N1,0,0
S1,0,1050,Bridge start,N1,0,0
S1,0,1051,Bridge end,N1,0,0
S1,0,1057,Bridge start,N1,0,0
S1,0,1058,Bridge end,N1,0,0
S1,0,1062,Bridge start,N1,0,0
S1,0,1063,Bridge end,N1,0,0
S1,0,1068,Bridge start,N1,0,0
S1,0,1069,Bridge end,N1,0,0
S1,0,1072,Bridge start,N1,0,0
S1,0,1073,Bridge end,N1,0,0
S1,0,1074,Bridge start,N1,0,0
S1,0,1075,Bridge end,N1,0,0
S1,0,1077,Bridge start,N1,0,0
S1,0,1078,Bridge end,N1,0,0
S1,0,1083,Bridge start,N1,0,0
S1,0,1084,Bridge end,N1,0,0
S1,0,1085,Bridge start,N1,0,0
S1,0,1086,Bridge end,N1,0,0
S1,0,1089,Bridge start,N1,63646,1
S1,0,1090,Bridge end,N1,0,0
S1,0,1111,Bridge start,N1,0,0
S1,0,1112,Bridge end,N1,0,0
S1,0,1116,Bridge start,N1,0,0
S1,0,1117,Bridge end,N1,0,0
S1,0,1123,Bridge start,N1,0,0
S1,0,1124,Bridge end,N1,0,0
S1,0,1128,Bridge start,N1,0,0
S1,0,1129,Bridge end,N1,58993,1
S1,0,1141,Bridge start,N1,0,0
S1,0,1142,Bridge end,N1,0,0
S1,0,1144,Bridge start,N1,0,0
S1,0,1145,Bridge end,N1,0,0
S1,0,1152,Bridge start,N1,0,0
S1,0,1153,Bridge end,N1,0,0
S1,0,1157,Bridge start,N1,0,0
S1,0,1158,Bridge end,N1,0,0
S1,0,1176,Bridge start,N1,0,0
S1,0,1177,Bridge end,N1,0,0
S1,0,1191,Bridge start,N1,0,0
S1,0,1192,Bridge end,N1,0,0
S1,0,1214,Bridge start,N1,0,0
S1,0,1215,Bridge end,N1,0,0
S1,0,1218,Bridge start,N1,0,0
S1,0,1219,Bridge end,N1,0,0
S1,0,1227,Bridge start,N1,0,0
S1,0,1228,Bridge end,N1,0,0
S1,0,1234,Bridge start,N1,0,0
S1,0,1235,Bridge end,N1,0,0
S1,0,1244,Bridge start,N1,0,0
S1,0,1245,Bridge end,N1,0,0
S1,0,1250,Bridge start,N1,0,0
S1,0,1251,Bridge end,N1,0,0
S1,0,1255,Bridge start,N1,0,0
S1,0,1256,Bridge end,N1,0,0
S1,0,1258,Bridge start,N1,0,0
S1,0,1259,Bridge end,N1,0,0
S1,0,1268,Bridge start,N1,0,0
S1,0,1269,Bridge end,N1,0,0
S1,0,1273,Bridge start,N1,0,0
S1,0,1274,Bridge end,N1,0,0
S1,0,1280,Bridge start,N1,0,0
S1,0,1281,Bridge end,N1,0,0
S1,0,1283,Bridge start,N1,0,0
S1,0,1284,Bridge end,N1,0,0
S1,0,1285,Bridge start,N1,0,0
S1,0,1286,Bridge end,N1,0,0
S1,0,1290,Bridge start,N1,0,0
S1,0,1291,Bridge end,N1,0,0
S1,0,1296,Bridge start,N1,0,0
S1,0,1297,Bridge end,N1,0,0
S1,0,1304,Bridge start,N1,0,0
S1,0,1305,Bridge end,N1,0,0
S1,0,1307,Bridge start,N1,0,0
S1,0,1308,Bridge end,N1,0,0
S1,0,1312,Bridge start,N1,0,0
S1,0,1313,Bridge end,N1,0,0
S1,0,1317,Bridge start,N1,0,0
S1,0,1318,Bridge end,N1,0,0
S1,0,1322,Bridge start,N1,0,0
S1,0,1323,Bridge end,N1,0,0
S1,0,1325,Bridge start,N1,0,0
S1,0,1326,Bridge end,N1,0,0
S1,0,1331,Bridge start,N1,0,0
S1,0,1332,Bridge end,N1,0,0
S1,0,1335,Bridge start,N1,0,0
S1,0,1336,Bridge end,N1,0,0
S1,0,2349,Bridge start,N2,6360,1
S1,0,2350,Bridge end,N2,5807,1
S1,0,2365,Bridge start,N2,6459,1
S1,0,2366,Bridge end,N2,5972,1
S1,0,2376,Bridge start,N2,6022,1
S1,0,2377,Bridge end,N2,2375,1
S1,0,2409,Bridge start,N2,2352,1
S1,0,2410,Bridge end,N2,6188,1
S1,0,2425,Bridge start,N2,10363,1
S1,0,2426,Bridge end,N2,0,0
S1,0,2428,Bridge start,N2,5911,1
S1,0,2429,Bridge end,N2,6065,1
S1,0,2455,Bridge start,N2,6324,1
S1,0,2456,Bridge end,N2,2208,1
S1,0,2482,Bridge start,N2,0,0
S1,0,2483,Bridge end,N2,10846,1
S1,0,2489,Bridge start,N2,5760,1
S1,0,2490,Bridge end,N2,0,0
S1,0,2491,Bridge start,N2,0,0
S1,0,2492,Bridge end,N2,0,0
S1,0,2497,Bridge start,N2,0,0
S1,0,2498,Bridge end,N2,0,0
S1,0,2503,Bridge start,N2,4980,1
S1,0,2504,Bridge end,N2,2483,1
S1,0,2506,Bridge start,N2,6120,1
S1,0,2507,Bridge end,N2,0,0
S1,0,2511,Bridge start,N2,0,0
S1,0,2512,Bridge end,N2,0,0
S1,0,2517,Bridge start,N2,0,0
S1,0,2518,Bridge end,N2,0,0
S1,0,2524,Bridge start,N2,11340,1
S1,0,2525,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,N2,0,0
S1,0,2527,Bridge start,N2,6055,1
S1,0,2528,Bridge end,N2,0,0
S1,0,2536,Bhairab Bridge,N2,0,0
S1,0,2538,Bridge end,N2,0,0
S1,0,2550,Bridge start,N2,5998,1
S1,0,2551,Bridge end,N2,0,0
S1,0,2577,Bridge start,N2,0,0
S1,0,2578,Bridge end,N2,0,0
S1,0,2582,Bridge start,N2,0,0
S1,0,2583,Bridge end,N2,0,0
S1,0,2585,Bridge start,N2,61596,1
S1,0,2586,Bridge end,N2,0,0
S1,0,2588,Bridge start,N2,0,0
S1,0,2589,Bridge end,N2,0,0
S1,0,2592,Bridge start,N2,0,0
S1,0,2593,Bridge end,N2,0,0
S1,0,2597,Bridge start,N2,0,0
S1,0,2598,Bridge end,N2,0,0
S1,0,2599,Bridge start,N2,0,0
S1,0,2600,Bridge end,N2,0,0
S1,0,2607,Bridge start,N2,0,0
S1,0,2608,Bridge end,N2,0,0
S1,0,2610,Bridge start,N2,0,0
S1,0,2611,Bridge end,N2,0,0
S1,0,2613,Bridge start,N2,0,0
S1,0,2614,Bridge end,N2,63985,1
