truck_id,source_id,source_road,generated_at_step,removed_at_step,travel_time_min,travel_distance_m,sink_id,sink_road,scenario,replication
Truck9197,1338,N1,3444,3807,363,289984.0866904762,1587,N104,S0,0
Truck9316,2346,N2,3492,3807,315,251460.58903475184,3231,N2,S0,0
Truck10009,1709,N104,3750,3807,57,45539.23563910388,1587,N104,S0,0
Truck10035,1826,N105,3762,3807,45,35419.96612285012,2346,N2,S0,0
Truck9879,3231,N2,3702,3808,106,84651.50366666683,3346,N207,S0,0
Truck10059,3329,N204,3768,3808,40,31360.076986546203,3237,N204,S0,0
Truck10138,0,N1,3798,3809,11,8361.824044117646,2346,N2,S0,0
Truck9736,1587,N104,3648,3810,162,128852.14699253402,0,N1,S0,0
Truck9959,3511,N207,3732,3810,78,61712.07469908522,3346,N207,S0,0
Truck10045,1826,N105,3765,3810,45,35419.96612285012,2346,N2,S0,0
Truck10128,0,N1,3795,3810,15,11286.841911431562,1710,N105,S0,0
Truck10150,3346,N207,3804,3810,6,4778.025000000019,3237,N204,S0,0
Truck9941,1574,N102,3726,3811,85,67954.89974603387,1356,N102,S0,0
Truck9954,1356,N102,3732,3811,79,62522.65011580461,2346,N2,S0,0
Truck9956,2346,N2,3732,3811,79,62522.65011580468,1356,N102,S0,0
Truck8814,1710,N105,3303,3812,509,406970.3917715785,1338,N1,S0,0
Truck9335,3231,N2,3498,3813,315,251716.58903475184,2346,N2,S0,0
Truck10025,1709,N104,3756,3813,57,45539.23563910388,1587,N104,S0,0
Truck10049,1826,N105,3768,3813,45,35419.96612285012,2346,N2,S0,0
Truck8785,1338,N1,3291,3814,523,418222.23368301045,0,N1,S0,0
Truck9893,3231,N2,3708,3814,106,84651.50366666683,3346,N207,S0,0
Truck10166,2346,N2,3810,3814,4,3185.017867313915,1710,N105,S0,0
Truck8817,1338,N1,3303,3816,513,410120.4096388928,2346,N2,S0,0
Truck9980,1710,N105,3741,3816,75,59502.63224849072,1356,N102,S0,0
Truck10063,1826,N105,3771,3816,45,35419.96612285012,2346,N2,S0,0
Truck10140,1710,N105,3801,3816,15,11286.841911431562,0,N1,S0,0
Truck8795,1338,N1,3294,3817,523,418222.23368301045,0,N1,S0,0
Truck9782,2346,N2,3666,3817,151,120750.32294841648,1587,N104,S0,0
Truck9955,1574,N102,3732,3817,85,67954.89974603387,1356,N102,S0,0
Truck9974,2346,N2,3738,3817,79,62522.65011580468,1356,N102,S0,0
Truck9992,1587,N104,3744,3817,73,58244.67283261178,1356,N102,S0,0
Truck9950,0,N1,3729,3818,89,70624.47415992228,1356,N102,S0,0
Truck10160,0,N1,3807,3818,11,8361.824044117646,2346,N2,S0,0
Truck9026,1356,N102,3384,3819,435,347484.759523088,1338,N1,S0,0
Truck9984,1710,N105,3744,3819,75,59502.63224849072,1356,N102,S0,0
Truck10041,1709,N104,3762,3819,57,45539.23563910388,1587,N104,S0,0
Truck10091,3329,N204,3780,3820,40,31360.076986546203,3237,N204,S0,0
Truck10122,3237,N204,3792,3821,29,22927.921764430062,1356,N102,S0,0
Truck9991,3511,N207,3744,3822,78,61712.07469908522,3346,N207,S0,0
Truck9998,1710,N105,3747,3822,75,59502.63224849072,1356,N102,S0,0
Truck10077,1826,N105,3777,3822,45,35419.96612285012,2346,N2,S0,0
Truck9973,1574,N102,3738,3823,85,67954.89974603387,1356,N102,S0,0
Truck9988,2346,N2,3744,3823,79,62522.65011580468,1356,N102,S0,0
Truck10008,1587,N104,3750,3823,73,58244.67283261178,1356,N102,S0,0
Truck10174,0,N1,3813,3824,11,8361.824044117646,2346,N2,S0,0
Truck8845,1338,N1,3312,3825,513,410120.4096388928,2346,N2,S0,0
Truck9366,2346,N2,3510,3825,315,251460.58903475184,3231,N2,S0,0
Truck9776,0,N1,3663,3825,162,128852.14699253405,1587,N104,S0,0
Truck10002,1710,N105,3750,3825,75,59502.63224849072,1356,N102,S0,0
Truck10057,1709,N104,3768,3825,57,45539.23563910388,1587,N104,S0,0
Truck10081,1826,N105,3780,3825,45,35419.96612285012,2346,N2,S0,0
Truck9925,3231,N2,3720,3826,106,84651.50366666683,3346,N207,S0,0
Truck9978,0,N1,3738,3827,89,70624.47415992228,1356,N102,S0,0
Truck10132,1356,N102,3798,3827,29,22927.92176443006,3237,N204,S0,0
Truck8849,1338,N1,3315,3828,513,410120.4096388928,2346,N2,S0,0
Truck9055,1338,N1,3393,3828,435,347614.75952308805,1356,N102,S0,0
Truck10012,1710,N105,3753,3828,75,59502.63224849072,1356,N102,S0,0
Truck10095,1826,N105,3783,3828,45,35419.96612285012,2346,N2,S0,0
Truck8827,1338,N1,3306,3829,523,418222.23368301045,0,N1,S0,0
Truck9987,1574,N102,3744,3829,85,67954.89974603387,1356,N102,S0,0
Truck10004,1356,N102,3750,3829,79,62522.65011580461,2346,N2,S0,0
Truck10192,0,N1,3819,3830,11,8361.824044117646,2346,N2,S0,0
Truck8859,1338,N1,3318,3831,513,410120.4096388928,2346,N2,S0,0
Truck9058,1356,N102,3396,3831,435,347484.759523088,1338,N1,S0,0
Truck9069,1338,N1,3396,3831,435,347614.75952308805,1356,N102,S0,0
Truck10016,1710,N105,3756,3831,75,59502.63224849072,1356,N102,S0,0
Truck10073,1709,N104,3774,3831,57,45539.23563910388,1587,N104,S0,0
Truck10099,1826,N105,3786,3831,45,35419.96612285012,2346,N2,S0,0
Truck9832,1587,N104,3684,3832,148,117730.30508110246,1710,N105,S0,0
Truck9943,3231,N2,3726,3832,106,84651.50366666683,3346,N207,S0,0
Truck10067,1826,N105,3774,3832,58,46164.99061658157,1710,N105,S0,0
Truck10123,3329,N204,3792,3832,40,31360.076986546203,3237,N204,S0,0
Truck10212,2346,N2,3828,3832,4,3185.017867313915,1710,N105,S0,0
Truck10154,3237,N204,3804,3833,29,22927.921764430062,1356,N102,S0,0
Truck10202,0,N1,3822,3833,11,8361.824044117646,2346,N2,S0,0
Truck9073,1338,N1,3399,3834,435,347614.75952308805,1356,N102,S0,0
Truck9800,1587,N104,3672,3834,162,128852.14699253402,0,N1,S0,0
Truck10023,3511,N207,3756,3834,78,61712.07469908522,3346,N207,S0,0
Truck10076,1710,N105,3777,3834,57,45559.99061658157,1826,N105,S0,0
Truck10109,1826,N105,3789,3834,45,35419.96612285012,2346,N2,S0,0
Truck10214,3346,N207,3828,3834,6,4778.025000000019,3237,N204,S0,0
Truck10005,1574,N102,3750,3835,85,67954.89974603387,1356,N102,S0,0
Truck10018,1356,N102,3756,3835,79,62522.65011580461,2346,N2,S0,0
Truck10040,1587,N104,3762,3835,73,58244.67283261178,1356,N102,S0,0
Truck8881,1338,N1,3327,3836,509,407100.39177157887,1710,N105,S0,0
Truck9272,1587,N104,3474,3837,363,289854.08669047634,1338,N1,S0,0
Truck10034,1710,N105,3762,3837,75,59502.63224849072,1356,N102,S0,0
Truck10088,1587,N104,3780,3837,57,45419.235639103885,1709,N104,S0,0
Truck10089,1709,N104,3780,3837,57,45539.23563910388,1587,N104,S0,0
Truck9957,3231,N2,3732,3838,106,84651.50366666683,3346,N207,S0,0
Truck10230,2346,N2,3834,3838,4,3185.017867313915,1710,N105,S0,0
Truck8891,1338,N1,3330,3839,509,407100.39177157887,1710,N105,S0,0
Truck10010,0,N1,3750,3839,89,70624.47415992228,1356,N102,S0,0
Truck10220,0,N1,3828,3839,11,8361.824044117646,2346,N2,S0,0
Truck9087,1338,N1,3405,3840,435,347614.75952308805,1356,N102,S0,0
Truck9816,1587,N104,3678,3840,162,128852.14699253402,0,N1,S0,0
Truck10094,1710,N105,3783,3840,57,45559.99061658157,1826,N105,S0,0
Truck10206,0,N1,3825,3840,15,11286.841911431562,1710,N105,S0,0
Truck10019,1574,N102,3756,3841,85,67954.89974603387,1356,N102,S0,0
Truck10036,1356,N102,3762,3841,79,62522.65011580461,2346,N2,S0,0
Truck10038,2346,N2,3762,3841,79,62522.65011580468,1356,N102,S0,0
Truck10014,0,N1,3753,3842,89,70624.47415992228,1356,N102,S0,0
Truck9413,3231,N2,3528,3843,315,251716.58903475184,2346,N2,S0,0
Truck10105,1709,N104,3786,3843,57,45539.23563910388,1587,N104,S0,0
Truck10208,1710,N105,3828,3843,15,11286.841911431562,0,N1,S0,0
Truck9975,3231,N2,3738,3844,106,84651.50366666683,3346,N207,S0,0
Truck10155,3329,N204,3804,3844,40,31360.076986546203,3237,N204,S0,0
Truck8909,1338,N1,3336,3845,509,407100.39177157887,1710,N105,S0,0
Truck10186,3237,N204,3816,3845,29,22927.921764430062,1356,N102,S0,0
Truck8895,1338,N1,3333,3846,513,410120.4096388928,2346,N2,S0,0
Truck10055,3511,N207,3768,3846,78,61712.07469908522,3346,N207,S0,0
Truck10141,1826,N105,3801,3846,45,35419.96612285012,2346,N2,S0,0
Truck10222,1710,N105,3831,3846,15,11286.841911431562,0,N1,S0,0
Truck10224,0,N1,3831,3846,15,11286.841911431562,1710,N105,S0,0
Truck10246,3346,N207,3840,3846,6,4778.025000000019,3237,N204,S0,0
Truck8877,1338,N1,3324,3847,523,418222.23368301045,0,N1,S0,0
Truck10037,1574,N102,3762,3847,85,67954.89974603387,1356,N102,S0,0
Truck10072,1587,N104,3774,3847,73,58244.67283261178,1356,N102,S0,0
Truck9115,1338,N1,3414,3849,435,347614.75952308805,1356,N102,S0,0
Truck10112,1710,N105,3792,3849,57,45559.99061658157,1826,N105,S0,0
Truck10121,1709,N104,3792,3849,57,45539.23563910388,1587,N104,S0,0
Truck10145,1826,N105,3804,3849,45,35419.96612285012,2346,N2,S0,0
Truck9989,3231,N2,3744,3850,106,84651.50366666683,3346,N207,S0,0
Truck10113,1826,N105,3792,3850,58,46164.99061658157,1710,N105,S0,0
Truck9848,1587,N104,3690,3852,162,128852.14699253402,0,N1,S0,0
Truck10159,1826,N105,3807,3852,45,35419.96612285012,2346,N2,S0,0
Truck9880,1587,N104,3702,3853,151,120750.32294841637,2346,N2,S0,0
Truck10051,1574,N102,3768,3853,85,67954.89974603387,1356,N102,S0,0
Truck10070,2346,N2,3774,3853,79,62522.65011580468,1356,N102,S0,0
Truck10127,1826,N105,3795,3853,58,46164.99061658157,1710,N105,S0,0
Truck10268,1710,N105,3849,3853,4,3185.0178673139153,2346,N2,S0,0
Truck10256,0,N1,3843,3854,11,8361.824044117646,2346,N2,S0,0
Truck9133,1338,N1,3420,3855,435,347614.75952308805,1356,N102,S0,0
Truck10080,1710,N105,3780,3855,75,59502.63224849072,1356,N102,S0,0
Truck10137,1709,N104,3798,3855,57,45539.23563910388,1587,N104,S0,0
Truck10163,1826,N105,3810,3855,45,35419.96612285012,2346,N2,S0,0
Truck10252,0,N1,3840,3855,15,11286.841911431562,1710,N105,S0,0
Truck9896,1587,N104,3708,3856,148,117730.30508110246,1710,N105,S0,0
Truck10007,3231,N2,3750,3856,106,84651.50366666683,3346,N207,S0,0
Truck10131,1826,N105,3798,3856,58,46164.99061658157,1710,N105,S0,0
Truck10187,3329,N204,3816,3856,40,31360.076986546203,3237,N204,S0,0
Truck10272,1710,N105,3852,3856,4,3185.0178673139153,2346,N2,S0,0
Truck10218,3237,N204,3828,3857,29,22927.921764430062,1356,N102,S0,0
Truck8927,1338,N1,3345,3858,513,410120.4096388928,2346,N2,S0,0
Truck10087,3511,N207,3780,3858,78,61712.07469908522,3346,N207,S0,0
Truck10173,1826,N105,3813,3858,45,35419.96612285012,2346,N2,S0,0
Truck10278,3346,N207,3852,3858,6,4778.025000000019,3237,N204,S0,0
Truck10069,1574,N102,3774,3859,85,67954.89974603387,1356,N102,S0,0
Truck10082,1356,N102,3780,3859,79,62522.65011580461,2346,N2,S0,0
Truck10084,2346,N2,3780,3859,79,62522.65011580468,1356,N102,S0,0
Truck10064,0,N1,3771,3860,89,70624.47415992228,1356,N102,S0,0
Truck9339,1338,N1,3498,3861,363,289984.0866904762,1587,N104,S0,0
Truck10153,1709,N104,3804,3861,57,45539.23563910388,1587,N104,S0,0
Truck10177,1826,N105,3816,3861,45,35419.96612285012,2346,N2,S0,0
Truck10021,3231,N2,3756,3862,106,84651.50366666683,3346,N207,S0,0
Truck10228,1356,N102,3834,3863,29,22927.92176443006,3237,N204,S0,0
Truck8945,1338,N1,3351,3864,513,410120.4096388928,2346,N2,S0,0
Truck9151,1338,N1,3429,3864,435,347614.75952308805,1356,N102,S0,0
Truck10158,1710,N105,3807,3864,57,45559.99061658157,1826,N105,S0,0
Truck10191,1826,N105,3819,3864,45,35419.96612285012,2346,N2,S0,0
Truck9912,1587,N104,3714,3865,151,120750.32294841637,2346,N2,S0,0
Truck10083,1574,N102,3780,3865,85,67954.89974603387,1356,N102,S0,0
Truck10120,1587,N104,3792,3865,73,58244.67283261178,1356,N102,S0,0
Truck8955,1338,N1,3354,3867,513,410120.4096388928,2346,N2,S0,0
Truck10114,1356,N102,3792,3867,75,59502.63224849069,1710,N105,S0,0
Truck10169,1709,N104,3810,3867,57,45539.23563910388,1587,N104,S0,0
Truck10195,1826,N105,3822,3867,45,35419.96612285012,2346,N2,S0,0
Truck9928,1587,N104,3720,3868,148,117730.30508110246,1710,N105,S0,0
Truck10039,3231,N2,3762,3868,106,84651.50366666683,3346,N207,S0,0
Truck10219,3329,N204,3828,3868,40,31360.076986546203,3237,N204,S0,0
Truck10250,3237,N204,3840,3869,29,22927.921764430062,1356,N102,S0,0
Truck8959,1338,N1,3357,3870,513,410120.4096388928,2346,N2,S0,0
Truck10119,3511,N207,3792,3870,78,61712.07469908522,3346,N207,S0,0
Truck10126,1710,N105,3795,3870,75,59502.63224849072,1356,N102,S0,0
Truck10172,1710,N105,3813,3870,57,45559.99061658157,1826,N105,S0,0
Truck10205,1826,N105,3825,3870,45,35419.96612285012,2346,N2,S0,0
Truck10288,0,N1,3855,3870,15,11286.841911431562,1710,N105,S0,0
Truck10310,3346,N207,3864,3870,6,4778.025000000019,3237,N204,S0,0
Truck8940,0,N1,3348,3871,523,418092.23368301,1338,N1,S0,0
Truck8941,1338,N1,3348,3871,523,418222.23368301045,0,N1,S0,0
Truck10100,1356,N102,3786,3871,85,67405.89974603386,1574,N102,S0,0
Truck10101,1574,N102,3786,3871,85,67954.89974603387,1356,N102,S0,0
Truck10136,1587,N104,3798,3871,73,58244.67283261178,1356,N102,S0,0
Truck10096,0,N1,3783,3872,89,70624.47415992228,1356,N102,S0,0
Truck10130,1710,N105,3798,3873,75,59502.63224849072,1356,N102,S0,0
Truck10176,1710,N105,3816,3873,57,45559.99061658157,1826,N105,S0,0
Truck10185,1709,N104,3816,3873,57,45539.23563910388,1587,N104,S0,0
Truck10209,1826,N105,3828,3873,45,35419.96612285012,2346,N2,S0,0
Truck8944,0,N1,3351,3874,523,418092.23368301,1338,N1,S0,0
Truck9938,1710,N105,3726,3874,148,117730.30508110247,1587,N104,S0,0
Truck9944,1587,N104,3726,3874,148,117730.30508110246,1710,N105,S0,0
Truck10053,3231,N2,3768,3874,106,84651.50366666683,3346,N207,S0,0
Truck10223,1826,N105,3831,3876,45,35419.96612285012,2346,N2,S0,0
Truck10115,1574,N102,3792,3877,85,67954.89974603387,1356,N102,S0,0
Truck8988,1710,N105,3369,3878,509,406970.3917715785,1338,N1,S0,0
Truck9186,1356,N102,3444,3879,435,347484.759523088,1338,N1,S0,0
Truck10201,1709,N104,3822,3879,57,45539.23563910388,1587,N104,S0,0
Truck10227,1826,N105,3834,3879,45,35419.96612285012,2346,N2,S0,0
Truck9960,1587,N104,3732,3880,148,117730.30508110246,1710,N105,S0,0
Truck10071,3231,N2,3774,3880,106,84651.50366666683,3346,N207,S0,0
Truck10251,3329,N204,3840,3880,40,31360.076986546203,3237,N204,S0,0
Truck10282,3237,N204,3852,3881,29,22927.921764430062,1356,N102,S0,0
Truck9201,1338,N1,3447,3882,435,347614.75952308805,1356,N102,S0,0
Truck10151,3511,N207,3804,3882,78,61712.07469908522,3346,N207,S0,0
Truck10204,1710,N105,3825,3882,57,45559.99061658157,1826,N105,S0,0
Truck10320,0,N1,3867,3882,15,11286.841911431562,1710,N105,S0,0
Truck10342,3346,N207,3876,3882,6,4778.025000000019,3237,N204,S0,0
Truck9966,1710,N105,3735,3883,148,117730.30508110247,1587,N104,S0,0
Truck10133,1574,N102,3798,3883,85,67954.89974603387,1356,N102,S0,0
Truck10146,1356,N102,3804,3883,79,62522.65011580461,2346,N2,S0,0
Truck10168,1587,N104,3810,3883,73,58244.67283261178,1356,N102,S0,0
Truck10244,2346,N2,3840,3884,44,34814.96612285012,1826,N105,S0,0
Truck8996,2346,N2,3372,3885,513,409990.40963889327,1338,N1,S0,0
Truck9400,1587,N104,3522,3885,363,289854.08669047634,1338,N1,S0,0
Truck9936,0,N1,3723,3885,162,128852.14699253405,1587,N104,S0,0
Truck10217,1709,N104,3828,3885,57,45539.23563910388,1587,N104,S0,0
Truck10241,1826,N105,3840,3885,45,35419.96612285012,2346,N2,S0,0
Truck10085,3231,N2,3780,3886,106,84651.50366666683,3346,N207,S0,0
Truck9009,1338,N1,3375,3888,513,410120.4096388928,2346,N2,S0,0
Truck10255,1826,N105,3843,3888,45,35419.96612285012,2346,N2,S0,0
Truck10334,0,N1,3873,3888,15,11286.841911431562,1710,N105,S0,0
Truck10147,1574,N102,3804,3889,85,67954.89974603387,1356,N102,S0,0
Truck10142,0,N1,3801,3890,89,70624.47415992228,1356,N102,S0,0
Truck10262,2346,N2,3846,3890,44,34814.96612285012,1826,N105,S0,0
Truck10352,0,N1,3879,3890,11,8361.824044117646,2346,N2,S0,0
Truck9019,1338,N1,3378,3891,513,410120.4096388928,2346,N2,S0,0
Truck9421,1338,N1,3528,3891,363,289984.0866904762,1587,N104,S0,0
Truck10226,1710,N105,3834,3891,57,45559.99061658157,1826,N105,S0,0
Truck10233,1709,N104,3834,3891,57,45539.23563910388,1587,N104,S0,0
Truck10103,3231,N2,3786,3892,106,84651.50366666683,3346,N207,S0,0
Truck10283,3329,N204,3852,3892,40,31360.076986546203,3237,N204,S0,0
Truck10314,3237,N204,3864,3893,29,22927.921764430062,1356,N102,S0,0
Truck10358,2346,N2,3882,3893,11,8361.824044117648,0,N1,S0,0
Truck9023,1338,N1,3381,3894,513,410120.4096388928,2346,N2,S0,0
Truck10183,3511,N207,3816,3894,78,61712.07469908522,3346,N207,S0,0
Truck10236,1710,N105,3837,3894,57,45559.99061658157,1826,N105,S0,0
Truck10374,3346,N207,3888,3894,6,4778.025000000019,3237,N204,S0,0
Truck9004,0,N1,3372,3895,523,418092.23368301,1338,N1,S0,0
Truck10165,1574,N102,3810,3895,85,67954.89974603387,1356,N102,S0,0
Truck10178,1356,N102,3816,3895,79,62522.65011580461,2346,N2,S0,0
Truck10237,1826,N105,3837,3895,58,46164.99061658157,1710,N105,S0,0
Truck10366,0,N1,3885,3896,11,8361.824044117646,2346,N2,S0,0
Truck9243,1338,N1,3462,3897,435,347614.75952308805,1356,N102,S0,0
Truck10249,1709,N104,3840,3897,57,45539.23563910388,1587,N104,S0,0
Truck10273,1826,N105,3852,3897,45,35419.96612285012,2346,N2,S0,0
Truck10117,3231,N2,3792,3898,106,84651.50366666683,3346,N207,S0,0
Truck10390,2346,N2,3894,3898,4,3185.017867313915,1710,N105,S0,0
Truck10164,1356,N102,3810,3899,89,70624.47415992226,0,N1,S0,0
Truck10372,2346,N2,3888,3899,11,8361.824044117648,0,N1,S0,0
Truck9041,1338,N1,3387,3900,513,410120.4096388928,2346,N2,S0,0
Truck10287,1826,N105,3855,3900,45,35419.96612285012,2346,N2,S0,0
Truck10006,2346,N2,3750,3901,151,120750.32294841648,1587,N104,S0,0
Truck10179,1574,N102,3816,3901,85,67954.89974603387,1356,N102,S0,0
Truck10216,1587,N104,3828,3901,73,58244.67283261178,1356,N102,S0,0
Truck10384,0,N1,3891,3902,11,8361.824044117646,2346,N2,S0,0
Truck9051,1338,N1,3390,3903,513,410120.4096388928,2346,N2,S0,0
Truck9250,1356,N102,3468,3903,435,347484.759523088,1338,N1,S0,0
Truck10258,1710,N105,3846,3903,57,45559.99061658157,1826,N105,S0,0
Truck10265,1709,N104,3846,3903,57,45539.23563910388,1587,N104,S0,0
Truck10291,1826,N105,3858,3903,45,35419.96612285012,2346,N2,S0,0
Truck10135,3231,N2,3798,3904,106,84651.50366666683,3346,N207,S0,0
Truck10259,1826,N105,3846,3904,58,46164.99061658157,1710,N105,S0,0
Truck10315,3329,N204,3864,3904,40,31360.076986546203,3237,N204,S0,0
Truck10346,3237,N204,3876,3905,29,22927.921764430062,1356,N102,S0,0
Truck9265,1338,N1,3471,3906,435,347614.75952308805,1356,N102,S0,0
Truck10215,3511,N207,3828,3906,78,61712.07469908522,3346,N207,S0,0
Truck10301,1826,N105,3861,3906,45,35419.96612285012,2346,N2,S0,0
Truck10406,3346,N207,3900,3906,6,4778.025000000019,3237,N204,S0,0
Truck9037,1338,N1,3384,3907,523,418222.23368301045,0,N1,S0,0
Truck10197,1574,N102,3822,3907,85,67954.89974603387,1356,N102,S0,0
Truck10232,1587,N104,3834,3907,73,58244.67283261178,1356,N102,S0,0
Truck10269,1826,N105,3849,3907,58,46164.99061658157,1710,N105,S0,0
Truck9464,1587,N104,3546,3909,363,289854.08669047634,1338,N1,S0,0
Truck9467,1338,N1,3546,3909,363,289984.0866904762,1587,N104,S0,0
Truck10281,1709,N104,3852,3909,57,45539.23563910388,1587,N104,S0,0
Truck10149,3231,N2,3804,3910,106,84651.50366666683,3346,N207,S0,0
Truck9083,1338,N1,3402,3911,509,407100.39177157887,1710,N105,S0,0
Truck10196,1356,N102,3822,3911,89,70624.47415992226,0,N1,S0,0
Truck10412,0,N1,3900,3911,11,8361.824044117646,2346,N2,S0,0
Truck10398,0,N1,3897,3912,15,11286.841911431562,1710,N105,S0,0
Truck10044,1710,N105,3765,3913,148,117730.30508110247,1587,N104,S0,0
Truck10211,1574,N102,3828,3913,85,67954.89974603387,1356,N102,S0,0
Truck10240,1710,N105,3840,3915,75,59502.63224849072,1356,N102,S0,0
Truck10242,1356,N102,3840,3915,75,59502.63224849069,1710,N105,S0,0
Truck10297,1709,N104,3858,3915,57,45539.23563910388,1587,N104,S0,0
Truck10323,1826,N105,3870,3915,45,35419.96612285012,2346,N2,S0,0
Truck10167,3231,N2,3810,3916,106,84651.50366666683,3346,N207,S0,0
Truck10347,3329,N204,3876,3916,40,31360.076986546203,3237,N204,S0,0
Truck10436,2346,N2,3912,3916,4,3185.017867313915,1710,N105,S0,0
Truck10378,3237,N204,3888,3917,29,22927.921764430062,1356,N102,S0,0
Truck10247,3511,N207,3840,3918,78,61712.07469908522,3346,N207,S0,0
Truck10254,1710,N105,3843,3918,75,59502.63224849072,1356,N102,S0,0
Truck10333,1826,N105,3873,3918,45,35419.96612285012,2346,N2,S0,0
Truck10438,3346,N207,3912,3918,6,4778.025000000019,3237,N204,S0,0
Truck9068,0,N1,3396,3919,523,418092.23368301,1338,N1,S0,0
Truck10229,1574,N102,3834,3919,85,67954.89974603387,1356,N102,S0,0
Truck10260,1356,N102,3846,3919,73,58244.67283261179,1587,N104,S0,0
Truck10264,1587,N104,3846,3919,73,58244.67283261178,1356,N102,S0,0
Truck10304,1710,N105,3864,3921,57,45559.99061658157,1826,N105,S0,0
Truck10313,1709,N104,3864,3921,57,45539.23563910388,1587,N104,S0,0
Truck10337,1826,N105,3876,3921,45,35419.96612285012,2346,N2,S0,0
Truck10418,1710,N105,3906,3921,15,11286.841911431562,0,N1,S0,0
Truck9072,0,N1,3399,3922,523,418092.23368301,1338,N1,S0,0
Truck10181,3231,N2,3816,3922,106,84651.50366666683,3346,N207,S0,0
Truck10182,3346,N207,3816,3922,106,84395.50366666674,3231,N2,S0,0
Truck10305,1826,N105,3864,3922,58,46164.99061658157,1710,N105,S0,0
Truck10454,2346,N2,3918,3922,4,3185.017867313915,1710,N105,S0,0
Truck10444,0,N1,3912,3923,11,8361.824044117646,2346,N2,S0,0
Truck9311,1338,N1,3489,3924,435,347614.75952308805,1356,N102,S0,0
Truck10351,1826,N105,3879,3924,45,35419.96612285012,2346,N2,S0,0
Truck10243,1574,N102,3840,3925,85,67954.89974603387,1356,N102,S0,0
Truck10319,1826,N105,3867,3925,58,46164.99061658157,1710,N105,S0,0
Truck10238,0,N1,3837,3926,89,70624.47415992228,1356,N102,S0,0
Truck10448,0,N1,3915,3926,11,8361.824044117646,2346,N2,S0,0
Truck9325,1338,N1,3492,3927,435,347614.75952308805,1356,N102,S0,0
Truck10329,1709,N104,3870,3927,57,45539.23563910388,1587,N104,S0,0
Truck10355,1826,N105,3882,3927,45,35419.96612285012,2346,N2,S0,0
Truck10199,3231,N2,3822,3928,106,84651.50366666683,3346,N207,S0,0
Truck10379,3329,N204,3888,3928,40,31360.076986546203,3237,N204,S0,0
Truck10410,3237,N204,3900,3929,29,22927.921764430062,1356,N102,S0,0
Truck10279,3511,N207,3852,3930,78,61712.07469908522,3346,N207,S0,0
Truck10365,1826,N105,3885,3930,45,35419.96612285012,2346,N2,S0,0
Truck10470,3346,N207,3924,3930,6,4778.025000000019,3237,N204,S0,0
Truck9101,1338,N1,3408,3931,523,418222.23368301045,0,N1,S0,0
Truck10261,1574,N102,3846,3931,85,67954.89974603387,1356,N102,S0,0
Truck10296,1587,N104,3858,3931,73,58244.67283261178,1356,N102,S0,0
Truck10290,1710,N105,3858,3933,75,59502.63224849072,1356,N102,S0,0
Truck10336,1710,N105,3876,3933,57,45559.99061658157,1826,N105,S0,0
Truck10345,1709,N104,3876,3933,57,45539.23563910388,1587,N104,S0,0
Truck10369,1826,N105,3888,3933,45,35419.96612285012,2346,N2,S0,0
Truck9105,1338,N1,3411,3934,523,418222.23368301045,0,N1,S0,0
Truck10213,3231,N2,3828,3934,106,84651.50366666683,3346,N207,S0,0
Truck10482,1710,N105,3930,3934,4,3185.0178673139153,2346,N2,S0,0
Truck10486,2346,N2,3930,3934,4,3185.017867313915,1710,N105,S0,0
Truck10266,0,N1,3846,3935,89,70624.47415992228,1356,N102,S0,0
Truck10468,2346,N2,3924,3935,11,8361.824044117648,0,N1,S0,0
Truck10350,1710,N105,3879,3936,57,45559.99061658157,1826,N105,S0,0
Truck10383,1826,N105,3891,3936,45,35419.96612285012,2346,N2,S0,0
Truck10462,0,N1,3921,3936,15,11286.841911431562,1710,N105,S0,0
Truck10108,1710,N105,3789,3937,148,117730.30508110247,1587,N104,S0,0
Truck10275,1574,N102,3852,3937,85,67954.89974603387,1356,N102,S0,0
Truck10294,2346,N2,3858,3937,79,62522.65011580468,1356,N102,S0,0
Truck10312,1587,N104,3864,3937,73,58244.67283261178,1356,N102,S0,0
Truck10270,0,N1,3849,3938,89,70624.47415992228,1356,N102,S0,0
Truck9346,1356,N102,3504,3939,435,347484.759523088,1338,N1,S0,0
Truck9357,1338,N1,3504,3939,435,347614.75952308805,1356,N102,S0,0
Truck9544,1587,N104,3576,3939,363,289854.08669047634,1338,N1,S0,0
Truck10361,1709,N104,3882,3939,57,45539.23563910388,1587,N104,S0,0
Truck10387,1826,N105,3894,3939,45,35419.96612285012,2346,N2,S0,0
Truck9119,1338,N1,3417,3940,523,418222.23368301045,0,N1,S0,0
Truck10411,3329,N204,3900,3940,40,31360.076986546203,3237,N204,S0,0
Truck10500,2346,N2,3936,3940,4,3185.017867313915,1710,N105,S0,0
Truck10284,0,N1,3852,3941,89,70624.47415992228,1356,N102,S0,0
Truck10442,3237,N204,3912,3941,29,22927.921764430062,1356,N102,S0,0
Truck9361,1338,N1,3507,3942,435,347614.75952308805,1356,N102,S0,0
Truck10311,3511,N207,3864,3942,78,61712.07469908522,3346,N207,S0,0
Truck10318,1710,N105,3867,3942,75,59502.63224849072,1356,N102,S0,0
Truck10397,1826,N105,3897,3942,45,35419.96612285012,2346,N2,S0,0
Truck10480,0,N1,3927,3942,15,11286.841911431562,1710,N105,S0,0
