truck_id,source_id,source_road,generated_at_step,removed_at_step,travel_time_min,travel_distance_m,sink_id,sink_road,scenario,replication
Truck3416,1587,N104,1278,1429,151,120750.32294841637,2346,N2,S0,0
Truck3420,1710,N105,1281,1429,148,117730.30508110247,1587,N104,S0,0
Truck3587,1574,N102,1344,1429,85,67954.89974603387,1356,N102,S0,0
Truck3606,2346,N2,1350,1429,79,62522.65011580468,1356,N102,S0,0
Truck3618,1356,N102,1356,1429,73,58244.67283261179,1587,N104,S0,0
Truck3702,2346,N2,1386,1430,44,34814.96612285012,1826,N105,S0,0
Truck2669,1338,N1,996,1431,435,347614.75952308805,1356,N102,S0,0
Truck3616,1710,N105,1356,1431,75,59502.63224849072,1356,N102,S0,0
Truck3666,1710,N105,1374,1431,57,45559.99061658157,1826,N105,S0,0
Truck3673,1709,N104,1374,1431,57,45539.23563910388,1587,N104,S0,0
Truck3699,1826,N105,1386,1431,45,35419.96612285012,2346,N2,S0,0
Truck3788,0,N1,1416,1431,15,11286.841911431562,1710,N105,S0,0
Truck3543,3231,N2,1326,1432,106,84651.50366666683,3346,N207,S0,0
Truck3667,1826,N105,1374,1432,58,46164.99061658157,1710,N105,S0,0
Truck3723,3329,N204,1392,1432,40,31360.076986546203,3237,N204,S0,0
Truck3754,3237,N204,1404,1433,29,22927.921764430062,1356,N102,S0,0
Truck2463,1338,N1,921,1434,513,410120.4096388928,2346,N2,S0,0
Truck3404,0,N1,1272,1434,162,128852.14699253405,1587,N104,S0,0
Truck3623,3511,N207,1356,1434,78,61712.07469908522,3346,N207,S0,0
Truck3630,1710,N105,1359,1434,75,59502.63224849072,1356,N102,S0,0
Truck3676,1710,N105,1377,1434,57,45559.99061658157,1826,N105,S0,0
Truck3709,1826,N105,1389,1434,45,35419.96612285012,2346,N2,S0,0
Truck3814,3346,N207,1428,1434,6,4778.025000000019,3237,N204,S0,0
Truck2445,1338,N1,912,1435,523,418222.23368301045,0,N1,S0,0
Truck3605,1574,N102,1350,1435,85,67954.89974603387,1356,N102,S0,0
Truck3677,1826,N105,1377,1435,58,46164.99061658157,1710,N105,S0,0
Truck3600,0,N1,1347,1436,89,70624.47415992228,1356,N102,S0,0
Truck3680,1710,N105,1380,1437,57,45559.99061658157,1826,N105,S0,0
Truck3689,1709,N104,1380,1437,57,45539.23563910388,1587,N104,S0,0
Truck3713,1826,N105,1392,1437,45,35419.96612285012,2346,N2,S0,0
Truck3448,1587,N104,1290,1438,148,117730.30508110246,1710,N105,S0,0
Truck3557,3231,N2,1332,1438,106,84651.50366666683,3346,N207,S0,0
Truck3610,0,N1,1350,1439,89,70624.47415992228,1356,N102,S0,0
Truck2687,1338,N1,1005,1440,435,347614.75952308805,1356,N102,S0,0
Truck3418,0,N1,1278,1440,162,128852.14699253405,1587,N104,S0,0
Truck3644,1710,N105,1365,1440,75,59502.63224849072,1356,N102,S0,0
Truck3727,1826,N105,1395,1440,45,35419.96612285012,2346,N2,S0,0
Truck3619,1574,N102,1356,1441,85,67954.89974603387,1356,N102,S0,0
Truck3636,1356,N102,1362,1441,79,62522.65011580461,2346,N2,S0,0
Truck2486,2346,N2,930,1443,513,409990.40963889327,1338,N1,S0,0
Truck2491,1338,N1,930,1443,513,410120.4096388928,2346,N2,S0,0
Truck2701,1338,N1,1008,1443,435,347614.75952308805,1356,N102,S0,0
Truck2888,1587,N104,1080,1443,363,289854.08669047634,1338,N1,S0,0
Truck3648,1710,N105,1368,1443,75,59502.63224849072,1356,N102,S0,0
Truck3705,1709,N104,1386,1443,57,45539.23563910388,1587,N104,S0,0
Truck3731,1826,N105,1398,1443,45,35419.96612285012,2346,N2,S0,0
Truck3808,1710,N105,1428,1443,15,11286.841911431562,0,N1,S0,0
Truck3575,3231,N2,1338,1444,106,84651.50366666683,3346,N207,S0,0
Truck3755,3329,N204,1404,1444,40,31360.076986546203,3237,N204,S0,0
Truck3840,1710,N105,1440,1444,4,3185.0178673139153,2346,N2,S0,0
Truck3628,0,N1,1356,1445,89,70624.47415992228,1356,N102,S0,0
Truck3786,3237,N204,1416,1445,29,22927.921764430062,1356,N102,S0,0
Truck2495,1338,N1,933,1446,513,410120.4096388928,2346,N2,S0,0
Truck3432,1587,N104,1284,1446,162,128852.14699253402,0,N1,S0,0
Truck3655,3511,N207,1368,1446,78,61712.07469908522,3346,N207,S0,0
Truck3708,1710,N105,1389,1446,57,45559.99061658157,1826,N105,S0,0
Truck3741,1826,N105,1401,1446,45,35419.96612285012,2346,N2,S0,0
Truck3824,0,N1,1431,1446,15,11286.841911431562,1710,N105,S0,0
Truck3846,3346,N207,1440,1446,6,4778.025000000019,3237,N204,S0,0
Truck2476,0,N1,924,1447,523,418092.23368301,1338,N1,S0,0
Truck2477,1338,N1,924,1447,523,418222.23368301045,0,N1,S0,0
Truck3464,1587,N104,1296,1447,151,120750.32294841637,2346,N2,S0,0
Truck3637,1574,N102,1362,1447,85,67954.89974603387,1356,N102,S0,0
Truck3668,1356,N102,1374,1447,73,58244.67283261179,1587,N104,S0,0
Truck3632,0,N1,1359,1448,89,70624.47415992228,1356,N102,S0,0
Truck3838,0,N1,1437,1448,11,8361.824044117646,2346,N2,S0,0
Truck2500,2346,N2,936,1449,513,409990.40963889327,1338,N1,S0,0
Truck2509,1338,N1,936,1449,513,410120.4096388928,2346,N2,S0,0
Truck2715,1338,N1,1014,1449,435,347614.75952308805,1356,N102,S0,0
Truck2907,1338,N1,1086,1449,363,289984.0866904762,1587,N104,S0,0
Truck3721,1709,N104,1392,1449,57,45539.23563910388,1587,N104,S0,0
Truck3745,1826,N105,1404,1449,45,35419.96612285012,2346,N2,S0,0
Truck3826,1710,N105,1434,1449,15,11286.841911431562,0,N1,S0,0
Truck2481,1338,N1,927,1450,523,418222.23368301045,0,N1,S0,0
Truck3589,3231,N2,1344,1450,106,84651.50366666683,3346,N207,S0,0
Truck2719,1338,N1,1017,1452,435,347614.75952308805,1356,N102,S0,0
Truck3759,1826,N105,1407,1452,45,35419.96612285012,2346,N2,S0,0
Truck3651,1574,N102,1368,1453,85,67954.89974603387,1356,N102,S0,0
Truck3670,2346,N2,1374,1453,79,62522.65011580468,1356,N102,S0,0
Truck3688,1587,N104,1380,1453,73,58244.67283261178,1356,N102,S0,0
Truck2527,1338,N1,945,1454,509,407100.39177157887,1710,N105,S0,0
Truck3646,0,N1,1365,1454,89,70624.47415992228,1356,N102,S0,0
Truck3766,2346,N2,1410,1454,44,34814.96612285012,1826,N105,S0,0
Truck2733,1338,N1,1020,1455,435,347614.75952308805,1356,N102,S0,0
Truck3044,2346,N2,1140,1455,315,251460.58903475184,3231,N2,S0,0
Truck3737,1709,N104,1398,1455,57,45539.23563910388,1587,N104,S0,0
Truck3763,1826,N105,1410,1455,45,35419.96612285012,2346,N2,S0,0
Truck3607,3231,N2,1350,1456,106,84651.50366666683,3346,N207,S0,0
Truck3787,3329,N204,1416,1456,40,31360.076986546203,3237,N204,S0,0
Truck3876,2346,N2,1452,1456,4,3185.017867313915,1710,N105,S0,0
Truck3650,1356,N102,1368,1457,89,70624.47415992226,0,N1,S0,0
Truck3660,0,N1,1368,1457,89,70624.47415992228,1356,N102,S0,0
Truck3818,3237,N204,1428,1457,29,22927.921764430062,1356,N102,S0,0
Truck3687,3511,N207,1380,1458,78,61712.07469908522,3346,N207,S0,0
Truck3773,1826,N105,1413,1458,45,35419.96612285012,2346,N2,S0,0
Truck3856,0,N1,1443,1458,15,11286.841911431562,1710,N105,S0,0
Truck3878,3346,N207,1452,1458,6,4778.025000000019,3237,N204,S0,0
Truck3669,1574,N102,1374,1459,85,67954.89974603387,1356,N102,S0,0
Truck3682,1356,N102,1380,1459,79,62522.65011580461,2346,N2,S0,0
Truck3704,1587,N104,1386,1459,73,58244.67283261178,1356,N102,S0,0
Truck3664,0,N1,1371,1460,89,70624.47415992228,1356,N102,S0,0
Truck3063,3231,N2,1146,1461,315,251716.58903475184,2346,N2,S0,0
Truck3753,1709,N104,1404,1461,57,45539.23563910388,1587,N104,S0,0
Truck3777,1826,N105,1416,1461,45,35419.96612285012,2346,N2,S0,0
Truck3858,1710,N105,1446,1461,15,11286.841911431562,0,N1,S0,0
Truck2513,1338,N1,939,1462,523,418222.23368301045,0,N1,S0,0
Truck3621,3231,N2,1356,1462,106,84651.50366666683,3346,N207,S0,0
Truck3674,0,N1,1374,1463,89,70624.47415992228,1356,N102,S0,0
Truck2523,1338,N1,942,1465,523,418222.23368301045,0,N1,S0,0
Truck3683,1574,N102,1380,1465,85,67954.89974603387,1356,N102,S0,0
Truck3700,1356,N102,1386,1465,79,62522.65011580461,2346,N2,S0,0
Truck2952,1587,N104,1104,1467,363,289854.08669047634,1338,N1,S0,0
Truck3762,1710,N105,1410,1467,57,45559.99061658157,1826,N105,S0,0
Truck3769,1709,N104,1410,1467,57,45539.23563910388,1587,N104,S0,0
Truck3872,1710,N105,1452,1467,15,11286.841911431562,0,N1,S0,0
Truck3884,0,N1,1452,1467,15,11286.841911431562,1710,N105,S0,0
Truck3528,1587,N104,1320,1468,148,117730.30508110246,1710,N105,S0,0
Truck3639,3231,N2,1362,1468,106,84651.50366666683,3346,N207,S0,0
Truck3819,3329,N204,1428,1468,40,31360.076986546203,3237,N204,S0,0
Truck3842,1356,N102,1440,1469,29,22927.92176443006,3237,N204,S0,0
Truck3850,3237,N204,1440,1469,29,22927.921764430062,1356,N102,S0,0
Truck3898,0,N1,1458,1469,11,8361.824044117646,2346,N2,S0,0
Truck3719,3511,N207,1392,1470,78,61712.07469908522,3346,N207,S0,0
Truck3805,1826,N105,1425,1470,45,35419.96612285012,2346,N2,S0,0
Truck3910,3346,N207,1464,1470,6,4778.025000000019,3237,N204,S0,0
Truck3701,1574,N102,1386,1471,85,67954.89974603387,1356,N102,S0,0
Truck2968,1587,N104,1110,1473,363,289854.08669047634,1338,N1,S0,0
Truck3094,2346,N2,1158,1473,315,251460.58903475184,3231,N2,S0,0
Truck3730,1710,N105,1398,1473,75,59502.63224849072,1356,N102,S0,0
Truck3785,1709,N104,1416,1473,57,45539.23563910388,1587,N104,S0,0
Truck3809,1826,N105,1428,1473,45,35419.96612285012,2346,N2,S0,0
Truck3653,3231,N2,1368,1474,106,84651.50366666683,3346,N207,S0,0
Truck3654,3346,N207,1368,1474,106,84395.50366666674,3231,N2,S0,0
Truck3922,1710,N105,1470,1474,4,3185.0178673139153,2346,N2,S0,0
Truck3823,1826,N105,1431,1476,45,35419.96612285012,2346,N2,S0,0
Truck3715,1574,N102,1392,1477,85,67954.89974603387,1356,N102,S0,0
Truck3732,1356,N102,1398,1477,79,62522.65011580461,2346,N2,S0,0
Truck3746,1356,N102,1404,1477,73,58244.67283261179,1587,N104,S0,0
Truck3791,1826,N105,1419,1477,58,46164.99061658157,1710,N105,S0,0
Truck2797,1338,N1,1044,1479,435,347614.75952308805,1356,N102,S0,0
Truck3518,0,N1,1317,1479,162,128852.14699253405,1587,N104,S0,0
Truck3801,1709,N104,1422,1479,57,45539.23563910388,1587,N104,S0,0
Truck3827,1826,N105,1434,1479,45,35419.96612285012,2346,N2,S0,0
Truck3795,1826,N105,1422,1480,58,46164.99061658157,1710,N105,S0,0
Truck3851,3329,N204,1440,1480,40,31360.076986546203,3237,N204,S0,0
Truck3882,3237,N204,1452,1481,29,22927.921764430062,1356,N102,S0,0
Truck3926,2346,N2,1470,1481,11,8361.824044117648,0,N1,S0,0
Truck3751,3511,N207,1404,1482,78,61712.07469908522,3346,N207,S0,0
Truck3758,1710,N105,1407,1482,75,59502.63224849072,1356,N102,S0,0
Truck3837,1826,N105,1437,1482,45,35419.96612285012,2346,N2,S0,0
Truck3942,3346,N207,1476,1482,6,4778.025000000019,3237,N204,S0,0
Truck3556,2346,N2,1332,1483,151,120750.32294841648,1587,N104,S0,0
Truck3733,1574,N102,1398,1483,85,67954.89974603387,1356,N102,S0,0
Truck3844,2346,N2,1440,1484,44,34814.96612285012,1826,N105,S0,0
Truck2605,1338,N1,972,1485,513,410120.4096388928,2346,N2,S0,0
Truck3816,1587,N104,1428,1485,57,45419.235639103885,1709,N104,S0,0
Truck3817,1709,N104,1428,1485,57,45539.23563910388,1587,N104,S0,0
Truck3841,1826,N105,1440,1485,45,35419.96612285012,2346,N2,S0,0
Truck3930,0,N1,1470,1485,15,11286.841911431562,1710,N105,S0,0
Truck2577,1338,N1,963,1486,523,418222.23368301045,0,N1,S0,0
Truck3685,3231,N2,1380,1486,106,84651.50366666683,3346,N207,S0,0
Truck3958,2346,N2,1482,1486,4,3185.017867313915,1710,N105,S0,0
Truck3738,0,N1,1398,1487,89,70624.47415992228,1356,N102,S0,0
Truck3007,1338,N1,1125,1488,363,289984.0866904762,1587,N104,S0,0
Truck3822,1710,N105,1431,1488,57,45559.99061658157,1826,N105,S0,0
Truck3855,1826,N105,1443,1488,45,35419.96612285012,2346,N2,S0,0
Truck3574,2346,N2,1338,1489,151,120750.32294841648,1587,N104,S0,0
Truck3747,1574,N102,1404,1489,85,67954.89974603387,1356,N102,S0,0
Truck2623,1338,N1,981,1490,509,407100.39177157887,1710,N105,S0,0
Truck3742,0,N1,1401,1490,89,70624.47415992228,1356,N102,S0,0
Truck3862,2346,N2,1446,1490,44,34814.96612285012,1826,N105,S0,0
Truck3778,1356,N102,1416,1491,75,59502.63224849069,1710,N105,S0,0
Truck3833,1709,N104,1434,1491,57,45539.23563910388,1587,N104,S0,0
Truck3859,1826,N105,1446,1491,45,35419.96612285012,2346,N2,S0,0
Truck3584,1710,N105,1344,1492,148,117730.30508110247,1587,N104,S0,0
Truck3703,3231,N2,1386,1492,106,84651.50366666683,3346,N207,S0,0
Truck3883,3329,N204,1452,1492,40,31360.076986546203,3237,N204,S0,0
Truck2637,1338,N1,984,1493,509,407100.39177157887,1710,N105,S0,0
Truck3906,1356,N102,1464,1493,29,22927.92176443006,3237,N204,S0,0
Truck3914,3237,N204,1464,1493,29,22927.921764430062,1356,N102,S0,0
Truck3783,3511,N207,1416,1494,78,61712.07469908522,3346,N207,S0,0
Truck3790,1710,N105,1419,1494,75,59502.63224849072,1356,N102,S0,0
Truck3974,3346,N207,1488,1494,6,4778.025000000019,3237,N204,S0,0
Truck3765,1574,N102,1410,1495,85,67954.89974603387,1356,N102,S0,0
Truck3780,2346,N2,1416,1495,79,62522.65011580468,1356,N102,S0,0
Truck3982,1710,N105,1491,1495,4,3185.0178673139153,2346,N2,S0,0
Truck3760,0,N1,1407,1496,89,70624.47415992228,1356,N102,S0,0
Truck3966,0,N1,1485,1496,11,8361.824044117646,2346,N2,S0,0
Truck2628,2346,N2,984,1497,513,409990.40963889327,1338,N1,S0,0
Truck3794,1710,N105,1422,1497,75,59502.63224849072,1356,N102,S0,0
Truck3849,1709,N104,1440,1497,57,45539.23563910388,1587,N104,S0,0
Truck3873,1826,N105,1452,1497,45,35419.96612285012,2346,N2,S0,0
Truck3717,3231,N2,1392,1498,106,84651.50366666683,3346,N207,S0,0
Truck3986,1710,N105,1494,1498,4,3185.0178673139153,2346,N2,S0,0
Truck3764,1356,N102,1410,1499,89,70624.47415992226,0,N1,S0,0
Truck3770,0,N1,1410,1499,89,70624.47415992228,1356,N102,S0,0
Truck3980,0,N1,1488,1499,11,8361.824044117646,2346,N2,S0,0
Truck3804,1710,N105,1425,1500,75,59502.63224849072,1356,N102,S0,0
Truck3887,1826,N105,1455,1500,45,35419.96612285012,2346,N2,S0,0
Truck2619,1338,N1,978,1501,523,418222.23368301045,0,N1,S0,0
Truck3608,1587,N104,1350,1501,151,120750.32294841637,2346,N2,S0,0
Truck3779,1574,N102,1416,1501,85,67954.89974603387,1356,N102,S0,0
Truck3796,1356,N102,1422,1501,79,62522.65011580461,2346,N2,S0,0
Truck3798,2346,N2,1422,1501,79,62522.65011580468,1356,N102,S0,0
Truck2651,1338,N1,990,1503,513,410120.4096388928,2346,N2,S0,0
Truck2861,1338,N1,1068,1503,435,347614.75952308805,1356,N102,S0,0
Truck3053,1338,N1,1140,1503,363,289984.0866904762,1587,N104,S0,0
Truck3865,1709,N104,1446,1503,57,45539.23563910388,1587,N104,S0,0
Truck3891,1826,N105,1458,1503,45,35419.96612285012,2346,N2,S0,0
Truck3624,1587,N104,1356,1504,148,117730.30508110246,1710,N105,S0,0
Truck3735,3231,N2,1398,1504,106,84651.50366666683,3346,N207,S0,0
Truck3915,3329,N204,1464,1504,40,31360.076986546203,3237,N204,S0,0
Truck3946,3237,N204,1476,1505,29,22927.921764430062,1356,N102,S0,0
Truck2865,1338,N1,1071,1506,435,347614.75952308805,1356,N102,S0,0
Truck3815,3511,N207,1428,1506,78,61712.07469908522,3346,N207,S0,0
Truck3868,1710,N105,1449,1506,57,45559.99061658157,1826,N105,S0,0
Truck3901,1826,N105,1461,1506,45,35419.96612285012,2346,N2,S0,0
Truck4006,3346,N207,1500,1506,6,4778.025000000019,3237,N204,S0,0
Truck2636,0,N1,984,1507,523,418092.23368301,1338,N1,S0,0
Truck3797,1574,N102,1422,1507,85,67954.89974603387,1356,N102,S0,0
Truck3812,2346,N2,1428,1507,79,62522.65011580468,1356,N102,S0,0
Truck3869,1826,N105,1449,1507,58,46164.99061658157,1710,N105,S0,0
Truck2673,1338,N1,999,1508,509,407100.39177157887,1710,N105,S0,0
Truck2868,1356,N102,1074,1509,435,347484.759523088,1338,N1,S0,0
Truck2875,1338,N1,1074,1509,435,347614.75952308805,1356,N102,S0,0
Truck3881,1709,N104,1452,1509,57,45539.23563910388,1587,N104,S0,0
Truck3905,1826,N105,1464,1509,45,35419.96612285012,2346,N2,S0,0
Truck3640,1587,N104,1362,1510,148,117730.30508110246,1710,N105,S0,0
Truck3749,3231,N2,1404,1510,106,84651.50366666683,3346,N207,S0,0
Truck3836,1710,N105,1437,1512,75,59502.63224849072,1356,N102,S0,0
Truck3919,1826,N105,1467,1512,45,35419.96612285012,2346,N2,S0,0
Truck3811,1574,N102,1428,1513,85,67954.89974603387,1356,N102,S0,0
Truck3828,1356,N102,1434,1513,79,62522.65011580461,2346,N2,S0,0
Truck3830,2346,N2,1434,1513,79,62522.65011580468,1356,N102,S0,0
Truck3848,1587,N104,1440,1513,73,58244.67283261178,1356,N102,S0,0
Truck2683,1338,N1,1002,1515,513,410120.4096388928,2346,N2,S0,0
Truck2893,1338,N1,1080,1515,435,347614.75952308805,1356,N102,S0,0
Truck3080,1587,N104,1152,1515,363,289854.08669047634,1338,N1,S0,0
Truck3897,1709,N104,1458,1515,57,45539.23563910388,1587,N104,S0,0
Truck3923,1826,N105,1470,1515,45,35419.96612285012,2346,N2,S0,0
Truck4000,1710,N105,1500,1515,15,11286.841911431562,0,N1,S0,0
Truck3656,1587,N104,1368,1516,148,117730.30508110246,1710,N105,S0,0
Truck3767,3231,N2,1410,1516,106,84651.50366666683,3346,N207,S0,0
Truck3947,3329,N204,1476,1516,40,31360.076986546203,3237,N204,S0,0
Truck3810,1356,N102,1428,1517,89,70624.47415992226,0,N1,S0,0
Truck3820,0,N1,1428,1517,89,70624.47415992228,1356,N102,S0,0
Truck3970,1356,N102,1488,1517,29,22927.92176443006,3237,N204,S0,0
Truck3978,3237,N204,1488,1517,29,22927.921764430062,1356,N102,S0,0
Truck2897,1338,N1,1083,1518,435,347614.75952308805,1356,N102,S0,0
Truck3847,3511,N207,1440,1518,78,61712.07469908522,3346,N207,S0,0
Truck3933,1826,N105,1473,1518,45,35419.96612285012,2346,N2,S0,0
Truck4038,3346,N207,1512,1518,6,4778.025000000019,3237,N204,S0,0
Truck3662,1710,N105,1371,1519,148,117730.30508110247,1587,N104,S0,0
Truck3829,1574,N102,1434,1519,85,67954.89974603387,1356,N102,S0,0
Truck3860,1356,N102,1446,1521,75,59502.63224849069,1710,N105,S0,0
Truck3913,1709,N104,1464,1521,57,45539.23563910388,1587,N104,S0,0
Truck3834,0,N1,1434,1523,89,70624.47415992228,1356,N102,S0,0
Truck3988,1356,N102,1494,1523,29,22927.92176443006,3237,N204,S0,0
Truck2705,1338,N1,1011,1524,513,410120.4096388928,2346,N2,S0,0
Truck3918,1710,N105,1467,1524,57,45559.99061658157,1826,N105,S0,0
Truck3843,1574,N102,1440,1525,85,67954.89974603387,1356,N102,S0,0
Truck4060,1710,N105,1521,1525,4,3185.0178673139153,2346,N2,S0,0
Truck4048,0,N1,1515,1526,11,8361.824044117646,2346,N2,S0,0
Truck2925,1338,N1,1092,1527,435,347614.75952308805,1356,N102,S0,0
Truck3117,1338,N1,1164,1527,363,289984.0866904762,1587,N104,S0,0
Truck3929,1709,N104,1470,1527,57,45539.23563910388,1587,N104,S0,0
Truck3955,1826,N105,1482,1527,45,35419.96612285012,2346,N2,S0,0
Truck4044,0,N1,1512,1527,15,11286.841911431562,1710,N105,S0,0
Truck3799,3231,N2,1422,1528,106,84651.50366666683,3346,N207,S0,0
Truck3979,3329,N204,1488,1528,40,31360.076986546203,3237,N204,S0,0
Truck4010,3237,N204,1500,1529,29,22927.921764430062,1356,N102,S0,0
Truck3879,3511,N207,1452,1530,78,61712.07469908522,3346,N207,S0,0
Truck3886,1710,N105,1455,1530,75,59502.63224849072,1356,N102,S0,0
Truck3965,1826,N105,1485,1530,45,35419.96612285012,2346,N2,S0,0
Truck4070,3346,N207,1524,1530,6,4778.025000000019,3237,N204,S0,0
Truck3684,2346,N2,1380,1531,151,120750.32294841648,1587,N104,S0,0
Truck3861,1574,N102,1446,1531,85,67954.89974603387,1356,N102,S0,0
Truck2737,1338,N1,1023,1532,509,407100.39177157887,1710,N105,S0,0
Truck3972,2346,N2,1488,1532,44,34814.96612285012,1826,N105,S0,0
Truck2939,1338,N1,1098,1533,435,347614.75952308805,1356,N102,S0,0
Truck3936,1710,N105,1476,1533,57,45559.99061658157,1826,N105,S0,0
Truck3945,1709,N104,1476,1533,57,45539.23563910388,1587,N104,S0,0
Truck3969,1826,N105,1488,1533,45,35419.96612285012,2346,N2,S0,0
Truck3813,3231,N2,1428,1534,106,84651.50366666683,3346,N207,S0,0
Truck3937,1826,N105,1476,1534,58,46164.99061658157,1710,N105,S0,0
Truck2747,1338,N1,1026,1535,509,407100.39177157887,1710,N105,S0,0
Truck3866,0,N1,1446,1535,89,70624.47415992228,1356,N102,S0,0
Truck3672,1587,N104,1374,1536,162,128852.14699253402,0,N1,S0,0
Truck3983,1826,N105,1491,1536,45,35419.96612285012,2346,N2,S0,0
Truck3875,1574,N102,1452,1537,85,67954.89974603387,1356,N102,S0,0
Truck3951,1826,N105,1479,1537,58,46164.99061658157,1710,N105,S0,0
Truck3990,2346,N2,1494,1538,44,34814.96612285012,1826,N105,S0,0
Truck3268,2346,N2,1224,1539,315,251460.58903475184,3231,N2,S0,0
Truck3904,1710,N105,1464,1539,75,59502.63224849072,1356,N102,S0,0
Truck3961,1709,N104,1482,1539,57,45539.23563910388,1587,N104,S0,0
Truck3987,1826,N105,1494,1539,45,35419.96612285012,2346,N2,S0,0
Truck4064,1710,N105,1524,1539,15,11286.841911431562,0,N1,S0,0
Truck3720,1587,N104,1392,1540,148,117730.30508110246,1710,N105,S0,0
Truck3831,3231,N2,1434,1540,106,84651.50366666683,3346,N207,S0,0
Truck4011,3329,N204,1500,1540,40,31360.076986546203,3237,N204,S0,0
Truck4042,3237,N204,1512,1541,29,22927.921764430062,1356,N102,S0,0
Truck2751,1338,N1,1029,1542,513,410120.4096388928,2346,N2,S0,0
Truck2961,1338,N1,1107,1542,435,347614.75952308805,1356,N102,S0,0
Truck3911,3511,N207,1464,1542,78,61712.07469908522,3346,N207,S0,0
Truck3997,1826,N105,1497,1542,45,35419.96612285012,2346,N2,S0,0
Truck4102,3346,N207,1536,1542,6,4778.025000000019,3237,N204,S0,0
Truck2732,0,N1,1020,1543,523,418092.23368301,1338,N1,S0,0
Truck3726,1710,N105,1395,1543,148,117730.30508110247,1587,N104,S0,0
Truck3893,1574,N102,1458,1543,85,67954.89974603387,1356,N102,S0,0
Truck3888,0,N1,1455,1544,89,70624.47415992228,1356,N102,S0,0
Truck3696,0,N1,1383,1545,162,128852.14699253405,1587,N104,S0,0
Truck3924,1356,N102,1470,1545,75,59502.63224849069,1710,N105,S0,0
Truck3977,1709,N104,1488,1545,57,45539.23563910388,1587,N104,S0,0
Truck4090,0,N1,1530,1545,15,11286.841911431562,1710,N105,S0,0
Truck3845,3231,N2,1440,1546,106,84651.50366666683,3346,N207,S0,0
Truck4118,2346,N2,1542,1546,4,3185.017867313915,1710,N105,S0,0
Truck3892,1356,N102,1458,1547,89,70624.47415992226,0,N1,S0,0
Truck4052,1356,N102,1518,1547,29,22927.92176443006,3237,N204,S0,0
Truck2769,1338,N1,1035,1548,513,410120.4096388928,2346,N2,S0,0
Truck2975,1338,N1,1113,1548,435,347614.75952308805,1356,N102,S0,0
Truck4015,1826,N105,1503,1548,45,35419.96612285012,2346,N2,S0,0
Truck3736,1587,N104,1398,1549,151,120750.32294841637,2346,N2,S0,0
Truck3907,1574,N102,1464,1549,85,67954.89974603387,1356,N102,S0,0
Truck3902,0,N1,1461,1550,89,70624.47415992228,1356,N102,S0,0
Truck3993,1709,N104,1494,1551,57,45539.23563910388,1587,N104,S0,0
Truck4019,1826,N105,1506,1551,45,35419.96612285012,2346,N2,S0,0
Truck3744,1710,N105,1404,1552,148,117730.30508110247,1587,N104,S0,0
Truck3863,3231,N2,1446,1552,106,84651.50366666683,3346,N207,S0,0
Truck4043,3329,N204,1512,1552,40,31360.076986546203,3237,N204,S0,0
Truck4074,3237,N204,1524,1553,29,22927.921764430062,1356,N102,S0,0
Truck4122,0,N1,1542,1553,11,8361.824044117646,2346,N2,S0,0
Truck3943,3511,N207,1476,1554,78,61712.07469908522,3346,N207,S0,0
Truck3996,1710,N105,1497,1554,57,45559.99061658157,1826,N105,S0,0
Truck4029,1826,N105,1509,1554,45,35419.96612285012,2346,N2,S0,0
Truck4112,0,N1,1539,1554,15,11286.841911431562,1710,N105,S0,0
Truck4134,3346,N207,1548,1554,6,4778.025000000019,3237,N204,S0,0
Truck3925,1574,N102,1470,1555,85,67954.89974603387,1356,N102,S0,0
Truck3940,2346,N2,1476,1555,79,62522.65011580468,1356,N102,S0,0
Truck3960,1587,N104,1482,1555,73,58244.67283261178,1356,N102,S0,0
Truck3920,0,N1,1467,1556,89,70624.47415992228,1356,N102,S0,0
Truck4036,2346,N2,1512,1556,44,34814.96612285012,1826,N105,S0,0
Truck4126,0,N1,1545,1556,11,8361.824044117646,2346,N2,S0,0
Truck3003,1338,N1,1122,1557,435,347614.75952308805,1356,N102,S0,0
Truck3192,1587,N104,1194,1557,363,289854.08669047634,1338,N1,S0,0
Truck4009,1709,N104,1500,1557,57,45539.23563910388,1587,N104,S0,0
Truck4033,1826,N105,1512,1557,45,35419.96612285012,2346,N2,S0,0
Truck3768,1587,N104,1410,1558,148,117730.30508110246,1710,N105,S0,0
Truck3877,3231,N2,1452,1558,106,84651.50366666683,3346,N207,S0,0
Truck4001,1826,N105,1500,1558,58,46164.99061658157,1710,N105,S0,0
Truck2811,1338,N1,1050,1559,509,407100.39177157887,1710,N105,S0,0
Truck4132,2346,N2,1548,1559,11,8361.824044117648,0,N1,S0,0
Truck4047,1826,N105,1515,1560,45,35419.96612285012,2346,N2,S0,0
Truck4124,1710,N105,1545,1560,15,11286.841911431562,0,N1,S0,0
Truck3939,1574,N102,1476,1561,85,67954.89974603387,1356,N102,S0,0
Truck3934,0,N1,1473,1562,89,70624.47415992228,1356,N102,S0,0
Truck4054,2346,N2,1518,1562,44,34814.96612285012,1826,N105,S0,0
Truck4018,1710,N105,1506,1563,57,45559.99061658157,1826,N105,S0,0
Truck4024,1587,N104,1506,1563,57,45419.235639103885,1709,N104,S0,0
Truck4025,1709,N104,1506,1563,57,45539.23563910388,1587,N104,S0,0
