road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms
R240,26.794,LRP026b,24.46375,91.4601667,,Culvert,Box Culvert,12371,353.9999999999992,Culvert,LRP026b,16.88783783783784,D,BAILAKANDI CULVERT
R240,27.0,LRP027,24.4654167,91.4610556,,KmPost,Km post Missing,12372,205.99999999999952,KmPost,,,,
R240,27.075,LRP027a,24.4657222,91.4617222,BS,Bridge,Bridge Start,12373,18.935249999999996,Bridge,LRP027a,18.935249999999996,D,MALUAKANDI CULVEDRT
R240,27.108,LRP027b,24.4658056,91.4620278,BE,Bridge,Bridge End,12374,10.043023255813955,Bridge,LRP027b,10.043023255813955,D,Dhulipitha Bridge
R240,27.348,LRP027c,24.4664722,91.4642778,,Culvert,Box Culvert,12375,239.99999999999844,Culvert,LRP027c,11.07076923076923,D,PATARTEK
R240,28.0,LRP028,24.4704993,91.4689438,,KmPost,Km post Missing,12376,652.000000000001,KmPost,,,,
R240,28.7,LRP028a,24.4765549,91.4696104,,Culvert,Box Culvert,12377,699.9999999999993,Culvert,LRP028a,20.14310606060606,D,Bhater char Bridge (R)
R240,28.875,LRP028b,24.4779438,91.4702493,,Culvert,Box Culvert,12378,175.0000000000007,Culvert,LRP028b,17.91714285714286,D,Bhater char Bridge (L)
R240,29.0,LRP029,24.4793604,91.4702771,,KmPost,Km post Missing,12379,125.0,KmPost,,,,
R240,29.175,LRP029a,24.478416,91.4703882,BS,Bridge,Bridge Start,12380,6.1,Bridge,LRP029a,6.1,D,Anarpara Bridge (L)
R240,29.2,LRP029b,24.4813882,91.4704438,BE,Bridge,Bridge End,12381,21.551428571428573,Bridge,LRP029b,21.551428571428573,D,Anarpara Bridge (R)
R240,30.0,LRP030,24.4878886,91.4735549,,KmPost,Km post Missing,12382,800.0000000000007,KmPost,,,,
R240,30.04,LRP030a,24.4881663,91.4737216,BS,Bridge,Bridge Start,12383,12.936262626262627,Bridge,LRP030a,12.936262626262627,D,VITIKANDA - ANAR PUR CULVERT
R240,30.066,LRP030b,24.4884163,91.4738327,BE,Bridge,Bridge End,12384,17.2455,Bridge,LRP030b,17.2455,D,DGWOYAHATA-2
R240,30.61,LRP030c,24.4930274,91.4755271,,Culvert,Box Culvert,12385,544.0000000000005,Culvert,LRP030c,10.13529411764706,C,NARAYAN ROLI
R240,31.0,LRP031,24.4957219,91.4782216,,KmPost,Km post Missing,12386,390.00000000000057,KmPost,,,,
R240,31.061,LRP031a,24.4960274,91.4785549,,Culvert,Box Culvert,12387,60.99999999999994,Culvert,LRP031a,6.9,D,Alipur bridge(R)
R240,31.63,LRP031b,24.5006944,91.4803882,,Culvert,Box Culvert,12388,568.9999999999991,Culvert,LRP031b,18.830000000000002,D,DAWAYAHAT-3
R240,32.0,LRP032,24.5038056,91.4820549,,KmPost,Km post Missing,12389,370.000000000001,KmPost,,,,
R240,33.0,LRP033,24.511,91.4878886,,KmPost,Km post Missing,12390,1000.0,KmPost,,,,
R240,33.24,LRP033a,24.5125833,91.4894441,BS,Bridge,Bridge Start,12391,8.836526315789472,Bridge,LRP033a,8.836526315789472,D,PURRANBUICHE BOX CULVERT
R240,33.266,LRP033b,24.51275,91.4902497,BE,Bridge,Bridge End,12392,11.457674418604652,Bridge,LRP033b,11.457674418604652,D,NOYAPARA
R240,34.0,LRP034,24.5182216,91.4937774,,KmPost,Km post Missing,12393,734.0000000000018,KmPost,,,,
R240,34.573,LRP034a,24.5231382,91.4949997,,Culvert,Box Culvert,12394,573.0000000000005,Culvert,LRP034a,7.085,D,Madhya Baushia Bridge(L)
R240,35.0,LRP035,24.5264716,91.4959441,,KmPost,Km post Missing,12395,426.9999999999996,KmPost,,,,
R240,35.15,LRP035a,24.5273882,91.4981108,,Culvert,Box Culvert,12396,149.99999999999858,Culvert,LRP035a,25.836701030927838,D,.
R240,35.65,LRP035b,24.5304993,91.5016667,,Culvert,Box Culvert,12397,500.0,Culvert,LRP035b,19.55181818181818,C,BAGDI BOX CULVERT
R240,36.0,LRP036,24.5327771,91.5042778,,KmPost,Km post Missing,12398,350.0000000000014,KmPost,,,,
R240,36.25,LRP036a,24.5346386,91.5056389,,Culvert,Box Culvert,12399,250.0,Culvert,LRP036a,6.8,D,Baushia bazar Bridge( L )
R240,37.0,LRP037,24.5399441,91.5099444,,KmPost,Km post Missing,12400,750.0,KmPost,,,,
R240,37.646,LRP037a,24.5440552,91.514,,Culvert,Box Culvert,12401,646.0000000000008,Culvert,LRP037a,52.22345679012345,D,Daudkandi Bridge.
R240,38.0,LRP038,24.547333,91.5146667,,KmPost,Km post Missing,12402,353.9999999999992,KmPost,,,,
R240,39.0,LRP039,24.539583,91.5149444,,KmPost,Km post Missing,12403,1000.0,KmPost,,,,
R240,39.236,LRP039a,24.5583333,91.5148333,BS,Bridge,Bridge Start,12404,24.127439024390245,Bridge,LRP039a,24.127439024390245,D,KARAR CHAR CULVERT (2)
R240,39.261,LRP039b,24.5585,91.5149167,BE,Bridge,Bridge End,12405,6.12578947368421,Bridge,LRP039b,6.12578947368421,D,.
R240,39.88,LRP039c,24.5640833,91.5154167,,Culvert,Box Culvert,12406,618.9999999999998,Culvert,LRP039c,9.593333333333332,C,NAGOR BARI CULVERT
R240,40.0,LRP040,24.565,91.5158333,,KmPost,Km post Missing,12407,119.99999999999744,KmPost,,,,
R240,40.286,LRP040a,24.5666389,91.5185271,,"SideRoad,Left",Z2405 to Baniyachang,12408,286.00000000000136,"SideRoad,Left",LRP040a,17.093478260869563,D,PATUAR PAR CULVERT
R240,40.61,LRP040b,24.5668882,91.5204438,,Culvert,Box Culvert,12409,323.99999999999807,Culvert,LRP040b,11.66888888888889,D,BARAITULA BUSTANT CULVERT
R240,40.955,LRP040c,24.567416,91.5237771,,Culvert,Box Culvert,12410,344.99999999999886,Culvert,LRP040c,5.156153846153846,C,MADANPUR
R240,41.0,LRP041,24.5674716,91.5243049,,KmPost,Km post Missing,12411,45.000000000001705,KmPost,,,,
R240,41.509,LRP041a,24.5683604,91.5291104,,Culvert,Box Culvert,12412,509.00000000000034,Culvert,LRP041a,18.853389830508473,D,AKLIMTOLA BRIDGE
R240,42.0,LRP042,24.570666,91.5334163,,KmPost,Km post Missing,12413,490.99999999999966,KmPost,,,,
R240,42.054,LRP042a,24.5708604,91.533833,,Culvert,Box Culvert,12414,54.000000000002046,Culvert,LRP042a,20.68079365079365,D,SAYED NAGOR CULVERT
R240,42.342,LRP042b,24.5718882,91.5364997,,Culvert,Box Culvert,12415,287.9999999999967,Culvert,LRP042b,5.699333333333333,C,.
R240,43.0,LRP043,24.5749993,91.5392774,,KmPost,Km post Missing,12416,658.0000000000013,KmPost,,,,
R240,43.134,LRP043a,24.5753327,91.5432774,,Culvert,Box Culvert,12417,134.00000000000034,Culvert,LRP043a,25.518870967741936,D,ITAKHOLA CULVERT
R240,43.54,LRP043b,24.5762493,91.5471108,,Culvert,Box Culvert,12418,405.9999999999988,Culvert,LRP043b,6.28217391304348,C,RANIHAT ARCH MASONARY
R240,43.96,LRP043c,24.5771938,91.5510833,,Culvert,Box Culvert,12419,420.0000000000017,Culvert,LRP043c,11.371111111111109,D,Baro Bari Bridge
R240,44.0,LRP044,24.5773604,91.5516389,,KmPost,Km post Missing,12420,39.99999999999915,KmPost,,,,
R240,45.0,LRP045,24.5786104,91.5615556,,KmPost,Km post Missing,12421,1000.0,KmPost,,,,
R240,45.078,LRP045a,24.5786938,91.56225,,Culvert,Box Culvert,12422,78.00000000000296,Culvert,LRP045a,18.42206349206349,D,DUBAIL CULVERT
R240,46.0,LRP046,24.5826938,91.5702216,,KmPost,Km post Missing,12423,921.999999999997,KmPost,,,,
R240,46.07,LRP046a,24.5827493,91.5702771,,Culvert,Box Culvert,12424,70.00000000000028,Culvert,LRP046a,24.731617647058826,D,Simbi Bridge
R240,46.747,LRP046b,24.5864719,91.5762493,,Culvert,Box Culvert,12425,676.9999999999995,Culvert,LRP046b,9.29611111111111,D,.
R240,47.0,LRP047,24.5878886,91.5784993,,KmPost,Km post Missing,12426,253.0000000000001,KmPost,,,,
R240,47.435,LRP047a,24.590083,91.5820827,,Culvert,Box Culvert,12427,435.0000000000023,Culvert,LRP047a,17.19153846153846,D,KUNDAR PARA (1) BOX CULVERT
R240,47.69,LRP047b,24.590408948672565,91.58466542123894,,Culvert,Box Culvert,12428,254.99999999999545,Culvert,LRP047b,5.081999999999999,D,.
R240,48.0,LRP048,24.5908052,91.5878052,,KmPost,Km post Missing,12429,310.0000000000023,KmPost,,,,
R240,48.105,LRP048a,24.590833,91.588833,BS,Bridge,Bridge Start,12430,15.335283018867926,Bridge,LRP048a,15.335283018867926,C,HAZI BAGAN CULVERT
R240,48.13,LRP048b,24.5910552,91.5890552,BE,Bridge,Bridge End,12431,13.793333333333333,Bridge,LRP048b,13.793333333333333,C,SHARIPULAIA BOX CULVERT
R240,48.44,LRP048c,24.5909163,91.5921108,,Culvert,Box Culvert,12432,309.99999999999517,Culvert,LRP048c,4.175,C,RAIPUR BOX CULVERT
R240,48.99,LRP048d,24.5911108,91.592083,,Culvert,Box Culvert,12433,550.0000000000043,Culvert,LRP048d,6.9,A,.
R240,49.0,LRP049,24.5911386,91.5977774,,KmPost,Km post Missing,12434,9.99999999999801,KmPost,,,,
R240,49.42,LRP049a,24.5914997,91.6018611,,CrossRoad,Cross the Road N2,12435,420.0000000000017,CrossRoad,LRP049a,31.69722222222222,D,Ginlatoly bridge
R240,50.67,LRPE,24.5938052,91.6104722,,Others,Road end with N2 ( Dhaka- Syhlet Road at Auskandi),12436,1250.0,Others,,,,
R241,0.0,LRPS,24.6134167,91.6312493,,Others,"Road start from N2 at Soyedpur Bazar, Hobiganj.",12437,0.0,Others,,,,
R241,1.03,LRP001,24.6200549,91.6246104,,KmPost,Info Missing,12438,1030.0,KmPost,,,,
R241,1.055,LRP001a,24.6202216,91.6244438,,Culvert,Box Culvert,12439,24.99999999999991,Culvert,LRP001a,5.890000000000001,D,.
R241,1.573,LRP001b,24.623916,91.622166,,Culvert,Box Culvert,12440,518.0,Culvert,LRP001b,9.194088397790054,D,Salehpur Bridge(right)
R241,1.794,LRP001c,24.6257493,91.6215271,,Culvert,Box culvert,12441,221.00000000000009,Culvert,LRP001c,23.136831683168317,D,MIRAR HAT 2 SLAB CULVERT
R241,2.03,LRP002,24.6263604,91.6192493,,KmPost,Info Missing,12442,235.99999999999977,KmPost,,,,
R241,2.376,LRP002a,24.6273049,91.6165556,,Culvert,Box Culvert,12443,346.0000000000001,Culvert,LRP002a,14.011918735891648,D,Brorechon
R241,2.935,LRP003,24.6308604,91.6127222,,KmPost,Info Missing,12444,559.0000000000001,KmPost,,,,
R241,3.083,LRP003a,24.6320271,91.6121389,BS,Bridge,Bridge Start,12445,15.007563025210084,Bridge,LRP003a,15.007563025210084,D,KODDA BRIDGE
R241,3.094,LRP003b,24.6320549,91.6120556,BE,Bridge,Bridge End,12446,11.842028985507245,Bridge,LRP003b,11.842028985507245,D,RAJGONJ BAZAR SLAB CULVERT
R241,3.86,LRP003c,24.6386108,91.6115278,,Culvert,Box Culvert,12447,766.0,Culvert,LRP003c,11.520267857142857,D,Kodda Bridge -1
R241,3.925,LRP004,24.6391386,91.6114167,,KmPost,Info Missing,12448,64.99999999999994,KmPost,,,,
R241,4.719,LRP004a,24.6440274,91.6074167,,Culvert,Box Culvert,12449,794.0000000000005,Culvert,LRP004a,6.8,D,Bypile Bridge
R241,4.99,LRP005,24.6442497,91.6064722,,KmPost,Info Missing,12450,270.9999999999999,KmPost,,,,
R241,5.615,LRP005a,24.644333,91.599333,BS,Bridge,Bridge Start,12451,6.0,Bridge,LRP005a,6.0,D,.
R241,5.648,LRP005b,24.6444719,91.5989997,BE,Bridge,Bridge End,12452,15.158609271523177,Bridge,LRP005b,15.158609271523177,D,THAHORIA CUL
R241,5.99,LRP006,24.647833,91.591333,,KmPost,Km post missing,12453,342.0000000000005,KmPost,,,,
R241,6.99,LRP007,24.6488886,91.5816938,,KmPost,Km post missing,12454,1000.0,KmPost,,,,
R241,7.99,LRP008,24.6571667,91.5818882,,KmPost,Km post missing,12455,1000.0,KmPost,,,,
R241,8.262,LRP008a,24.6587778,91.5812493,,Culvert,Box culvert,12456,272.0000000000002,Culvert,LRP008a,7.324999999999999,D,.
R241,8.99,LRP009,24.6654167,91.5778882,,KmPost,Km post missing,12457,727.9999999999998,KmPost,,,,
R241,9.04,LRP009a,24.6648333,91.5784993,,Culvert,Box Culvert,12458,49.999999999998934,Culvert,LRP009a,11.624104046242774,D,.
R241,9.99,LRP010,24.6668049,91.5687771,,KmPost,Km post missing,12459,950.000000000001,KmPost,,,,
R241,10.267,LRP010a,24.6664444,91.5694993,BS,Bridge,Bridge Start,12460,15.930758620689655,Bridge,LRP010a,15.930758620689655,D,Fulbaria Bridge(Left)
R241,10.314,LRP010b,24.6665,91.5692216,BE,Bridge,Bridge End,12461,12.80155737704918,Bridge,LRP010b,12.80155737704918,D,NOYAPARA CULVERT
R241,10.59,LRP010c,24.6661111,91.5699993,,Others / Others,Start of Sunamganj Road Division / Start of Sunamganj Road Division,12462,275.9999999999998,Others,LRP010c,4.15,D,ADUPUR CULVERT
R241,10.99,LRP011,24.6708049,91.5611944,,KmPost,Km post missing,12463,400.00000000000034,KmPost,,,,
R241,11.452,LRP011a,24.6739438,91.5595833,,Culvert,Box culvert,12464,461.9999999999998,Culvert,LRP011a,12.8524025974026,D,NAYABARI KASPUR BOX CULVERT
R241,11.921,LRP011b,24.6768882,91.5575278,,Culvert,Box Culvert,12465,468.99999999999943,Culvert,LRP011b,14.081509433962266,D,BINGUL SLAB CULVERT
R241,11.99,LRP012,24.67708300290381,91.55690861578948,,KmPost,Km post mising,12466,69.00000000000084,KmPost,,,,
R241,12.472,LRP012a,24.6784438,91.5525833,,Culvert,Box culvert,12467,481.9999999999993,Culvert,LRP012a,14.478867313915858,D,KHAS PARA BOX CULVERT
R241,12.591,LRP012b,24.6792493,91.5517778,,Culvert,Box culvert,12468,118.99999999999977,Culvert,LRP012b,11.538999999999998,D,DAWAN BAG BOX CULVERT
R241,12.99,LRP013,24.68196574767442,91.54942816109124,,KmPost,Km post missing,12469,399.0000000000009,KmPost,,,,
R241,13.709,LRP013a,24.6868608,91.5451941,,Culvert,Box culvert,12470,718.9999999999994,Culvert,LRP013a,5.6,D,Madanpur Bridge.(L)
R241,13.99,LRP014,24.6883886,91.5442774,,KmPost,Km post missing,12471,281.00000000000057,KmPost,,,,
R241,14.99,LRP015,24.6950552,91.5376941,,KmPost,Km post missing,12472,1000.0,KmPost,,,,
R241,15.32,LRP015a,24.6978052,91.5348886,,Culvert,Box Culvert,12473,330.00000000000006,Culvert,LRP015a,15.885675675675676,D,CHANDORA CULVERT
R241,15.99,LRP016,24.7021944,91.5315271,,KmPost,Km post missing,12474,669.9999999999999,KmPost,,,,
R241,16.021,LRP016a,24.7020833,91.5315827,GS,Ferry%2DghatStart,River Start,12475,31.000000000000583,Ferry,LRP016a,15.506954732510286,D,BANTI BOX CULVERT
R241,16.241,LRP016b,24.7040556,91.532416,GE,Ferry%2DghatEnd,River End,12476,219.99999999999886,Ferry,LRP016b,11.682068965517242,D,NEEMTOLI BRIDGE
R241,16.99,LRP017,24.7066111,91.5363608,,KmPost,Km post missing,12477,748.9999999999987,KmPost,,,,
R241,17.345,LRP017a,24.7094444,91.537833,BS,Bridge,Bridge Start,12478,15.144881516587676,Bridge,LRP017a,15.144881516587676,D,.
R241,17.372,LRP017b,24.7095833,91.5379163,BE,Bridge,Bridge End,12479,15.196555555555555,Bridge,LRP017b,15.196555555555555,D,.
R241,17.99,LRP018,24.7147778,91.5373608,,KmPost,Km post missing,12480,617.9999999999985,KmPost,,,,
R241,18.512,LRP018a,24.7184438,91.5350552,,Culvert,Box Culvert,12481,522.000000000002,Culvert,LRP018a,6.0,D,Darikandi Bridge (L)
R241,18.99,LRP019,24.7222493,91.5372774,,KmPost,Km post missing,12482,477.99999999999795,KmPost,,,,
R241,19.231,LRP019a,24.723916,91.5386663,,Culvert,Box Culvert,12483,241.0000000000032,Culvert,LRP019a,5.125,D,.
R241,19.99,LRP020,24.7294993,91.542833,,KmPost,Km post missing,12484,758.9999999999968,KmPost,,,,
R241,20.746,LRP020a,24.7355274,91.5459997,,Culvert,Box Culvert,12485,756.0000000000002,Culvert,LRP020a,17.791257485029938,D,KRIBORDI BOX CULVERT
R241,20.99,LRP021,24.7377497,91.5469441,,KmPost,Km post missing,12486,243.99999999999977,KmPost,,,,
R241,21.377,LRP021a,24.7411386,91.5472774,,Culvert,Box Culvert,12487,387.00000000000045,Culvert,LRP021a,6.1,D,PURINDA BAZAR BOX CULVERT
R241,21.86,LRP021b,24.7454719,91.5473886,BS,Bridge,Bridge Start,12488,19.7571875,Bridge,LRP021b,19.7571875,D,PURINDHA BOX CULVERT
R241,21.99,LRP022,24.746583,91.5473608,BE,KmPost,Km post missing Bridge end,12489,129.999999999999,KmPost,,,,
R241,22.342,LRP022a,24.7496108,91.5480274,,Culvert,Box Culvert,12490,352.00000000000034,Culvert,LRP022a,18.680838709677417,D,NORTH HIJOLTOLI BRIDGE (1)
R241,22.695,LRP022b,24.7526389,91.5489997,,Culvert,Box culvert,12491,353.00000000000153,Culvert,LRP022b,5.441219512195122,D,FOTIKCHORI BAZAR BOX CULVERT
R241,22.95,LRP022c,24.7548611,91.5495274,,Culvert,Box Culvert,12492,254.999999999999,Culvert,LRP022c,11.473103448275863,C,.
R241,22.99,LRP023,24.7553333,91.5496663,,KmPost,Km post missing,12493,39.99999999999915,KmPost,,,,
R241,23.128,LRP023a,24.7565,91.5499163,,Culvert,Box Culvert,12494,138.00000000000168,Culvert,LRP023a,22.282499999999995,D,ASHIR CHAR (Right)
R241,23.99,LRP024,24.7633611,91.5500833,,KmPost,Km post missing,12495,861.9999999999983,KmPost,,,,
R241,24.99,LRP025,24.7688604,91.546333,,KmPost,Km post missing,12496,1000.0,KmPost,,,,
R241,25.592,LRP025a,24.7737493,91.5441663,,Culvert,Box Culvert,12497,602.0000000000003,Culvert,LRP025a,18.87540740740741,D,KANDA PARA BOX CULVERT
R241,25.99,LRP026,24.7798049,91.5433886,,KmPost,Info missing,12498,397.99999999999966,KmPost,,,,
R241,26.778,LRP026a,24.7867219,91.5423052,,Culvert,Box Culvert,12499,788.0000000000002,Culvert,LRP026a,14.939922480620154,D,TATULTALA CULVERT
R241,26.99,LRP027,24.7887219,91.5419997,,KmPost,Info missing,12500,211.99999999999974,KmPost,,,,
R241,27.234,LRP027a,24.790833,91.5416386,,Culvert,Box Culvert,12501,244.00000000000333,Culvert,LRP027a,18.935249999999996,D,MALUAKANDI CULVEDRT
R241,27.896,LRP027b,24.7966663,91.5419997,BS,Bridge,Bridge Start,12502,10.043023255813955,Bridge,LRP027b,10.043023255813955,D,Dhulipitha Bridge
R241,27.924,LRP027c,24.7968886,91.542083,BE,Bridge,Bridge End,12503,11.07076923076923,Bridge,LRP027c,11.07076923076923,D,PATARTEK
R241,28.0,LRP028,24.7974997,91.5422774,,KmPost,Sunamganj 39 km,12504,76.00000000000051,KmPost,,,,
R241,28.867,LRP028a,24.8050833,91.5438608,,Culvert,Box Culvert,12505,867.0000000000009,Culvert,LRP028a,20.14310606060606,D,Bhater char Bridge (R)
R241,29.0,LRP029,24.8061111,91.5435552,,KmPost,Info missing,12506,132.99999999999912,KmPost,,,,
R241,30.0,LRP030,24.8144722,91.5395552,,KmPost,Info missing,12507,1000.0,KmPost,,,,
R241,30.259,LRP030a,24.8164167,91.5386386,BS,Bridge,Bridge Start,12508,12.936262626262627,Bridge,LRP030a,12.936262626262627,D,VITIKANDA - ANAR PUR CULVERT
R241,30.276,LRP030b,24.8167771,91.538583,BE,Bridge,Bridge End,12509,17.2455,Bridge,LRP030b,17.2455,D,DGWOYAHATA-2
R241,31.07,LRP031,24.8231938,91.5349163,,KmPost,Info missing,12510,794.0000000000005,KmPost,,,,
R241,31.159,LRP031a,24.8238049,91.534333,,Culvert,Box Culvert,12511,88.99999999999864,Culvert,LRP031a,6.9,D,Alipur bridge(R)
R241,31.748,LRP031b,24.8278882,91.530666,,Culvert,Box Culvert,12512,589.0000000000022,Culvert,LRP031b,18.830000000000002,D,DAWAYAHAT-3
R241,32.0,LRP032,24.829666,91.5290549,,KmPost,Info missing,12513,251.9999999999989,KmPost,,,,
R241,32.797,LRP032a,24.8351663,91.5240827,BS,Bridge,Bridge Start,12514,5.85,Bridge,LRP032a,5.85,D,Bhaber char Bridge(R)
R241,32.841,LRP032b,24.8354997,91.5238327,BE,Bridge,Bridge End,12515,25.997714285714288,Bridge,LRP032b,25.997714285714288,C,Bhaber char Bridge(L)
R241,33.0,LRP033,24.8366386,91.5228604,,KmPost,Km post broken,12516,158.99999999999892,KmPost,,,,
R241,33.834,LRP033a,24.8431386,91.5189438,BS,Bridge,Bridge Start,12517,8.836526315789472,Bridge,LRP033a,8.836526315789472,D,PURRANBUICHE BOX CULVERT
R241,33.905,LRP033b,24.8436941,91.518666,BE,Bridge,Bridge End,12518,11.457674418604652,Bridge,LRP033b,11.457674418604652,D,NOYAPARA
R241,34.0,LRP034,24.8446386,91.5182493,,KmPost,Info missing,12519,94.99999999999886,KmPost,,,,
R241,34.02,LRP034a,24.8448052,91.5181938,,Culvert,Box Culvert,12520,20.000000000003126,Culvert,LRP034a,7.085,D,Madhya Baushia Bridge(L)
R241,34.622,LRP034b,24.8498608,91.5161389,,Culvert,Box Culvert,12521,601.9999999999968,Culvert,LRP034b,7.283636363636363,D,Madhya Baushia Bridge(R)
R241,35.0,LRP035,24.8530556,91.5148333,,KmPost,Sunamganj 32 km,12522,378.0000000000001,KmPost,,,,
R241,35.224,LRP035a,24.8549167,91.5140278,BS,Bridge,Bridge Start,12523,25.836701030927838,Bridge,LRP035a,25.836701030927838,D,.
R241,35.261,LRP035b,24.8551667,91.5139167,BE,Bridge,Bridge End,12524,19.55181818181818,Bridge,LRP035b,19.55181818181818,C,BAGDI BOX CULVERT
R241,36.0,LRP036,24.8615,91.5113056,,KmPost,Sunamganj 31 km,12525,738.9999999999973,KmPost,,,,
R241,37.0,LRP037,24.8665833,91.5037222,,KmPost,Info missing,12526,1000.0,KmPost,,,,
R241,37.39,LRP037a,24.8677216,91.5003333,BS,Bridge,Bridge Start,12527,52.22345679012345,Bridge,LRP037a,52.22345679012345,D,Daudkandi Bridge.
R241,37.46,LRP037b,24.8682216,91.4999719,BE,Bridge,Bridge End,12528,20.820714285714292,Bridge,LRP037b,20.820714285714292,C,.
R241,37.886,LRP037c,24.8697771,91.496333,BS,Bridge,Bridge Start,12529,26.17,Bridge,LRP037c,26.17,B,MUDOBPUR CULVERT
R241,37.995,LRP037d,24.8705549,91.4957219,BE,Bridge,Bridge End,12530,10.708333333333334,Bridge,LRP037d,10.708333333333334,D,MIRPUR CULVERT
R241,38.0,LRP038,24.8706382,91.4956386,,KmPost,Info missing,12531,5.000000000002558,KmPost,,,,
R241,38.409,LRP038a,24.8736104,91.4933052,,Culvert,Box Culvert,12532,408.9999999999989,Culvert,LRP038a,22.162142857142854,D,Bala Nagar Bridge
R241,39.0,LRP039,24.8780549,91.4897497,,KmPost,Km post missing,12533,591.0000000000011,KmPost,,,,
R241,39.086,LRP039a,24.8784438,91.4891386,BS,Bridge,Bridge Start,12534,24.127439024390245,Bridge,LRP039a,24.127439024390245,D,KARAR CHAR CULVERT (2)
R241,39.306,LRP039b,24.8793049,91.4871941,BE,Bridge,Bridge End,12535,6.12578947368421,Bridge,LRP039b,6.12578947368421,D,.
R241,40.0,LRP040,24.883333,91.481666,,KmPost,Km post missing,12536,694.0000000000026,KmPost,,,,
R241,40.995,LRP041,24.8900552,91.4754993,,KmPost,Sunamganj 26 km,12537,994.9999999999975,KmPost,,,,
R241,41.064,LRP041a,24.8906941,91.475416,BS,Bridge,Bridge Start,12538,18.853389830508473,Bridge,LRP041a,18.853389830508473,D,AKLIMTOLA BRIDGE
R241,41.086,LRP041b,24.8908608,91.475416,BE,Bridge,Bridge End,12539,11.497727272727275,Bridge,LRP041b,11.497727272727275,D,SAYEA NAGAR (2) CULVERT
R241,41.869,LRP041c,24.897833,91.4744438,BS,Bridge,Bridge Start,12540,10.073333333333332,Bridge,LRP041c,10.073333333333332,C,BOGRA-2
R241,41.916,LRP041d,24.8982497,91.474416,BE,Bridge,Bridge End,12541,46.999999999997044,Bridge,,,Unknown,
R241,41.995,LRP042,24.8988886,91.4740549,,KmPost,Sunamganj 25 km,12542,79.00000000000063,KmPost,,,,
R241,42.592,LRP042a,24.90275,91.4702493,BS,Bridge,Bridge Start,12543,20.68079365079365,Bridge,LRP042a,20.68079365079365,D,SAYED NAGOR CULVERT
R241,42.617,LRP042b,24.9029444,91.4701382,BE,Bridge,Bridge End,12544,5.699333333333333,Bridge,LRP042b,5.699333333333333,C,.
R241,42.995,LRP043,24.906,91.4683604,,KmPost,info missing,12545,378.0000000000001,KmPost,,,,
R241,43.497,LRP043a,24.9100556,91.4661111,BS,Bridge,Bridge Start,12546,25.518870967741936,Bridge,LRP043a,25.518870967741936,D,ITAKHOLA CULVERT
R241,43.533,LRP043b,24.9102778,91.466,BE,Bridge,Bridge End,12547,6.28217391304348,Bridge,LRP043b,6.28217391304348,C,RANIHAT ARCH MASONARY
R241,43.997,LRP044,24.9145278,91.4646944,,KmPost,Info missing,12548,463.99999999999864,KmPost,,,,
R241,44.997,LRP045,24.9233327,91.4625556,,KmPost,Km post missing,12549,1000.0,KmPost,,,,
R241,45.015,LRPE,24.9233604,91.4625833,,Others,Road end with R280 at Pagla.,12550,18.000000000000682,Others,,,,
R247,0.0,LRPS,24.9064444,91.8803049,,Others,Road start from R248 at Shahi Eidgah point,12551,0.0,Others,,,,
R247,0.888,LRPSa,24.8999441,91.879416,,Culvert,Box culvert,12552,888.0,Culvert,LRPSa,15.641024258760106,D,Kashinathpur Bridge
R247,1.0,LRP001,24.8998052,91.8792771,,KmPost,Km post missing,12553,111.99999999999999,KmPost,,,,
R247,1.188,LRPE,24.8995552,91.8791382,,Others,The road ends Intersecting Chowhatta- Kumarpara rNaiorpool road (R249),12554,187.99999999999994,Others,,,,
R248,0.0,LRPS,24.9051111,91.8700271,,Others,Road Start from Z2801at Ambarkhana,12555,0.0,Others,,,,
R248,1.0,LRP001,24.90675,91.8791382,,KmPost,Km post missing,12556,1000.0,KmPost,,,,
R248,1.341,LRP001a,24.9066389,91.8804993,,"SideRoad,Right",R247,12557,340.99999999999994,"SideRoad,Right",LRP001a,5.890000000000001,D,.
R248,1.56,LRP001b,24.9062778,91.8818049,,Culvert,Box Culvert,12558,219.00000000000009,Culvert,LRP001b,9.194088397790054,D,Salehpur Bridge(right)
R248,2.0,LRP002,24.9070278,91.8883608,,KmPost,Km post missing,12559,439.99999999999994,KmPost,,,,
R248,2.295,LRP002a,24.9069444,91.8886386,,Culvert,Box Culvert,12560,294.99999999999994,Culvert,LRP002a,14.011918735891648,D,Brorechon
R248,2.639,LRP002b,24.9048889,91.8910552,,Culvert,Box Culvert,12561,343.9999999999999,Culvert,LRP002b,10.696847290640394,D,SHABAR BAZAR
R248,3.0,LRP003,24.9036111,91.8941941,,KmPost,Km post missing,12562,361.0000000000002,KmPost,,,,
R248,3.395,LRP003a,24.9028889,91.8979163,,Culvert,Box Culvert,12563,395.0,Culvert,LRP003a,15.007563025210084,D,KODDA BRIDGE
R248,4.0,LRP004,24.8987497,91.9010833,,KmPost,Km post missing,12564,605.0,KmPost,,,,
R248,4.257,LRPE,24.896333,91.9002778,,Others,Road end with N2 at Tilagar point.,12565,256.99999999999966,Others,,,,
