road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms
N1,296.095,LRP300a,22.0568611,92.1090833,,Culvert,Box culvert,716,423.0000000000018,Culvert,LRP300a,3.0,A,ZADUNAGOR FILLING BOX CULVERT
N1,296.61,LRP300b,22.0522778,92.1091111,,Culvert,Box culvert,717,514.9999999999864,Culvert,LRP300b,12.4,A,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT
N1,296.672,LRP301,22.0516944,92.1090278,,KmPost,Km post missing,718,62.00000000001182,KmPost,,,,
N1,297.002,LRP301a,22.0486386,92.1082222,,Culvert,Box culvert,719,329.9999999999841,Culvert,LRP301a,14.2,A,ZADUNAGOR BUS STATION BOX CULVERT
N1,297.441,LRP301b,22.0449719,92.1078333,,"SideRoad,Left",Road to Tonkabati (Z1013),720,438.99999999996453,"SideRoad,Left",LRP301b,23.1,B,Aadunagor bridge
N1,297.536,LRP301c,22.0443052,92.1073056,,Culvert,Box culvert,721,95.00000000002728,Culvert,,,,
N1,297.672,LRP302,22.0434441,92.1063056,,KmPost,Km post missing,722,136.0000000000241,KmPost,,,,
N1,298.367,LRP302a,22.0379163,92.104,,Culvert,Box culvert,723,694.9999999999932,Culvert,LRP302a,15.916666666666666,B,HATIAR PULL PC GIDER BRIDGE
N1,298.464,LRP303,22.037083,92.1039722,,KmPost,"Cox.s Bazar 96 km,Lohaona 3 km",724,96.99999999997999,KmPost,,,,
N1,299.031,LRP303a,22.0320827,92.1041667,,Culvert,Box culvert,725,567.0000000000073,Culvert,LRP303a,2.5,A,MUSKAMPANI PARA BOX CULVERT
N1,299.409,LRP303b,22.028916,92.1035556,,Bridge,Bridge start,726,377.9999999999859,Bridge,,,Unknown,
N1,299.464,LRP304,22.0284438,92.1032778,,KmPost,Km post missing,727,55.00000000000682,KmPost,,,,
N1,299.483,LRP304a,22.0283327,92.1031944,,Bridge,Bridge end,728,5.4,Bridge,LRP304a,5.4,A,.
N1,300.382,LRP305,22.020666,92.1015556,,KmPost,"Cox,s Bazar 94 km,Lohaona 1 km",729,899.0000000000009,KmPost,,,,
N1,300.396,LRP305a,22.0205549,92.1015,,Culvert,Box culvert,730,14.000000000010004,Culvert,LRP305a,22.4,A,Rataykul Bridge
N1,301.319,LRP306,22.0153056,92.094833,,KmPost,"Cox,s Bazar 93 km,Lohagora 6 km",731,923.0000000000018,KmPost,,,,
N1,302.249,LRP306a,22.0077222,92.0927497,,Culvert,Box culvert,732,930.0000000000068,Culvert,LRP306a,3.9,A,BON PUKUL PARA BOX CULVERT
N1,302.298,LRP307,22.0074167,92.0924997,,KmPost,"Cox,s Bazar 92 km,Lohagra 0 km",733,48.99999999997817,KmPost,,,,
N1,302.763,LRP307a,22.0039167,92.0904163,,Culvert,Box culvert,734,464.999999999975,Culvert,LRP307a,1.4,A,SANTI BOX CULVERT
N1,303.303,LRP307b,21.9999441,92.0880274,,Culvert,Box culvert,735,540.0000000000205,Culvert,,,,
N1,303.319,LRP308,21.999833,92.0879997,,KmPost,"Cox,s Bazar 87 km",736,16.000000000019554,KmPost,,,,
N1,303.866,LRP308a,21.9951108,92.0873608,,Culvert,Box culvert,737,546.9999999999686,Culvert,LRP308a,4.5,A,BRICK FIELD BOX CULVERT
N1,303.883,LRP308b,21.9950552,92.0872774,,Culvert,Box culvert,738,16.999999999995907,Culvert,LRP308b,7.375,A,BACK FILD BOX CULVERT
N1,304.317,LRP308c,21.9913886,92.086083,BS,Bridge,Bridge start,739,434.0000000000259,Bridge,,,Unknown,
N1,304.377,LRP308d,21.9908886,92.0859163,BE,Bridge,Bridge end,740,60.000000000002274,Bridge,,,Unknown,
N1,304.396,LRP309,21.9907219,92.0858608,,KmPost,"Cox,s Bazar 86 km,Chokaria 28 km",741,19.000000000005457,KmPost,,,,
N1,304.556,LRP309a,21.9893886,92.085333,,Culvert,Box culvert,742,159.99999999996817,Culvert,LRP309a,4.5,A,AZIZNAGOR FOREST BOX CULVERT
N1,304.962,LRP309b,21.9862219,92.0835274,BS,Bridge,Bridge start,743,4.7,Bridge,LRP309b,4.7,A,AZIZ NOGOR FOREST BOX CULVERT
N1,304.986,LRP309c,21.9860552,92.0834441,BE,Bridge,Bridge end,744,24.00000000000091,Bridge,,,Unknown,
N1,305.375,LRP310,21.9829716,92.0817771,,KmPost,"Cox,s Bazar 87 km,Chokaria 27 km",745,389.00000000001,KmPost,,,,
N1,305.64,LRP310a,21.9811104,92.0800271,BS,Bridge,Bridge start,746,3.725,Bridge,LRP310a,3.725,A,AZIZNAGOR BOX CULVERT
N1,305.665,LRP310b,21.9810549,92.0799438,BE,Bridge,Bridge end,747,3.0,Bridge,LRP310b,3.0,A,AZIZ NOGAR BOX CULVERT
N1,305.919,LRP310c,21.9798882,92.0778327,,Culvert,Box culvert,748,253.99999999996226,Culvert,,,,
N1,306.261,LRP310d,21.9789716,92.0747493,,Culvert,Box culvert,749,342.0000000000414,Culvert,,,,
N1,306.394,LRP311,21.9781104,92.0739993,,KmPost,"Cox,s Bazar 88 km,Chowria 27 km",750,132.99999999998136,KmPost,,,,
N1,307.411,LRP312,21.9729438,92.0670827,,KmPost,"Cox,s Bazar 83 km,Chokaria 25 km",751,1016.9999999999959,KmPost,,,,
N1,307.582,LRP312a,21.9720827,92.0657222,,"SideRoad,Right",Road to Banskhali (R171),752,170.99999999999227,"SideRoad,Right",LRP312a,6.0,A,.
N1,308.146,LRP312b,21.967666,92.0635,,Culvert,Box culvert,753,564.0000000000214,Culvert,,,,
N1,308.411,LRP313,21.9654167,92.0625556,,KmPost,Km post missing,754,264.99999999998636,KmPost,,,,
N1,308.666,LRP313a,21.9620278,92.0633611,BS,Bridge,Bridge start,755,2.8,Bridge,LRP313a,2.8,A,.
N1,308.687,LRP313b,21.9618611,92.0634444,BE,Bridge,Bridge end,756,13.64,Bridge,LRP313b,13.64,A,HARBHANG CHOR
N1,309.059,LRP313c,21.9590833,92.0653889,,Culvert,Box culvert,757,372.0000000000141,Culvert,,,,
N1,309.411,LRP314,21.9578333,92.0665833,,KmPost,Km post missing,758,351.99999999997544,KmPost,,,,
N1,309.496,LRP314a,21.9569167,92.0673327,,Culvert,Box culvert,759,84.99999999997954,Culvert,LRP314a,7.65,A,GHOIL MARA BOX CULVERT
N1,310.017,LRP314b,21.9516111,92.0678604,BS,Bridge,Bridge start,760,521.000000000015,Bridge,,,Unknown,
N1,310.038,LRP314c,21.9514444,92.0678604,BE,Bridge,Bridge end,761,21.000000000015007,Bridge,,,Unknown,
N1,310.341,LRP315,21.9489441,92.0675271,,KmPost,Info.Missing,762,302.99999999999727,KmPost,,,,
N1,310.802,LRP315a,21.9446663,92.0668049,,Culvert,Box culvert,763,461.00000000001273,Culvert,LRP315a,3.4,A,HARBANG
N1,311.341,LRP316,21.940583,92.0643889,,KmPost,Km post missing,764,538.9999999999873,KmPost,,,,
N1,311.956,LRP316a,21.9354441,92.0623056,,Culvert,Box culvert,765,615.0000000000091,Culvert,LRP316a,4.2,A,HARBANG
N1,312.209,LRP316b,21.9333608,92.0614167,,Culvert,Box culvert,766,252.9999999999859,Culvert,,,,
N1,312.366,LRP317,21.9322216,92.06075,,KmPost,"Cox,s Bazar 78 km",767,156.99999999998226,KmPost,,,,
N1,312.444,LRP317a,21.931666,92.0603611,,Culvert,Box culvert,768,78.00000000003138,Culvert,LRP317a,48.13333333333333,C,HARBANGCHORA
N1,312.708,LRP317b,21.9296104,92.0592778,,Culvert,Box culvert,769,264.00000000001,Culvert,,,,
N1,313.381,LRP318,21.9235827,92.0585,,KmPost / KmPost,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",770,672.999999999945,KmPost,,,,
N1,313.966,LRP318a,21.9177216,92.0597778,,Culvert,Box culvert,771,585.0000000000364,Culvert,LRP318a,9.850000000000001,A,ALIPUR BOX CULVERT
N1,314.269,LRP318b,21.9160833,92.0601389,,Culvert,Box culvert,772,302.99999999999727,Culvert,LRP318b,2.1,A,HARBANG
N1,314.416,LRP319,21.9148333,92.0604722,,KmPost,"Cox,s Bazar 76 km",773,146.99999999999136,KmPost,,,,
N1,314.639,LRP319a,21.9128611,92.0606667,,Culvert,Box culvert,774,223.0000000000132,Culvert,LRP319a,41.76,C,HAR BAG BOX CULVERT
N1,315.15,LRP319b,21.9083889,92.0605278,,Culvert,Box culvert,775,510.99999999996726,Culvert,LRP319b,3.0,A,HAR BAG BOX CULVERT
N1,315.42,LRP320,21.9059444,92.0609167,,KmPost,"Cox,s Bazar 75 km",776,270.00000000003865,KmPost,,,,
N1,315.728,LRP320a,21.9031667,92.0611667,,"SideRoad,Left",Road to Lama(Z1007),777,307.9999999999927,"SideRoad,Left",LRP320a,15.8,A,ATKOTA
N1,316.293,LRP321,21.8969997,92.0612222,,KmPost,"Cox,s Bazar 74 km",778,564.9999999999977,KmPost,,,,
N1,316.356,LRP321a,21.89646793301105,92.06108684571824,,"SideRoad,Right",Road to Toitong (Z1124),779,62.99999999998818,"SideRoad,Right",LRP321a,7.3,A,AKOTA BAZAR BOX CULVERT
N1,317.017,LRP321b,21.8908886,92.0596667,,Culvert,Box culvert,780,661.0000000000014,Culvert,LRP321b,45.5,C,BODOI TOLA RCC GIDER BRIDGE
N1,317.299,LRP322,21.8883886,92.0600833,,KmPost,"Cox,s Bazar 73 km",781,281.99999999998226,KmPost,,,,
N1,318.132,LRP322a,21.8810271,92.0589722,,Culvert,Box culvert,782,833.0000000000268,Culvert,LRP322a,21.133333333333333,A,BODOITOLI BOX CULVERT
N1,318.311,LRP323,21.879416,92.0590833,,KmPost,Cox's Bazar 72 km,783,178.99999999997362,KmPost,,,,
N1,318.819,LRP323a,21.874916,92.0591111,,Culvert,Box culvert,784,508.0000000000382,Culvert,,,,
N1,319.32,LRP324,21.8704993,92.0591389,,KmPost,Info.Missing,785,500.99999999997635,KmPost,,,,
N1,320.227,LRP324a,21.8625,92.0595,,Culvert,Box culvert,786,906.9999999999823,Culvert,,,,
N1,320.32,LRP325,21.8616389,92.0596111,,KmPost,Km post missing,787,93.00000000001774,KmPost,,,,
N1,320.542,LRP325a,21.8597222,92.0602778,BS,Bridge,Bridge start,788,11.3,Bridge,LRP325a,11.3,A,NOL BELA-1 BOX CULVERT
N1,320.601,LRP325b,21.8592222,92.0604444,BE,Bridge,Bridge end,789,5.2,Bridge,LRP325b,5.2,A,.
N1,321.325,LRP326,21.85275,92.0609722,,KmPost,"Cox,s Bazar 69 km",790,723.9999999999895,KmPost,,,,
N1,321.346,LRP326a,21.8526111,92.0609722,,Culvert,Box culvert,791,21.000000000015007,Culvert,LRP326a,8.9,B,.
N1,321.575,LRP326b,21.8505,92.0609444,,Culvert,Box culvert,792,228.999999999985,Culvert,,,,
N1,322.34,LRP327,21.8441386,92.0628056,,KmPost,"Cox,s Bazar 68 km",793,764.9999999999864,KmPost,,,,
N1,322.553,LRP327a,21.842583,92.0638611,,Culvert,Box culvert,794,213.00000000002228,Culvert,LRP327a,9.65,A,DIDDA BAZAR BOX CULVERT
N1,322.875,LRP327b,21.8399719,92.0651389,,Culvert,Box culvert,795,322.00000000000273,Culvert,,,,
N1,323.357,LRP328,21.8363052,92.067416,,KmPost,"Cox,s Bazar 67 km",796,482.00000000002774,KmPost,,,,
N1,323.671,LRP328a,21.8336663,92.0684438,,Culvert,Box culvert,797,313.99999999996453,Culvert,LRP328a,297.075,D,MATHAMUHURI BRIDGE
N1,323.842,LRP328b,21.8322216,92.0689993,,"SideRoad,Right",Road to Paharchaanda(Z1125),798,170.99999999999227,"SideRoad,Right",LRP328b,2.0,A,.
N1,324.324,LRP329,21.8280827,92.0712771,,KmPost,Cox's Bazar 66 km,799,482.00000000002774,KmPost,,,,
N1,324.618,LRP329a,21.8256938,92.0723882,BS,Bridge,Bridge start,800,3.7,Bridge,LRP329a,3.7,A,.
N1,324.666,LRP329b,21.8252771,92.0725549,BE,Bridge,Bridge end,801,48.00000000000182,Bridge,,,Unknown,
N1,325.183,LRP329c,21.8208882,92.0741104,,Culvert,Box culvert,802,516.9999999999959,Culvert,,,,
N1,325.332,LRP330,21.8195271,92.0741382,,KmPost,Cox's Bazar 65km,803,149.0000000000009,KmPost,,,,
N1,325.513,LRP330a,21.8179716,92.073916,,Culvert,Box culvert,804,180.99999999998317,Culvert,LRP330a,6.8,A,.
N1,326.344,LRP331,21.8119444,92.0776382,,KmPost,Cox.s Bazar 64 km,805,831.0000000000173,KmPost,,,,
N1,327.188,LRP331a,21.8045278,92.077166,,"SideRoad,Right",Road to Paharchanda(Z1002),806,843.9999999999941,"SideRoad,Right",LRP331a,9.3,B,BANDI BAZAR BOX CULVERT
N1,327.344,LRP331b,21.8031389,92.0772493,BS,Bridge,Bridge start,807,156.0000000000059,Bridge,,,Unknown,
N1,327.359,LRP331c,21.8030278,92.0772771,BE,Bridge,Bridge end,808,14.999999999986358,Bridge,,,Unknown,
N1,327.369,LRP332,21.8029167,92.0772771,,KmPost,"Cox,s Bazar 63 km",809,10.000000000047748,KmPost,,,,
N1,328.362,LRP333,21.7941941,92.0783882,,KmPost,"Cox,s Bazar 62 km",810,992.999999999995,KmPost,,,,
N1,329.137,LRP333a,21.7873886,92.0788882,,Culvert,Box culvert,811,774.9999999999773,Culvert,LRP333a,12.6,A,HASIRUGIGI
N1,329.237,LRP333b,21.7864997,92.0790271,,Culvert,Box culvert,812,100.00000000002274,Culvert,,,,
N1,329.375,LRP334,21.7853052,92.079166,,KmPost,"Cox,s Bazar 61 km",813,137.9999999999768,KmPost,,,,
N1,329.555,LRP334a,21.7836941,92.0792771,,Culvert,Box culvert,814,180.00000000000682,Culvert,LRP334a,14.45,A,.
N1,330.374,LRP335,21.7782493,92.0840552,,KmPost,"Cox,s Bazar 60 km",815,819.0000000000168,KmPost,,,,
N1,330.454,LRP335a,21.7776382,92.0843886,,Culvert,Box culvert,816,79.99999999998408,Culvert,LRP335a,12.8,A,CHOHAJANYA (1)
N1,330.679,LRP335b,21.7758049,92.0851108,,Culvert,Box culvert,817,224.9999999999659,Culvert,,,,
N1,330.874,LRP335c,21.7737216,92.0840552,,CrossRoad,Intersection with Z1126,818,195.00000000005002,CrossRoad,,,,
N1,331.009,LRP335d,21.7732771,92.0837219,,Culvert,Box culvert,819,134.9999999999909,Culvert,,,,
N1,331.302,LRP336,21.7713049,92.0818327,,KmPost,"Cox,s Bazar 59 km",820,293.00000000000637,KmPost,,,,
N1,331.326,LRP336a,21.7711938,92.0816382,BS,Bridge,Bridge start,821,8.350000000000001,Bridge,LRP336a,8.350000000000001,A,CHOHAJANIYA (2)
N1,331.637,LRP336b,21.7693327,92.079416,BE,Bridge,Bridge end,822,60.125,Bridge,LRP336b,60.125,A,Ghagot Bridge.
N1,332.066,LRP336c,21.7664722,92.0767771,,"SideRoad,Right",Road to Tuabazar (Z1127),823,428.9999999999736,"SideRoad,Right",,,,
N1,332.302,LRP337,21.7646389,92.075916,,KmPost,Km post missing,824,236.00000000004684,KmPost,,,,
N1,332.877,LRP337a,21.7596389,92.0764993,,"SideRoad,Right",Road to Badarkhali (R172),825,574.9999999999886,"SideRoad,Right",,,,
N1,333.43,LRP338,21.7546944,92.0770271,,KmPost,"Cox,s Bazar 57 km",826,552.9999999999973,KmPost,,,,
N1,334.432,LRP339,21.7466386,92.080916,,KmPost,"Cox,s Bazar 56 km",827,1002.0000000000095,KmPost,,,,
N1,335.297,LRP339a,21.7392497,92.0828604,,Culvert,Box culvert,828,865.0000000000091,Culvert,LRP339a,41.59,C,JASJARI BRIDGE
N1,335.438,LRP340,21.738083,92.0834163,,KmPost,Cox's Bazar 55 km,829,140.9999999999627,KmPost,,,,
N1,335.489,LRP340a,21.7376386,92.0834719,,Culvert,Box culvert,830,50.99999999998772,Culvert,LRP340a,3.5,A,DULAHAJARA CULVERT
N1,336.169,LRP340b,21.7315827,92.0838052,,Culvert,Box culvert,831,680.0000000000068,Culvert,,,,
N1,336.35,LRP340c,21.7299993,92.083833,BS,Bridge,Bridge start,832,181.00000000004002,Bridge,,,Unknown,
N1,336.389,LRP340d,21.7296382,92.083833,BE,Bridge,Bridge end,833,38.99999999998727,Bridge,,,Unknown,
N1,336.458,LRP341,21.7290271,92.0838608,,KmPost,"Cox,s Bazar 54 km",834,69.00000000001683,KmPost,,,,
N1,337.147,LRP341a,21.7229438,92.0834719,,Culvert,Box culvert,835,688.9999999999645,Culvert,LRP341a,37.343333333333334,C,DULAHAJAR BRIDGE
N1,337.31,LRP341b,21.7215549,92.0830827,,"SideRoad,Left",Road to Alikadam(Z1005),836,163.0000000000109,"SideRoad,Left",,,,
N1,337.458,LRP342,21.7204716,92.0822493,,KmPost,Cox's Bazar 53km,837,148.00000000002456,KmPost,,,,
N1,337.878,LRP342a,21.7169438,92.0824993,,Culvert,Pipe Culvert,838,419.9999999999591,Culvert,LRP342a,42.54333333333333,C,.
N1,338.491,LRP343,21.7120833,92.0821104,,KmPost,"Cox,s Bazar 52 km",839,612.9999999999995,KmPost,,,,
N1,339.018,LRP343a,21.7080278,92.0800549,,Culvert,Box culvert,840,526.9999999999868,Culvert,LRP343a,10.35,A,.
N1,339.507,LRP344,21.7040556,92.0788604,,KmPost,"Cox,s Bazar 51 km",841,489.00000000003274,KmPost,,,,
N1,339.817,LRP344a,21.7013611,92.0783882,,Culvert,Box culvert,842,310.0000000000023,Culvert,LRP344a,50.855000000000004,A,
N1,340.515,LRP345,21.6957497,92.0805827,,KmPost,Cox's Bazar 50km,843,697.9999999999791,KmPost,,,,
N1,341.527,LRP346,21.6868608,92.0800827,,KmPost,Cox's Bazar 49km,844,1012.0000000000005,KmPost,,,,
N1,342.527,LRP347,21.678416,92.0770827,,KmPost,Cox's Bazar 48 km,845,1000.0,KmPost,,,,
N1,342.944,LRP347a,21.6747493,92.0766104,BS,Bridge,Bridge start,846,6.8,Bridge,LRP347a,6.8,A,FULCHARI (NEWPARA)
N1,343.006,LRP347b,21.6742216,92.0765549,BE,Bridge,Bridge end,847,5.2,Bridge,LRP347b,5.2,A,FULCHARI (NEWPARA)
N1,343.429,LRP347c,21.6704438,92.0762771,,Culvert,Box culvert,848,423.0000000000018,Culvert,,,,
N1,343.463,LRP348,21.6695549,92.0760549,,KmPost,"Cox,s Bazar 47 km",849,34.00000000004866,KmPost,,,,
N1,343.559,LRP348a,21.6688327,92.0759438,,"SideRoad,Left",Road to Garzania (Z1130),850,96.00000000000364,"SideRoad,Left",LRP348a,9.3,A,FULCHARI CULVERT
N1,344.325,LRP348b,21.6618889,92.074916,,Culvert,Box culvert,851,765.9999999999627,Culvert,LRP348b,14.0,A,FULCHARI BAZAR
N1,344.468,LRP349,21.6606111,92.0750827,,KmPost,"Cox,s Bazar 46 km",852,143.0000000000291,KmPost,,,,
N1,344.644,LRP349a,21.6590556,92.0751382,BS,Bridge,Bridge start,853,1.4,Bridge,LRP349a,1.4,A,NAPITE KHALI CULVERT
N1,344.7,LRP349b,21.653,92.0751382,BE,Bridge,Bridge end,854,4.5,Bridge,LRP349b,4.5,C,NAPITE KHALI
N1,345.484,LRP350,21.6518056,92.0737771,,KmPost,"Cox,s Bazar 45 km",855,783.9999999999918,KmPost,,,,
N1,345.721,LRP350a,21.6497219,92.0733049,BS,Bridge,Bridge start,856,4.55,Bridge,LRP350a,4.55,A,EAST NAPITL KHAL BOX CULVERT
N1,345.783,LRP350b,21.6491941,92.0733049,BE,Bridge,Bridge end,857,134.95,Bridge,LRP350b,134.95,A,Barati Bridge
N1,345.801,LRP350c,21.649083,92.0733049,,Bridge,Box culvert,858,17.99999999997226,Bridge,,,Unknown,
N1,346.052,LRP350d,21.6468052,92.0733604,,Culvert,Box culvert,859,251.0000000000332,Culvert,,,,
N1,346.499,LRP351,21.6428608,92.0732216,,KmPost,"Cox,s Bazar 44 km",860,447.00000000000273,KmPost,,,,
N1,347.517,LRP352,21.634833,92.0770271,,KmPost,"Cox,s Bazar 43 km",861,1017.9999999999723,KmPost,,,,
N1,348.545,LRP353,21.6259716,92.0773882,,KmPost,"Cox,s Bazar 42 km",862,1028.00000000002,KmPost,,,,
N1,349.279,LRP353a,21.6213604,92.0724438,,Culvert,Box culvert,863,733.9999999999804,Culvert,LRP353a,4.8,A,ISLAMABAD KHODIABARI BOX CULVERT
N1,349.545,LRP354,21.6197771,92.0705271,,KmPost,Cox's Bazar 41km,864,266.00000000001955,KmPost,,,,
N1,349.944,LRP354a,21.617166,92.0679993,BS,Bridge,Bridge start,865,58.3325,Bridge,LRP354a,58.3325,A,Eidgaon Bazar Bridge
N1,349.995,LRP354b,21.6167771,92.0678049,BE,Bridge,Bridge end,866,50.99999999998772,Bridge,,,Unknown,
N1,350.054,LRP354c,21.6150556,92.0667771,,"SideRoad,Right","Z1131, Kutakhali-Maheshkhali",867,58.99999999996908,"SideRoad,Right",,,,
N1,350.169,LRP355,21.61225,92.0652222,,KmPost,"Cox,s Bazar 40 km",868,115.0000000000091,KmPost,,,,
N1,350.309,LRP355a,21.610086825,92.06399479375,,Culvert,Box culvert,869,140.0000000000432,Culvert,,,,
N1,350.489,LRP355b,21.6073056,92.0624167,,Culvert,Box culvert,870,179.99999999994998,Culvert,,,,
N1,351.286,LRP356,21.6039167,92.0619444,,KmPost,"Cox,s Bazar 39 km",871,797.0000000000255,KmPost,,,,
N1,351.343,LRP356a,21.603029505025123,92.061920540201,,Culvert,Box culvert,872,57.00000000001637,Culvert,LRP356a,21.0,C,
N1,351.684,LRP356b,21.5977219,92.0617778,,Culvert,Box culvert,873,341.0000000000082,Culvert,,,,
N1,352.286,LRP357,21.5951108,92.0611944,,KmPost,Cox's Bazar 38km,874,601.9999999999754,KmPost,,,,
N1,352.368,LRP357a,21.59379884019608,92.06161870980392,,Culvert,Box culvert,875,81.99999999999363,Culvert,LRP357a,14.0,A,SHAT GOREA PARA BOX CULVERT
N1,352.694,LRP357b,21.588583,92.0633056,,Culvert,Box culvert,876,326.0000000000218,Culvert,,,,
N1,353.198,LRP358,21.5875274,92.0650278,,KmPost,"Cox,s Bazar 37 km",877,503.99999999996226,KmPost,,,,
N1,353.298,LRP358a,21.5861941,92.0650278,,Culvert,Box culvert,878,100.00000000002274,Culvert,LRP358a,3.0,A,RASHIDNAGAR
N1,353.466,LRP358b,21.584833,92.0652222,,Culvert,Box culvert,879,168.00000000000637,Culvert,LRP358b,2.5,A,ROSHIDNAGAR CULVERT
N1,354.197,LRP359,21.5791938,92.0668049,,KmPost,Cox's Bazar 36 km,880,730.9999999999945,KmPost,,,,
N1,354.326,LRP359a,21.5769993,92.0697216,,Culvert,Box culvert,881,129.0000000000191,Culvert,LRP359a,8.9,A,DOLERCHARA CULVERT
N1,355.167,LRP360,21.5717216,92.0718049,,KmPost,"Cox,s Bazar 35 km",882,840.9999999999513,KmPost,,,,
N1,355.861,LRP360a,21.564,92.0702493,,Culvert,Box Culvert,883,694.0000000000168,Culvert,LRP360a,37.15,C,ROSHIDNAGAR (2)
N1,356.187,LRP361,21.5629444,92.0700271,,KmPost,"Cox,s Bazar 34 km",884,326.0000000000218,KmPost,,,,
N1,356.322,LRP361a,21.5618056,92.0696382,,Culvert,Box Culvert,885,134.9999999999909,Culvert,LRP361a,9.8,B,.
N1,356.443,LRP361b,21.5608333,92.0692771,,Culvert,Box Culvert,886,120.9999999999809,Culvert,LRP361b,5.1,A,.
N1,357.189,LRP362,21.5555,92.0679716,,KmPost,"Cos,x Bazar 33 km",887,746.0000000000377,KmPost,,,,
N1,357.385,LRP362a,21.5553056,92.067916,BS,Bridge,Bridge start,888,7.0,Bridge,LRP362a,7.0,B,.
N1,357.437,LRP362b,21.5548889,92.0678049,BE,Bridge,Bridge end,889,52.00000000002092,Bridge,,,Unknown,
N1,357.86,LRP362c,21.5484719,92.0670827,BS,Bridge,Bridge start,890,423.0000000000018,Bridge,,,Unknown,
N1,357.906,LRP362d,21.548083,92.0670271,BE,Bridge,Bridge end,891,45.99999999999227,Bridge,,,Unknown,
N1,358.089,LRP363,21.546583,92.0668327,,KmPost,"Cox,s Bazar 32 km",892,182.99999999999272,KmPost,,,,
N1,358.976,LRP364,21.538333,92.0639722,,KmPost,Cox's Bazar 31km,893,887.0000000000005,KmPost,,,,
N1,359.992,LRP365,21.5294993,92.0650278,,KmPost,Cox.s Bazar 30 km,894,1016.0000000000196,KmPost,,,,
N1,360.025,LRP365a,21.5283049,92.0650833,,Culvert,Box culvert,895,32.99999999995862,Culvert,LRP365a,14.0,B,JOARIANALA CULVERT
N1,360.237,LRP365b,21.5264716,92.0651944,,Culvert,Box culvert,896,212.00000000004593,Culvert,,,,
N1,360.581,LRP365c,21.5234716,92.0656111,BS,Bridge,Bridge start,897,343.9999999999941,Bridge,,,Unknown,
N1,360.601,LRP365d,21.5233049,92.0656389,BE,Bridge,Bridge end,898,19.99999999998181,Bridge,,,Unknown,
N1,360.74,LRP365e,21.5220827,92.0658611,,Culvert,Box culvert,899,139.00000000001,Culvert,,,,
N1,360.902,LRP366,21.520666,92.0661667,,KmPost,"Cox,s Bazar 29 km",900,161.99999999997772,KmPost,,,,
N1,361.457,LRP366a,21.5161111,92.068166,,Culvert,Box culvert,901,555.0000000000068,Culvert,,,,
N1,361.881,LRP366b,21.5126944,92.0698604,,Culvert,Box culvert,902,423.9999999999782,Culvert,,,,
N1,361.908,LRP367,21.5125556,92.0699438,,KmPost,Cox.s Bazar 28 km,903,27.000000000043656,KmPost,,,,
N1,362.42,LRP367a,21.5083889,92.0717493,,Culvert,Box culvert,904,512.0000000000005,Culvert,LRP367a,6.265,A,MITA CHARI BOX CULVERT
N1,362.624,LRP367b,21.5069722,92.072916,,Culvert,Box culvert,905,204.00000000000773,Culvert,,,,
N1,362.908,LRP368,21.505,92.0745549,,KmPost,Cox's Bazar 27km,906,283.9999999999918,KmPost,,,,
N1,363.819,LRP368a,21.4974719,92.0765549,,Culvert,Box culvert,907,911.0000000000014,Culvert,LRP368a,2.1,A,RAMU HOSPITAL GATE
N1,363.908,LRP369,21.4968608,92.0769438,,KmPost,Cox's Bazar 26km,908,88.99999999999864,KmPost,,,,
N1,363.956,LRP369a,21.4964441,92.077166,,Culvert,Box culvert,909,48.00000000000182,Culvert,LRP369a,3.0,A,MARULA (WEST)
N1,364.861,LRP370,21.4901941,92.0818049,,KmPost,"Cox,s Bazar 25 km",910,904.9999999999727,KmPost,,,,
N1,365.847,LRP371,21.4870274,92.0898052,,KmPost,"Cox,s Bazar 24 km",911,985.99999999999,KmPost,,,,
N1,366.121,LRP371a,21.4851386,92.091333,,Culvert,Box culvert,912,274.0000000000009,Culvert,LRP371a,8.2,A,ROMA TECHIPUL
N1,366.821,LRP372,21.4793604,92.0938886,,KmPost,Cox.s Bazar 23 km,913,700.0000000000455,KmPost,,,,
N1,367.179,LRP372a,21.4767771,92.0957497,,Culvert,Box culvert,914,357.99999999994725,Culvert,LRP372a,11.575,A,CHAKMARKOOL
N1,367.429,LRP372b,21.4750549,92.0971663,,Culvert,Box culvert,915,250.0,Culvert,,,,
N1,367.951,LRP373,21.4713604,92.0997497,,KmPost,"Cox,s Bazar 22 km",916,522.0000000000482,KmPost,,,,
N1,367.972,LRP373a,21.4712216,92.0998886,BS,Bridge,Bridge start,917,40.410000000000004,Bridge,LRP373a,40.410000000000004,A,KHURUTIA BOX CULVERT
N1,368.031,LRP373b,21.4708049,92.1002222,BE,Bridge,Bridge end,918,6.8,Bridge,LRP373b,6.8,A,KHURULIA CULVERT
N1,368.565,LRP373c,21.4667216,92.1025,,Culvert,Box culvert,919,533.9999999999918,Culvert,,,,
N1,368.932,LRP374,21.4635833,92.1029167,,KmPost,"Cox,s Bazar 21 km",920,367.00000000001864,KmPost,,,,
