road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry,link_no,heavy_truck,medium_truck,small_truck,criticality_score,flood_hazard,flood_cat,index_right,eq_hazard,eq_zone,int_cond_score,seismic_mult,flood_mult,max_hazard_mult,vulnerability_score,target_road,is_junction
N1,30.127,LRP030a,23.5639167,90.6501944,BS,Bridge,Bridge start,78,12.936262626262629,Bridge,LRP030a,12.936262626262629,D,VITIKANDA - ANAR PUR CULVERT,bridge,POINT (90.6501944 23.5639167),N1-9L,244.0,4999.0,1005.0,41668.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,30.165,LRP030b,23.5636944,90.6504722,BE,Bridge,Bridge end,79,17.2455,Bridge,LRP030b,17.2455,D,DGWOYAHATA-2,bridge,POINT (90.6504722 23.5636944),N1-9L,244.0,4999.0,1005.0,41668.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,30.697,LRP030c,23.5604167,90.6542222,BS,Bridge,Bridge start,80,10.13529411764706,Bridge,LRP030c,10.13529411764706,C,NARAYAN ROLI,bridge,POINT (90.6542222 23.5604167),N1-9L,244.0,4999.0,1005.0,41668.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,30.735,LRP030d,23.5602222,90.6545,BE,Bridge,Bridge end,81,5.592857142857143,Bridge,LRP030d,5.592857142857143,C,BAMONDI SUB MARGE CULVERT,bridge,POINT (90.6545 23.5602222),N1-9L,244.0,4999.0,1005.0,41668.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,30.774,LRP031,23.5599722,90.6548056,,KmPost,"Ctg 229 km,Comilla 62 km",82,39.00000000000148,KmPost,,,,,link,POINT (90.6548056 23.5599722),N1-9L,244.0,4999.0,1005.0,41668.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,30.936,LRP031a,23.5590278,90.6559444,,"SideRoad,Right",Road to Gazara (Z1063),83,161.99999999999903,"SideRoad,Right",LRP031a,6.9,D,Alipur bridge(R),link,POINT (90.6559444 23.5590278),N1-9L,244.0,4999.0,1005.0,41668.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,True
N1,31.348,LRP031b,23.5564444,90.6588611,BS,Bridge,Bridge start,84,18.83,Bridge,LRP031b,18.83,D,DAWAYAHAT-3,bridge,POINT (90.6588611 23.5564444),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,31.388,LRP031c,23.5562222,90.6591389,BE,Bridge,Bridge end,85,7.456,Bridge,LRP031c,7.456,D,Panchdona Bridge,bridge,POINT (90.6591389 23.5562222),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,31.783,LRP032,23.5538056,90.6619722,,KmPost,"Ctg 228 km,Comilla 61 km",86,394.9999999999996,KmPost,,,,,link,POINT (90.6619722 23.5538056),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,32.025,LRP032a,23.5523333,90.6636667,,Culvert,Box culvert,87,241.99999999999733,Culvert,LRP032a,5.85,D,Bhaber char Bridge(R),link,POINT (90.6636667 23.5523333),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,32.607,LRP033,23.5487497,90.6678327,,KmPost,"Ctg 227 km,Comilla 60 km",88,582.0000000000007,KmPost,,,,,link,POINT (90.6678327 23.5487497),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,32.831,LRP033a,23.5474163,90.6694438,BS,Bridge,Bridge start,89,8.836526315789472,Bridge,LRP033a,8.836526315789472,D,PURRANBUICHE BOX CULVERT,bridge,POINT (90.6694438 23.5474163),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,32.908,LRP033b,23.5469441,90.6699993,BE,Bridge,Bridge end,90,11.457674418604652,Bridge,LRP033b,11.457674418604652,D,NOYAPARA,bridge,POINT (90.6699993 23.5469441),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,33.351,LRP033c,23.5442219,90.6731104,,Culvert,Box culvert,91,442.9999999999978,Culvert,LRP033c,10.24,D,SHALGANG BOX CULVERT,link,POINT (90.6731104 23.5442219),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,33.607,LRP034,23.542583,90.6749438,,KmPost,Km post missing,92,256.0000000000002,KmPost,,,,,link,POINT (90.6749438 23.542583),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,34.607,LRP035,23.5362497,90.681916,,KmPost,Km post missing,93,1000.0,KmPost,,,,,link,POINT (90.681916 23.5362497),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,34.641,LRP035a,23.536083,90.6821382,BS,Bridge,Bridge start,94,25.83670103092784,Bridge,LRP035a,25.83670103092784,D,.,bridge,POINT (90.6821382 23.536083),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,34.681,LRP035b,23.5358608,90.6823604,BE,Bridge,Bridge end,95,19.55181818181818,Bridge,LRP035b,19.55181818181818,C,BAGDI BOX CULVERT,bridge,POINT (90.6823604 23.5358608),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,34.956,LRP035c,23.5341386,90.6843052,,Culvert,Box culvert,96,275.0000000000057,Culvert,LRP035c,10.296,C,BRIDGE OVER SRIRAUPUR CULVERT,link,POINT (90.6843052 23.5341386),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,35.607,LRP036,23.5301938,90.688833,,KmPost,Km post missing,97,650.9999999999962,KmPost,,,,,link,POINT (90.688833 23.5301938),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,36.271,LRP036a,23.529916,90.6952219,,Bridge,Daudkandi bridge,98,6.8,Bridge,LRP036a,6.8,D,Baushia bazar Bridge( L ),bridge,POINT (90.6952219 23.529916),N1-10L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,36.607,LRP037,23.5301382,90.6984997,,KmPost,Km post missing,99,335.9999999999985,KmPost,,,,,link,POINT (90.6984997 23.5301382),N1-11L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,37.607,LRP038,23.5307493,90.7082778,,KmPost,Km post missing,100,1000.0,KmPost,,,,,link,POINT (90.7082778 23.5307493),N1-11L,355.0,5314.0,1116.0,45871.0,,,0.0,0.6,II,1.0,1.5,,1.5,1.5,,False
N1,37.685,LRP038a,23.5307771,90.7090278,,Bridge,Daudkandi bridge,101,22.16214285714285,Bridge,LRP038a,22.16214285714285,D,Bala Nagar Bridge,bridge,POINT (90.7090278 23.5307771),N1-11L,355.0,5314.0,1116.0,45871.0,,,0.0,0.6,II,4.0,1.5,,1.5,6.0,,False
N1,38.04,LRP038b,23.5313882,90.7153611,,Others / Others,Start of Comilla road Division / Start of Comilla road Division,102,354.9999999999969,Others,LRP038b,19.013,D,MURPUR BOX,link,POINT (90.7153611 23.5313882),N1-11L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,38.466,LRP038c,23.5314716,90.7172216,,"SideRoad,Right",Road to Matlab (Z1062),103,426.00000000000193,"SideRoad,Right",LRP038c,23.88642857142857,C,KARAR CHAR CULVERT,link,POINT (90.7172216 23.5314716),N1-11L,355.0,5314.0,1116.0,45871.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,True
N1,38.543,LRP038d,23.5315271,90.7173604,BS,Bridge,Bridge start,104,4.426666666666667,Bridge,LRP038d,4.426666666666667,D,TALIPARA BOX CULVERT,bridge,POINT (90.7173604 23.5315271),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,38.56,LRP038e,23.5315827,90.7176104,BE,Bridge,Bridge end,105,12.0,Bridge,LRP038e,12.0,C,RANGUNID,bridge,POINT (90.7176104 23.5315827),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,38.607,LRP039,23.5317216,90.7180271,,KmPost,Km post missing,106,46.99999999999704,KmPost,,,,,link,POINT (90.7180271 23.5317216),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,39.12,LRP039a,23.5322346,90.7226298386,,Culvert,Box culvert,107,512.9999999999982,Culvert,LRP039a,24.127439024390245,D,KARAR CHAR CULVERT (2),link,POINT (90.7226298386 23.5322346),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,39.607,LRP040,23.5327216,90.7269993,,KmPost,Km post missing,108,487.0000000000019,KmPost,,,,,link,POINT (90.7269993 23.5327216),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,40.607,LRP041,23.528916,90.7356108,,KmPost,Km post missing,109,1000.0,KmPost,,,,,link,POINT (90.7356108 23.528916),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,41.261,LRP042,23.5289993,90.7419441,,KmPost,Ctg 214 km,110,654.0000000000034,KmPost,,,,,link,POINT (90.7419441 23.5289993),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,42.228,LRP042a,23.5293882,90.7514167,BS,Bridge,Bridge start,111,20.68079365079365,Bridge,LRP042a,20.68079365079365,D,SAYED NAGOR CULVERT,bridge,POINT (90.7514167 23.5293882),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,42.245,LRP042b,23.5293882,90.7515833,BE,Bridge,Bridge end,112,5.699333333333333,Bridge,LRP042b,5.699333333333333,C,.,bridge,POINT (90.7515833 23.5293882),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,42.269,LRP043,23.529416,90.75175,,KmPost,Km post broken,113,24.00000000000091,KmPost,,,,,link,POINT (90.75175 23.529416),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,43.269,LRP044,23.5299993,90.7615,,KmPost,Km post Missing,114,1000.0,KmPost,,,,,link,POINT (90.7615 23.5299993),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,44.269,LRP045,23.5304438,90.7713049,,KmPost,Km post Missing,115,1000.0,KmPost,,,,,link,POINT (90.7713049 23.5304438),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,44.454,LRP045a,23.5304993,90.7731104,,Culvert,Box culvert,116,185.00000000000227,Culvert,LRP045a,18.42206349206349,D,DUBAIL CULVERT,link,POINT (90.7731104 23.5304993),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,45.269,LRP046,23.5308049,90.7811104,,KmPost,Km post Missing,117,814.9999999999977,KmPost,,,,,link,POINT (90.7811104 23.5308049),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,45.322,LRP046a,23.5307493,90.7816104,,"SideRoad,Right","Z1402, road to Pennai",118,53.00000000000438,"SideRoad,Right",LRP046a,24.731617647058822,D,Simbi Bridge,link,POINT (90.7816104 23.5307493),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,True
N1,45.388,LRP046b,23.530666,90.7821938,,"SideRoad,Left","Z1053, Road to Homna",119,65.9999999999954,"SideRoad,Left",LRP046b,9.29611111111111,D,.,link,POINT (90.7821938 23.530666),N1-12L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,True
N1,46.161,LRP046c,23.5312216,90.7895552,,Culvert,Box culvert,120,773.0000000000032,Culvert,LRP046c,7.960000000000001,C,KHARAMARA BOX CULVERT,link,POINT (90.7895552 23.5312216),N1-13L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,46.269,LRP047,23.531166,90.7907219,,KmPost,Km post Missing,121,107.999999999997,KmPost,,,,,link,POINT (90.7907219 23.531166),N1-13L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,47.224,LRP047a,23.5306938,90.7924441,,"SideRoad,Right",Z1044,122,954.9999999999984,"SideRoad,Right",LRP047a,17.19153846153846,D,KUNDAR PARA (1) BOX CULVERT,link,POINT (90.7924441 23.5306938),N1-13L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,True
N1,47.269,LRP048,23.5308604,90.8002222,,KmPost,Km post Missing,123,45.000000000001705,KmPost,,,,,link,POINT (90.8002222 23.5308604),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,47.672,LRP048a,23.5308882,90.8041389,BS,Bridge,Bridge start,124,15.335283018867926,Bridge,LRP048a,15.335283018867926,C,HAZI BAGAN CULVERT,bridge,POINT (90.8041389 23.5308882),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,47.692,LRP048b,23.530916,90.8043611,BE,Bridge,Bridge end,125,13.793333333333331,Bridge,LRP048b,13.793333333333331,C,SHARIPULAIA BOX CULVERT,bridge,POINT (90.8043611 23.530916),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,48.269,LRP049,23.5316382,90.8099167,,KmPost,Km post Missing,126,576.9999999999982,KmPost,,,,,link,POINT (90.8099167 23.5316382),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,49.269,LRP050,23.5332493,90.8194716,,KmPost,Km post Missing,127,1000.0,KmPost,,,,,link,POINT (90.8194716 23.5332493),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,49.863,LRP050a,23.5346663,90.8249716,BS,Bridge,Bridge start,128,37.86913043478261,Bridge,LRP050a,37.86913043478261,D,HAGIBAGAN BOX CULVERT,bridge,POINT (90.8249716 23.5346663),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,49.879,LRP050b,23.5347219,90.8251104,BE,Bridge,Bridge end,129,6.833333333333333,Bridge,LRP050b,6.833333333333333,C,BOLITE,bridge,POINT (90.8251104 23.5347219),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,50.269,LRP051,23.5344997,90.8287216,,KmPost,Km post Missing,130,390.00000000000057,KmPost,,,,,link,POINT (90.8287216 23.5344997),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,51.269,LRP052,23.5292216,90.8365274,,KmPost,Km post Missing,131,1000.0,KmPost,,,,,link,POINT (90.8365274 23.5292216),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,51.636,LRP052a,23.5270549,90.8391386,,Culvert,Box culvert,132,367.0000000000044,Culvert,LRP052a,14.937906976744188,D,CHAITANUE BOX CULVERT,link,POINT (90.8391386 23.5270549),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,52.269,LRP053,23.523166,90.8438886,,KmPost,Km post Missing,133,632.9999999999956,KmPost,,,,,link,POINT (90.8438886 23.523166),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,53.269,LRP054,23.5174993,90.8513889,,KmPost,Km post Missing,134,1000.0,KmPost,,,,,link,POINT (90.8513889 23.5174993),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,54.269,LRP055,23.5170827,90.8607778,,KmPost,Km post Missing,135,1000.0,KmPost,,,,,link,POINT (90.8607778 23.5170827),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,55.269,LRP056,23.5135833,90.8697771,,KmPost,Km post Missing,136,1000.0,KmPost,,,,,link,POINT (90.8697771 23.5135833),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,55.333,LRP056a,23.5133056,90.8703049,BS,Bridge,Bridge start,137,12.411764705882351,Bridge,LRP056a,12.411764705882351,C,BARMANERTEK BOX CULVERT,bridge,POINT (90.8703049 23.5133056),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,55.375,LRP056b,23.5131111,90.8706382,BE,Bridge,Bridge end,138,36.91461538461538,Bridge,LRP056b,36.91461538461538,C,Bitimargal Bridge,bridge,POINT (90.8706382 23.5131111),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,55.477,LRP056c,23.5126667,90.871416,,"SideRoad,Left","Z1042, road to Bancharampur",139,101.99999999999676,"SideRoad,Left",LRP056c,173.195,D,MANIK CHARI BOX CULVERT,link,POINT (90.871416 23.5126667),N1-14L,359.0,4772.0,851.0,41342.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,True
N1,56.269,LRP057,23.5088056,90.8778604,,KmPost,Km post Missing,140,792.0000000000016,KmPost,,,,,link,POINT (90.8778604 23.5088056),N1-15L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,57.269,LRP058,23.506,90.8869163,,KmPost,Km post Missing,141,1000.0,KmPost,,,,,link,POINT (90.8869163 23.506),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,58.191,LRP058a,23.5056111,90.8958886,,Culvert,Box culvert,142,922.000000000004,Culvert,LRP058a,29.44340909090909,D,NOGARJOLY BOX CULVERT,link,POINT (90.8958886 23.5056111),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,4.0,1.5,1.3,1.5,6.0,,False
N1,58.269,LRP059,23.5056389,90.8966108,,KmPost,Km post Missing,143,77.99999999999585,KmPost,,,,,link,POINT (90.8966108 23.5056389),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,59.269,LRP060,23.5062778,90.9063889,,KmPost,Km post Missing,144,1000.0,KmPost,,,,,link,POINT (90.9063889 23.5062778),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,60.18,LRP060a,23.50575,90.91525,,Culvert,Box culvert,145,911.0000000000014,Culvert,LRP060a,15.618571428571428,C,Khamachor Bridge,link,POINT (90.91525 23.50575),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,3.0,1.5,1.3,1.5,4.5,,False
N1,60.269,LRP061,23.5057222,90.9160278,,KmPost,Km post Missing,146,88.99999999999864,KmPost,,,,,link,POINT (90.9160278 23.5057222),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,61.269,LRP062,23.5055278,90.9257216,,KmPost,Km post Missing,147,1000.0,KmPost,,,,,link,POINT (90.9257216 23.5055278),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,62.269,LRP063,23.5042778,90.9354163,,KmPost,Km post Missing,148,1000.0,KmPost,,,,,link,POINT (90.9354163 23.5042778),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,62.278,LRP063a,23.5043333,90.9354719,,"SideRoad,Left","Z1017, Road to Companiganj",149,9.000000000000341,"SideRoad,Left",LRP063a,10.7509375,D,Patila Dua Bridge,link,POINT (90.9354719 23.5043333),N1-15L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,4.0,1.5,1.3,1.5,6.0,,True
N1,62.542,LRP063b,23.5038611,90.9371386,,Culvert,Box culvert,150,264.0000000000029,Culvert,LRP063b,2.976,C,.,link,POINT (90.9371386 23.5038611),N1-16L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,3.0,1.5,1.3,1.5,4.5,,False
N1,62.894,LRP063c,23.5028611,90.9412774,,Culvert,Box culvert,151,351.9999999999968,Culvert,LRP063c,12.0,C,Pukuria Bridge,link,POINT (90.9412774 23.5028611),N1-16L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,3.0,1.5,1.3,1.5,4.5,,False
N1,63.269,LRP064,23.5020278,90.9448886,,KmPost,Km post Missing,152,375.0,KmPost,,,,,link,POINT (90.9448886 23.5020278),N1-16L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,64.269,LRP065,23.4995274,90.9541667,,KmPost,Km post Missing,153,1000.000000000007,KmPost,,,,,link,POINT (90.9541667 23.4995274),N1-16L,348.0,4941.0,928.0,42591.0,0.3,3.0,0.0,0.6,II,1.0,1.5,1.3,1.5,1.5,,False
N1,65.269,LRP066,23.4986386,90.9651111,,KmPost,Km post Missing,154,1000.0,KmPost,,,,,link,POINT (90.9651111 23.4986386),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,65.543,LRP066a,23.4980552,90.9660278,,Culvert,Box culvert,155,274.0000000000009,Culvert,LRP066a,35.59166666666667,D,MUNDABAD BOX CULVERT,link,POINT (90.9660278 23.4980552),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,False
N1,65.726,LRP067,23.4972774,90.9674716,,KmPost,Ctg 191 km,156,182.99999999999272,KmPost,,,,,link,POINT (90.9674716 23.4972774),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,66.726,LRP068,23.4942219,90.9765549,,KmPost,Km post Missing,157,1000.0,KmPost,,,,,link,POINT (90.9765549 23.4942219),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,67.42,LRP068a,23.4951386,90.9829993,,Culvert,Box culvert,158,694.0000000000026,Culvert,LRP068a,9.8005,B,MILL GHAT BOX CULVERT,link,POINT (90.9829993 23.4951386),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,2.0,1.5,1.6,1.6,3.2,,False
N1,67.726,LRP069,23.4942497,90.985833,,KmPost,Km post Missing,159,305.9999999999974,KmPost,,,,,link,POINT (90.985833 23.4942497),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,68.726,LRP070,23.4911386,90.9950274,,KmPost,Km post Missing,160,1000.0,KmPost,,,,,link,POINT (90.9950274 23.4911386),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,69.616,LRP070a,23.4894441,91.0033056,,"SideRoad,Left",Road to Debiduar (Z1008),161,890.0000000000006,"SideRoad,Left",LRP070a,36.52782608695652,D,LAXMEPUR CULVERT,link,POINT (91.0033056 23.4894441),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,4.0,1.5,1.6,1.6,6.4,,True
N1,69.638,LRP070b,23.4893886,91.0034722,,"SideRoad,Right",Road to Jhalam (Z1022),162,22.00000000000557,"SideRoad,Right",LRP070b,5.092499999999999,C,.,link,POINT (91.0034722 23.4893886),N1-16L,348.0,4941.0,928.0,42591.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,True
N1,69.709,LRP071,23.4896108,91.0043056,,KmPost,Ctg 188 km,163,70.99999999999795,KmPost,,,,,link,POINT (91.0043056 23.4896108),N1-17L,308.0,5253.0,680.0,43431.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,70.443,LRP072,23.4893052,91.0112778,,KmPost,"Ctg 188 km,Comilla 20 km",164,733.9999999999947,KmPost,,,,,link,POINT (91.0112778 23.4893052),N1-17L,308.0,5253.0,680.0,43431.0,0.6,2.0,0.0,0.6,II,1.0,1.5,1.6,1.6,1.6,,False
N1,70.527,LRP072a,23.4890552,91.0120278,BS,Bridge,Bridge start,165,91.54846153846157,Bridge,LRP072a,91.54846153846157,C,NEAR BHAIRAB SLAB CULVERT,bridge,POINT (91.0120278 23.4890552),N1-17L,308.0,5253.0,680.0,43431.0,0.6,2.0,0.0,0.6,II,3.0,1.5,1.6,1.6,4.800000000000001,,False
N1,70.557,LRP072b,23.4889441,91.01225,BE,Bridge,Bridge end,166,3.2,Bridge,LRP072b,3.2,B,.,bridge,POINT (91.01225 23.4889441),N1-17L,308.0,5253.0,680.0,43431.0,0.6,2.0,0.0,0.6,II,2.0,1.5,1.6,1.6,3.2,,False
