road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry
R370,81.816,LRP083,24.9281104,91.0679716,,KmPost,Km post missing,14445,966.0000000000082,KmPost,,,,,link,POINT (91.0679716 24.9281104)
R370,81.939,LRP083a,24.9287493,91.0689438,,Others,End of HBB road,14446,122.99999999999045,Others,LRP083a,14.537058823529414,D,TIPRA BAZAR BOX CULVERT,link,POINT (91.0689438 24.9287493)
R370,82.246,LRP083b,24.930666,91.0709993,,Others,End of Rigid pavement,14447,307.00000000000216,Others,LRP083b,8.2,C,AMTOLI SLAB CULVERT,link,POINT (91.0709993 24.930666)
R370,82.364,LRP083c,24.9313882,91.0717771,BS,Bridge,Bridge start,14448,6.4,Bridge,LRP083c,6.4,C,RAIMONY BOX CULVERT,bridge,POINT (91.0717771 24.9313882)
R370,82.426,LRP083d,24.9317493,91.072166,BE,Bridge,Bridge end,14449,61.99999999999761,Bridge,,,Unknown,,bridge,POINT (91.072166 24.9317493)
R370,82.816,LRP084,24.9347774,91.0738049,,KmPost,Km post missing,14450,390.00000000000057,KmPost,,,,,link,POINT (91.0738049 24.9347774)
R370,82.902,LRP084a,24.9354441,91.0741382,BS,Bridge,Bridge start,14451,6.122857142857143,Bridge,LRP084a,6.122857142857143,D,KUTTAPARCA CULVERT,bridge,POINT (91.0741382 24.9354441)
R370,83.005,LRP084b,24.9363608,91.0741382,BE,Bridge,Bridge end,14452,11.86,Bridge,LRP084b,11.86,C,CHOTARA BOX CULVERT,bridge,POINT (91.0741382 24.9363608)
R370,83.816,LRP085,24.9426941,91.0777493,,KmPost,Km post missing,14453,811.000000000007,KmPost,,,,,link,POINT (91.0777493 24.9426941)
R370,84.816,LRP086,24.9520556,91.0796382,,KmPost,Km post missing,14454,1000.0,KmPost,,,,,link,POINT (91.0796382 24.9520556)
R370,85.491,LRP086a,24.9558333,91.0839441,BS,Bridge,Bridge start,14455,17.361428571428572,Bridge,LRP086a,17.361428571428572,C,KATIADE RCC GIDER BRIDGE,bridge,POINT (91.0839441 24.9558333)
R370,85.592,LRP086b,24.9560556,91.0841386,BE,Bridge,Bridge end,14456,2.7800000000000002,Bridge,LRP086b,2.7800000000000002,B,.,bridge,POINT (91.0841386 24.9560556)
R370,85.854,LRP086c,24.958,91.0862219,GS,Others,The road discontinued,14457,262.00000000000045,Others,,,,,link,POINT (91.0862219 24.958)
R370,111.474,LRP112a,25.0038889,91.2384441,GE,Others,The road starts again,14458,25620.000000000004,Others,LRP112a,14.699999999999998,C,SUPUYA BOX CULVERT,link,POINT (91.2384441 25.0038889)
R370,111.816,LRP113,25.00225,91.2401941,,KmPost,Km post missing,14459,341.99999999999875,KmPost,,,,,link,POINT (91.2401941 25.00225)
R370,112.182,LRP113a,25.00975,91.2403608,,Culvert,Box Culvert,14460,365.99999999999966,Culvert,LRP113a,8.831,C,Dokhin Bedhosa Bridge,link,POINT (91.2403608 25.00975)
R370,112.514,LRP113b,25.0130278,91.2419163,BS,Bridge,Baily Bridge start,14461,7.437500000000001,Bridge,LRP113b,7.437500000000001,D,.,bridge,POINT (91.2419163 25.0130278)
R370,112.614,LRP113c,25.0131944,91.2423052,BE,Bridge,Baily Bridge end,14462,100.00000000000853,Bridge,,,Unknown,,bridge,POINT (91.2423052 25.0131944)
R370,112.816,LRP114,25.0149167,91.2428886,,KmPost,Km post missing,14463,201.99999999999818,KmPost,,,,,link,POINT (91.2428886 25.0149167)
R370,113.816,LRP115,25.0218049,91.2488608,,KmPost,Km post missing,14464,1000.0,KmPost,,,,,link,POINT (91.2488608 25.0218049)
R370,114.614,LRP115a,25.0244716,91.2512222,,Culvert,Box Culvert,14465,798.0000000000018,Culvert,LRP115a,12.868181818181817,C,Begurga -1 Bridge,link,POINT (91.2512222 25.0244716)
R370,114.816,LRP116,25.0265271,91.2556944,,KmPost,Km post missing,14466,201.99999999999818,KmPost,,,,,link,POINT (91.2556944 25.0265271)
R370,114.97,LRP116a,25.0267771,91.2571111,BS,Bridge,Bridge under construction,14467,14.212499999999999,Bridge,LRP116a,14.212499999999999,C,Jhalmalia Bridge,bridge,POINT (91.2571111 25.0267771)
R370,115.11,LRP116b,25.0269438,91.2586667,BE,Bridge,Bridge under construction,14468,2.3333333333333335,Bridge,LRP116b,2.3333333333333335,C,.,bridge,POINT (91.2586667 25.0269438)
R370,115.801,LRP116c,25.0319438,91.2590556,,Bridge,Baily Bridge start,14469,2.65,Bridge,LRP116c,2.65,C,NOWA PARA BOX CULVERT,bridge,POINT (91.2590556 25.0319438)
R370,115.816,LRP117,25.0320827,91.2589722,,KmPost,Km post missing,14470,15.000000000000568,KmPost,,,,,link,POINT (91.2589722 25.0320827)
R370,115.832,LRP117a,25.0321938,91.2589722,,Bridge,Baily Bridge end,14471,3.8075,Bridge,LRP117a,3.8075,D,JAGADISHPUR,bridge,POINT (91.2589722 25.0321938)
R370,116.816,LRP118,25.0348886,91.2670827,,KmPost,Km post missing,14472,984.0000000000089,KmPost,,,,,link,POINT (91.2670827 25.0348886)
R370,117.06,LRP118a,25.0361663,91.2690827,BS,Bridge,Baily Bridge start,14473,18.90857142857143,Bridge,LRP118a,18.90857142857143,C,JAGADISHPUR 2 BOX CULVERT,bridge,POINT (91.2690827 25.0361663)
R370,117.08,LRP118b,25.0363052,91.269166,BE,Bridge,Baily Bridge end,14474,12.24,Bridge,LRP118b,12.24,B,JOGIDISH PUR CULVERT,bridge,POINT (91.269166 25.0363052)
R370,117.704,LRP118c,25.0396663,91.2733049,,Culvert,Box Culvert,14475,623.9999999999952,Culvert,,,,,link,POINT (91.2733049 25.0396663)
R370,117.816,LRP119,25.0404719,91.2741104,,KmPost,Km post missing,14476,112.00000000000898,KmPost,,,,,link,POINT (91.2741104 25.0404719)
R370,118.38,LRP119a,25.0418608,91.2787493,,"SideRoad,Left","Z2806, Niamatpur- Tahirpur road",14477,563.999999999993,"SideRoad,Left",LRP119a,13.156,C,KALIR BAZAR BOX CULVERT,link,POINT (91.2787493 25.0418608)
R370,118.663,LRP119b,25.0407497,91.2809716,BS,Bridge,Bridge start,14478,5.54,Bridge,LRP119b,5.54,C,KALIA BAZER BOC CULVERT,bridge,POINT (91.2809716 25.0407497)
R370,118.768,LRP119c,25.0403608,91.2817771,BE,Bridge / Culvert,Bridge end / Box Culvert,14479,3.1,Bridge,LRP119c,3.1,A,ITAKHOLA BOX CULVERT,bridge,POINT (91.2817771 25.0403608)
R370,118.816,LRP120,25.0401108,91.2823604,,KmPost,Km post missing,14480,48.00000000000182,KmPost,,,,,link,POINT (91.2823604 25.0401108)
R370,119.54,LRP120a,25.0404441,91.2892219,,Culvert,Box Culvert,14481,724.0000000000038,Culvert,LRP120a,13.97166666666667,C,ITAKHOLA CULVERT,link,POINT (91.2892219 25.0404441)
R370,119.816,LRP121,25.0417219,91.2912497,,KmPost,Km post missing,14482,275.99999999999625,KmPost,,,,,link,POINT (91.2912497 25.0417219)
R370,120.182,LRP121a,25.041333,91.2948608,BS,Bridge,Bridge start,14483,14.172,Bridge,LRP121a,14.172,A,BANGADOBA BOX CULVERT,bridge,POINT (91.2948608 25.041333)
R370,120.205,LRP121b,25.0412774,91.2951386,BE,Bridge,Bridge end,14484,25.979999999999997,Bridge,LRP121b,25.979999999999997,B,.,bridge,POINT (91.2951386 25.0412774)
R370,120.816,LRP122,25.0427497,91.3008333,,KmPost,Km post missing,14485,611.0000000000042,KmPost,,,,,link,POINT (91.3008333 25.0427497)
R370,121.816,LRP123,25.042583,91.3095833,,KmPost,Km post missing,14486,1000.0,KmPost,,,,,link,POINT (91.3095833 25.042583)
R370,121.862,LRP123a,25.0424997,91.3100278,BS,Bridge,Bridge start,14487,18.366666666666664,Bridge,LRP123a,18.366666666666664,C,ATTOCK GRAM BOX CULVERT,bridge,POINT (91.3100278 25.0424997)
R370,121.903,LRP123b,25.0424163,91.3103889,BE,Bridge,Bridge end,14488,130.1,Bridge,LRP123b,130.1,A,.,bridge,POINT (91.3103889 25.0424163)
R370,122.262,LRP123c,25.0414997,91.3137222,BS,Bridge,Bridge start,14489,2.7,Bridge,LRP123c,2.7,C,NOWA PARA,bridge,POINT (91.3137222 25.0414997)
R370,122.305,LRP123d,25.0414441,91.3140278,BE,Bridge,Bridge end,14490,4.3,Bridge,LRP123d,4.3,A,NOWAPARA BOX CULVERT,bridge,POINT (91.3140278 25.0414441)
R370,122.662,LRP123e,25.0404441,91.3173327,BS,Bridge,Bridge start,14491,2.15,Bridge,LRP123e,2.15,A,NOWA PARA BOX CULVERT,bridge,POINT (91.3173327 25.0404441)
R370,122.7,LRP123f,25.040333,91.3175549,BE,Bridge,Bridge end,14492,37.9999999999967,Bridge,,,Unknown,,bridge,POINT (91.3175549 25.040333)
R370,122.816,LRP124,25.0399441,91.3186938,,KmPost,Km post missing,14493,115.99999999999966,KmPost,,,,,link,POINT (91.3186938 25.0399441)
R370,123.312,LRP124a,25.0390552,91.3230827,BS,Bridge,Bridge start,14494,19.86428571428571,Bridge,LRP124a,19.86428571428571,C,Shapur Bridge,bridge,POINT (91.3230827 25.0390552)
R370,123.348,LRP124b,25.039083,91.3235827,BE,Bridge,Bridge end,14495,36.000000000001364,Bridge,,,Unknown,,bridge,POINT (91.3235827 25.039083)
R370,123.816,LRP125,25.0380552,91.3280549,,KmPost,Km post missing,14496,468.0000000000035,KmPost,,,,,link,POINT (91.3280549 25.0380552)
R370,124.484,LRP125a,25.0372219,91.334333,,Culvert,Box Culvert,14497,667.9999999999922,Culvert,LRP125a,15.399999999999999,C,HORITOLA BOX CULVERT,link,POINT (91.334333 25.0372219)
R370,124.726,LRP125b,25.0368608,91.336583,,Culvert,Box Culvert,14498,242.00000000000443,Culvert,LRP125b,6.4,A,HARITALA 2 BOX CULVERT,link,POINT (91.336583 25.0368608)
R370,124.816,LRP126,25.0366108,91.3375552,,KmPost,Km post missing,14499,90.00000000000341,KmPost,,,,,link,POINT (91.3375552 25.0366108)
R370,125.043,LRP126a,25.0363886,91.3396663,BS,Bridge,RCC Bridge start,14500,16.293333333333333,Bridge,LRP126a,16.293333333333333,C,SHIBPUR BOX CULVERT,bridge,POINT (91.3396663 25.0363886)
R370,125.061,LRP126b,25.0363608,91.339833,BE,Bridge,RCC Bridge end,14501,29.19333333333333,Bridge,LRP126b,29.19333333333333,B,SHIBPUR BOX CULVERT,bridge,POINT (91.339833 25.0363608)
R370,125.816,LRP127,25.0349719,91.3472219,,KmPost,Km post missing,14502,754.9999999999955,KmPost,,,,,link,POINT (91.3472219 25.0349719)
R370,126.278,LRP127a,25.0334441,91.3511944,,Culvert,Box Culvert,14503,462.0000000000033,Culvert,LRP127a,20.516,D,ANDAJER BAZER BOX CULVERT,link,POINT (91.3511944 25.0334441)
R370,126.816,LRP128,25.0318604,91.3562222,,KmPost,Km post missing,14504,537.9999999999967,KmPost,,,,,link,POINT (91.3562222 25.0318604)
R370,127.247,LRP128a,25.0302771,91.35975,GS,Others,River start,14505,430.9999999999974,Others,LRP128a,17.19666666666667,D,RIAZ NAGAR BOX CULVERT,link,POINT (91.35975 25.0302771)
R370,127.689,LRP128b,25.0283604,91.3625,GE,Others,River end,14506,441.99999999999307,Others,LRP128b,4.783333333333334,B,TAJPUR BOX CULVERT,link,POINT (91.3625 25.0283604)
R370,127.816,LRP129,25.0286938,91.3638333,,KmPost,Km post missing,14507,127.00000000000955,KmPost,,,,,link,POINT (91.3638333 25.0286938)
R370,128.723,LRP129a,25.0329438,91.3713327,,Culvert,Box Culvert,14508,907.0000000000107,Culvert,LRP129a,10.716666666666665,C,JAJPUR BOX CULVERT,link,POINT (91.3713327 25.0329438)
R370,128.816,LRP130,25.0335274,91.3721382,,KmPost,Km post missing,14509,92.99999999998931,KmPost,,,,,link,POINT (91.3721382 25.0335274)
R370,129.363,LRP130a,25.0372497,91.375166,BS,Bridge,Bridge start,14510,11.957,Bridge,LRP130a,11.957,C,CHARA BOX CULVERT,bridge,POINT (91.375166 25.0372497)
R370,129.382,LRP130b,25.0373608,91.3751938,BE,Bridge,Bridge end,14511,10.4925,Bridge,LRP130b,10.4925,A,CHARA BOX CULVERT,bridge,POINT (91.3751938 25.0373608)
R370,129.816,LRP131,25.0404997,91.3778327,,KmPost,Km post missing,14512,433.9999999999975,KmPost,,,,,link,POINT (91.3778327 25.0404997)
R370,130.816,LRP132,25.0397219,91.3864441,,KmPost,Km post missing,14513,1000.0,KmPost,,,,,link,POINT (91.3864441 25.0397219)
R370,131.0,LRPE,25.0399441,91.3874997,,Others,"End of the road intersecting R280 at Islampur, Sunamganj",14514,183.9999999999975,Others,,,,,link,POINT (91.3874997 25.0399441)
R371,0.0,LRPS,24.7652222,90.4516389,,Others,Road start at Raghurampur from R370 Mymensingh-Sunamganj road,14515,0.0,Others,,,,,link,POINT (90.4516389 24.7652222)
R371,1.0,LRP001,24.7717771,90.446583,,KmPost,Km post missing,14516,1000.0,KmPost,,,,,link,POINT (90.446583 24.7717771)
R371,1.265,LRP002,24.7740549,90.4458608,,KmPost,Sherpur 61 km,14517,264.9999999999999,KmPost,,,,,link,POINT (90.4458608 24.7740549)
R371,2.265,LRP003,24.7828049,90.4448886,,KmPost,Sherpur 60 km,14518,1000.0000000000002,KmPost,,,,,link,POINT (90.4448886 24.7828049)
R371,3.265,LRP004,24.7916941,90.4437774,,KmPost,Sherpur 59 km,14519,1000.0,KmPost,,,,,link,POINT (90.4437774 24.7916941)
R371,3.573,LRP004a,24.7943608,90.4431941,,Culvert,Box culvert,14520,307.99999999999983,Culvert,LRP004a,6.8,D,Bypile Bridge,link,POINT (90.4431941 24.7943608)
R371,4.265,LRP005,24.8005833,90.4427774,,KmPost,Sherpur 58 km,14521,691.9999999999998,KmPost,,,,,link,POINT (90.4427774 24.8005833)
R371,5.265,LRP006,24.8093056,90.4430552,,KmPost,Sherpur 57 km,14522,1000.0,KmPost,,,,,link,POINT (90.4430552 24.8093056)
R371,5.863,LRP006a,24.814,90.4404163,,Culvert,Box Culvert,14523,598.0000000000008,Culvert,LRP006a,14.318190709046453,D,.,link,POINT (90.4404163 24.814)
R371,6.265,LRP007,24.8169716,90.4381663,,KmPost,Km post missing,14524,401.99999999999926,KmPost,,,,,link,POINT (90.4381663 24.8169716)
R371,6.642,LRP007a,24.8203604,90.4353052,,Culvert,Box culvert,14525,377.0000000000007,Culvert,LRP007a,13.762440318302389,D,PASHIM CHARAKUL CUL,link,POINT (90.4353052 24.8203604)
R371,7.019,LRP007b,24.8222493,90.4336108,,Culvert,Box Culvert,14526,376.9999999999998,Culvert,LRP007b,11.09481203007519,D,.,link,POINT (90.4336108 24.8222493)
R371,7.175,LRP008,24.8245271,90.4328604,,KmPost,Sherpur 55 km,14527,155.9999999999997,KmPost,,,,,link,POINT (90.4328604 24.8245271)
R371,7.672,LRP008a,24.8279716,90.4328604,BS,Bridge,Bridge start,14528,7.324999999999999,Bridge,LRP008a,7.324999999999999,D,.,bridge,POINT (90.4328604 24.8279716)
R371,7.686,LRP008b,24.8280271,90.4327771,BE,Bridge,Bridge End,14529,20.49904411764706,Bridge,LRP008b,20.49904411764706,D,Kanch pur Bridge.,bridge,POINT (90.4327771 24.8280271)
R371,8.275,LRP009,24.8331104,90.4311104,,KmPost,Sherpur 54 km,14530,589.0000000000005,KmPost,,,,,link,POINT (90.4311104 24.8331104)
R371,9.275,LRP010,24.8414997,90.4279438,,KmPost,Km post missing,14531,1000.0,KmPost,,,,,link,POINT (90.4279438 24.8414997)
R371,10.275,LRP011,24.8504167,90.4269716,,KmPost,Km post missing,14532,1000.0,KmPost,,,,,link,POINT (90.4269716 24.8504167)
R371,10.774,LRP011a,24.8548611,90.4264993,,Culvert,Box Culvert,14533,498.99999999999875,Culvert,LRP011a,12.8524025974026,D,NAYABARI KASPUR BOX CULVERT,link,POINT (90.4264993 24.8548611)
R371,11.037,LRP011b,24.8571667,90.4261382,BS,Bridge,Bridge start,14534,14.081509433962266,Bridge,LRP011b,14.081509433962266,D,BINGUL SLAB CULVERT,bridge,POINT (90.4261382 24.8571667)
R371,11.077,LRP011c,24.8575278,90.4260827,BE,Bridge,Bridge End,14535,28.004473684210527,Bridge,LRP011c,28.004473684210527,D,NADAI BOX CULVERT,bridge,POINT (90.4260827 24.8575278)
R371,11.275,LRP012,24.8594167,90.4258604,,KmPost,Km post broken,14536,198.0000000000004,KmPost,,,,,link,POINT (90.4258604 24.8594167)
R371,12.275,LRP013,24.8675549,90.4237771,,KmPost,Info missing,14537,1000.0,KmPost,,,,,link,POINT (90.4237771 24.8675549)
R371,12.34,LRP013a,24.8692216,90.4213327,,Culvert,Box Culvert,14538,64.9999999999995,Culvert,LRP013a,5.6,D,Madanpur Bridge.(L),link,POINT (90.4213327 24.8692216)
R371,13.085,LRP013b,24.8727771,90.4184993,BS,Bridge,Bridge start,14539,20.741968503937013,Bridge,LRP013b,20.741968503937013,D,Madanpur Bridge(R),bridge,POINT (90.4184993 24.8727771)
R371,13.104,LRP013c,24.8729438,90.418416,BE,Bridge,Bridge end,14540,23.843538461538465,Bridge,LRP013c,23.843538461538465,D,Dhaleshwari Bridge-2,bridge,POINT (90.418416 24.8729438)
R371,13.275,LRP014,24.8742216,90.4175827,,KmPost,Sherpur 49 km,14541,171.00000000000114,KmPost,,,,,link,POINT (90.4175827 24.8742216)
R371,14.219,LRP014a,24.8800271,90.4108611,BS,Bridge,Bridge Start,14542,5.2,Bridge,LRP014a,5.2,D,KAWTALA BOX CULVERT,bridge,POINT (90.4108611 24.8800271)
R371,14.232,LRP014b,24.8801104,90.4107778,BE,Bridge,Bridge End,14543,11.38452380952381,Bridge,LRP014b,11.38452380952381,D,KUSIAMRA(1) BOX CULVERT,bridge,POINT (90.4107778 24.8801104)
R371,14.275,LRP015,24.880416,90.4103611,,KmPost,Sherpur 48 km,14544,43.00000000000104,KmPost,,,,,link,POINT (90.4103611 24.880416)
R371,15.275,LRP016,24.8864441,90.4029722,,KmPost,Sherpur 47 km,14545,1000.0,KmPost,,,,,link,POINT (90.4029722 24.8864441)
R371,15.501,LRP016a,24.8878052,90.4013056,,Culvert,Box Culvert,14546,225.9999999999991,Culvert,LRP016a,15.506954732510286,D,BANTI BOX CULVERT,link,POINT (90.4013056 24.8878052)
R371,16.105,LRP016b,24.8919719,90.3976108,BS,Bridge,Bridge Start,14547,11.682068965517242,Bridge,LRP016b,11.682068965517242,D,NEEMTOLI BRIDGE,bridge,POINT (90.3976108 24.8919719)
R371,16.139,LRP016c,24.8922497,90.3974441,BE,Bridge,Bridge End,14548,7.243999999999999,Bridge,LRP016c,7.243999999999999,D,NURUTAL BOX CUL,bridge,POINT (90.3974441 24.8922497)
R371,16.275,LRP017,24.8933886,90.3967497,,KmPost,Sherpur 46 km,14549,135.99999999999923,KmPost,,,,,link,POINT (90.3967497 24.8933886)
R371,16.686,LRP017a,24.8967219,90.395083,,Culvert,Box Culvert,14550,411.00000000000136,Culvert,LRP017a,15.144881516587676,D,.,link,POINT (90.395083 24.8967219)
R371,17.275,LRP018,24.9018333,90.3934441,,KmPost,Sherpur 45 km,14551,588.9999999999986,KmPost,,,,,link,POINT (90.3934441 24.9018333)
R371,17.809,LRP018a,24.9062222,90.3913886,,Culvert,Box Culvert,14552,534.0000000000025,Culvert,LRP018a,6.0,D,Darikandi Bridge (L),link,POINT (90.3913886 24.9062222)
R371,18.134,LRP018b,24.9075,90.3886386,BS,Bridge,Bridge Start,14553,11.44093023255814,Bridge,LRP018b,11.44093023255814,D,Darikandi Bridge (R),bridge,POINT (90.3886386 24.9075)
R371,18.148,LRP018c,24.9075278,90.3885274,BE,Bridge,Bridge End,14554,5.2,Bridge,LRP018c,5.2,D,Sonakhal Bridge(L),bridge,POINT (90.3885274 24.9075278)
R371,18.285,LRP019,24.9078611,90.3871941,,KmPost,Sherpur 44 km,14555,137.00000000000045,KmPost,,,,,link,POINT (90.3871941 24.9078611)
R371,19.285,LRP020,24.9138889,90.380166,,KmPost,Km post missing,14556,1000.0,KmPost,,,,,link,POINT (90.380166 24.9138889)
R371,19.34,LRP020a,24.9143056,90.3798882,,Culvert,Box Culvert,14557,54.999999999999716,Culvert,LRP020a,17.791257485029938,D,KRIBORDI BOX CULVERT,link,POINT (90.3798882 24.9143056)
R371,19.647,LRP020b,24.9166111,90.3782493,,Culvert,Box Culvert,14558,306.99999999999864,Culvert,LRP020b,13.226486486486486,D,Hashara-2 Bridge,link,POINT (90.3782493 24.9166111)
R371,19.821,LRP020c,24.9179438,90.3772771,,Culvert,Box culvert,14559,174.00000000000304,Culvert,LRP020c,51.874489795918365,D,.,link,POINT (90.3772771 24.9179438)
R371,20.285,LRP021,24.9215827,90.3746938,,KmPost,Km post missing,14560,463.99999999999864,KmPost,,,,,link,POINT (90.3746938 24.9215827)
R371,20.484,LRP021a,24.9231382,90.3737771,,Culvert,Box Culvert,14561,199.00000000000162,Culvert,LRP021a,6.1,D,PURINDA BAZAR BOX CULVERT,link,POINT (90.3737771 24.9231382)
R371,20.799,LRP021b,24.9257493,90.372666,,Culvert,Box Culvert,14562,314.9999999999977,Culvert,LRP021b,19.7571875,D,PURINDHA BOX CULVERT,link,POINT (90.372666 24.9257493)
R371,21.285,LRP022,24.9298882,90.3716382,,KmPost,Sherpur 41 km,14563,486.0000000000007,KmPost,,,,,link,POINT (90.3716382 24.9298882)
R371,22.285,LRP023,24.9388052,90.3712493,,KmPost,Sherpur 40 km,14564,1000.0,KmPost,,,,,link,POINT (90.3712493 24.9388052)
R371,22.777,LRP023a,24.942477689846157,90.36854435969232,,Culvert,Box Culvert,14565,492.0000000000009,Culvert,LRP023a,22.282499999999995,D,ASHIR CHAR (Right),link,POINT (90.36854435969232 24.942477689846157)
R371,23.26,LRP024,24.946083,90.3658889,,KmPost,Km post broken,14566,483.00000000000057,KmPost,,,,,link,POINT (90.3658889 24.946083)
R371,23.89,LRP024a,24.9501111,90.3615833,BS,Bridge,Bridge Start,14567,32.48182481751825,Bridge,LRP024a,32.48182481751825,D,Meghna Bridge,bridge,POINT (90.3615833 24.9501111)
R371,23.962,LRP024b,24.9505556,90.3611111,BE,Bridge,Bridge End,14568,13.447857142857144,Bridge,LRP024b,13.447857142857144,D,RAINADI BOX CULVERT,bridge,POINT (90.3611111 24.9505556)
R371,24.26,LRP025,24.9526389,90.3590833,,KmPost,Km post missing,14569,298.0000000000018,KmPost,,,,,link,POINT (90.3590833 24.9526389)
R371,24.275,LRP025a,24.9526667,90.359,,Monument,Monument,14570,14.999999999997016,Monument,LRP025a,18.87540740740741,D,KANDA PARA BOX CULVERT,link,POINT (90.359 24.9526667)
R371,24.276,LRP025b,24.9527778,90.3588889,,"SideRoad,Right",Road to Haluaghat Z3711,14571,1.0000000000012221,"SideRoad,Right",LRP025b,6.9732,D,NAWPARA BOX CULVERT,link,POINT (90.3588889 24.9527778)
R371,25.26,LRP026,24.9528333,90.3494163,,KmPost,Km post missing,14572,984.0000000000018,KmPost,,,,,link,POINT (90.3494163 24.9528333)
R371,25.77,LRP027,24.9532778,90.3443886,,KmPost,Sherpur 37 km,14573,509.999999999998,KmPost,,,,,link,POINT (90.3443886 24.9532778)
R371,26.315,LRP027a,24.9526944,90.3390274,,Culvert,Box Culvert,14574,545.0000000000017,Culvert,LRP027a,18.935249999999996,D,MALUAKANDI CULVEDRT,link,POINT (90.3390274 24.9526944)
R371,26.784,LRP028,24.9521111,90.3346108,,KmPost,Sherpur 36 km,14575,468.9999999999976,KmPost,,,,,link,POINT (90.3346108 24.9521111)
R371,26.884,LRP028a,24.9520278,90.3338052,,Culvert,Box Culvert,14576,100.00000000000142,Culvert,LRP028a,20.14310606060606,D,Bhater char Bridge (R),link,POINT (90.3338052 24.9520278)
R371,27.102,LRP028b,24.9524167,90.3315827,,Culvert,Box Culvert,14577,217.99999999999997,Culvert,LRP028b,17.91714285714286,D,Bhater char Bridge (L),link,POINT (90.3315827 24.9524167)
R371,27.718,LRP028c,24.9535833,90.3258049,,Culvert,Box Culvert,14578,615.9999999999997,Culvert,LRP028c,15.74727272727273,D,SHOHAGPURCUL-3,link,POINT (90.3258049 24.9535833)
R371,27.77,LRP029,24.9537778,90.3248327,,KmPost,Sherpur 35 km,14579,51.9999999999996,KmPost,,,,,link,POINT (90.3248327 24.9537778)
R371,28.224,LRP029a,24.9545556,90.3208327,,Culvert,Box Culvert,14580,454.0000000000006,Culvert,LRP029a,6.1,D,Anarpara Bridge (L),link,POINT (90.3208327 24.9545556)
R371,28.56,LRP029b,24.9546389,90.3173327,,Culvert,Box Culvert,14581,335.9999999999985,Culvert,LRP029b,21.551428571428573,D,Anarpara Bridge (R),link,POINT (90.3173327 24.9546389)
R371,28.782,LRP030,24.9548056,90.3150833,,KmPost,Sherpur 34 km,14582,222.0000000000013,KmPost,,,,,link,POINT (90.3150833 24.9548056)
R371,28.98,LRP030a,24.95527168305085,90.31312567288136,,Culvert,Box Culvert,14583,198.0000000000004,Culvert,LRP030a,12.936262626262627,D,VITIKANDA - ANAR PUR CULVERT,link,POINT (90.31312567288136 24.95527168305085)
R371,29.136,LRP030b,24.9556389,90.3115833,,Culvert,Box Culvert,14584,155.9999999999988,Culvert,LRP030b,17.2455,D,DGWOYAHATA-2,link,POINT (90.3115833 24.9556389)
R371,29.77,LRP031,24.9569722,90.3054722,,KmPost,Sherpur 33 km,14585,634.0000000000003,KmPost,,,,,link,POINT (90.3054722 24.9569722)
R371,30.144,LRP031a,24.9576944,90.3019167,,Culvert,Pipe Culvert,14586,373.99999999999875,Culvert,LRP031a,6.9,D,Alipur bridge(R),link,POINT (90.3019167 24.9576944)
R371,30.441,LRP031b,24.9576944,90.2993052,,Culvert,Box Culvert,14587,297.00000000000057,Culvert,LRP031b,18.830000000000002,D,DAWAYAHAT-3,link,POINT (90.2993052 24.9576944)
R371,30.78,LRP032,24.9579722,90.2956663,,KmPost,Sherpur 32 km,14588,339.00000000000216,KmPost,,,,,link,POINT (90.2956663 24.9579722)
R371,31.24,LRP032a,24.95875,90.2915274,,Culvert,Box Culvert,14589,459.99999999999727,Culvert,LRP032a,5.85,D,Bhaber char Bridge(R),link,POINT (90.2915274 24.95875)
R371,31.645,LRP032b,24.9562778,90.2881108,,Culvert,Box Culvert,14590,405.00000000000114,Culvert,LRP032b,25.997714285714288,C,Bhaber char Bridge(L),link,POINT (90.2881108 24.9562778)
R371,31.77,LRP033,24.9555833,90.2871663,,KmPost,Sherpur 31 km,14591,125.0,KmPost,,,,,link,POINT (90.2871663 24.9555833)
R371,32.562,LRP033a,24.9526944,90.2804716,,Culvert,Box Culvert,14592,791.9999999999981,Culvert,LRP033a,8.836526315789472,D,PURRANBUICHE BOX CULVERT,link,POINT (90.2804716 24.9526944)
R371,32.77,LRP034,24.9529444,90.2783604,,KmPost,Sherpur 30 km,14593,208.0000000000055,KmPost,,,,,link,POINT (90.2783604 24.9529444)
R371,32.968,LRP034a,24.9540278,90.2768604,,Culvert,Box Culvert,14594,198.0000000000004,Culvert,LRP034a,7.085,D,Madhya Baushia Bridge(L),link,POINT (90.2768604 24.9540278)
R371,33.77,LRP035,24.9545278,90.2692216,,KmPost,Sherpur 29 km,14595,801.9999999999995,KmPost,,,,,link,POINT (90.2692216 24.9545278)
R371,34.57,LRP035a,24.95525,90.2615556,,Culvert,Box Culvert,14596,799.9999999999972,Culvert,LRP035a,25.836701030927838,D,.,link,POINT (90.2615556 24.95525)
R371,34.765,LRP036,24.956125748502995,90.2599176,,KmPost / KmPost,Sherpur 28 km/ Start of Sherpur road Division / Sherpur 28 km/ Start of Sherpur road Division,14597,195.00000000000028,KmPost,,,,,link,POINT (90.2599176 24.956125748502995)
